covariable,media_tratados_antes,media_tratados_despues,media_controles_antes,media_controles_despues,dif_estandarizada_antes,dif_estandarizada_despues,razon_varianzas_antes,razon_varianzas_despues,ecdf_media_antes,ecdf_media_despues,ecdf_max_antes,ecdf_max_despues,mejora_abs
distance,0.21635697612447516,0.20919937993414137,0.06675758578082867,0.2088379617504561,0.808960088080587,0.001954372173819315,4.941785848689669,0.9946627060933587,0.3104483851095661,0.0046192313256319196,0.5205711519845112,0.022988505747126447,0.8070057159067676
log_defor_pre_media,4.891413136082835,4.8913421832054835,3.7181480121427457,4.805327650343358,0.7442129215676603,0.05455981388386409,0.9905943140655599,0.974687156805317,0.20546139566866592,0.024842437473520305,0.33857696030977735,0.07534537069231965,0.6896531076837962
defor_pre_tendencia,0.22362551198809208,0.22715222669350807,-0.03317280704415689,0.24161607676848254,0.4286580720371177,-0.02414363968867674,0.8787445476256673,1.0374115217844224,0.11255674157038509,0.027453545840973842,0.22742673589721024,0.10772175455963585,0.404514432348441
log_baseline_forest,11.089807000214755,11.101899241981755,9.655858803185037,10.881005505572771,0.8228806623760578,0.12676133245779997,1.3695922280563173,1.6221507376676134,0.24998292940118932,0.029363238287277247,0.3793232421015577,0.11461469015089264,0.6961193299182579
temp_media_c_base,21.0569821457538,21.110757684530007,19.513582192579836,21.144887583682216,0.3315663506201565,-0.007332076229275561,0.8508501824277146,1.3588776865663488,0.08936108337124794,0.05480401356439133,0.1846233389069788,0.13607334718779707,0.32423427439088093
prec_anual_mm_base,2987.1492676709586,3002.253957059893,1866.2132608018214,3025.124092546168,0.6647544558567313,-0.013562794287438206,2.5435265674257894,1.0134230301921818,0.23403698167367384,0.031053152697871,0.43925459825750246,0.09822958303305658,0.6511916615692931
altura_base,886.1931818181819,879.4252873563219,1153.6311713455952,918.3805391874246,-0.2957574614421205,-0.04308029091814751,0.9689278904799872,1.21903959758122,0.09950738010559361,0.0525275143856124,0.23694226876705096,0.17827780766029644,0.252677170523973
discapital_base,94.34200578409092,95.42639665517243,80.22973653736689,93.29587444250829,0.19416018009793015,0.029312265042670926,1.5068788412797627,1.1405175929267553,0.07413347589861347,0.01773878918892239,0.15074144152072516,0.06297412936887031,0.16484791505525923
disbogota_base,351.8905015568182,352.8968404252874,318.8347533610842,340.66825205268424,0.18333183334717906,0.06782147275331253,0.8486732528302952,1.2145912511046792,0.06848625062842374,0.03583552926692716,0.21360996215788086,0.10686197138939015,0.11551036059386653
distancia_mercado_base,110.56058661363636,111.83139795402299,64.88286742420136,88.41947615607295,0.30081747155684074,0.1541827228793586,2.5037629575481293,1.3831642375018895,0.07737618066724625,0.057942277415784255,0.19864912435096366,0.12840014441106487,0.14663474867748214
H_coca_base,254.7243181818182,257.65218390804597,110.84447241045498,184.51903314448236,0.13175672502756375,0.06697105062835736,2.0623375993015243,2.655378818108045,0.08147752940831354,0.04194973205670316,0.1988581360556191,0.10728303093935575,0.06478567439920639
homicidios_base,69.8409090909091,48.52873563218391,15.94675701839303,72.13109472168574,0.20002746791533726,-0.0875998590561217,12.67428103023158,0.3167182416196594,0.09556650266754561,0.03929566307348888,0.19245577752354132,0.10529502065631781,0.11242760885921556
o_desplaza_base,1215.1363636363637,1177.1379310344828,557.7463697967086,1203.1821310938742,0.3156169850580995,-0.012503980860712709,2.1064118538949224,0.9839202849409184,0.19405246693814854,0.03714481737075981,0.3095793364428408,0.08023931318380427,0.3031130041973868
