COD_DANE,NOMBRE_MPI,year,temp_media_c,prec_anual_mm
15332,GÜICÁN DE LA SIERRA,2023,9.068647375478236,1678.4112677805742
15332,GÜICÁN DE LA SIERRA,2024,9.567227717055175,1873.4224081549269
15550,PISBA,2023,14.03540728957404,1888.9533276874056
15550,PISBA,2024,14.560082735501794,2095.20327898342
15806,TIBASOSA,2023,13.395685553060218,939.4930738282144
15806,TIBASOSA,2024,13.89725263290478,891.0008003006463
15839,TUTAZÁ,2023,9.838493068751006,1346.30529509092
15839,TUTAZÁ,2024,10.382592918012904,1326.2018921787703
17495,NORCASIA,2023,24.416377547327613,3573.1278730278304
17495,NORCASIA,2024,24.72876866287112,3519.06961898828
17665,SAN JOSÉ,2023,18.22315644254832,1976.446679228556
17665,SAN JOSÉ,2024,18.638276500951747,2172.1896506327826
18610,SAN JOSÉ DEL FRAGUA,2023,19.7267061692649,3448.917374459128
18610,SAN JOSÉ DEL FRAGUA,2024,20.14761747600039,3524.163213168196
18785,SOLITA,2023,25.593956670617217,3743.335495889186
18785,SOLITA,2024,26.05707986536504,3869.626277530351
19300,GUACHENÉ,2023,21.395906429931472,1788.4215325229138
19300,GUACHENÉ,2024,21.692272147024767,1312.7293486005929
19532,PATÍA,2023,20.500014323799636,2215.817023817642
19532,PATÍA,2024,20.902000152119854,1920.375459541475
19533,PIAMONTE,2023,20.88793009383602,3856.434585589397
19533,PIAMONTE,2024,21.354881019869595,3906.726281597603
19548,PIENDAMÓ - TUNÍA,2023,18.75740084353953,2343.375690821042
19548,PIENDAMÓ - TUNÍA,2024,19.207921837321123,1939.56843754938
19760,SOTARÁ PAISPAMBA,2023,15.78050504834215,2062.0938016512514
19760,SOTARÁ PAISPAMBA,2024,16.18961748743044,1613.6607864607136
19824,TOTORÓ,2023,13.995093569412916,1780.7238875783105
19824,TOTORÓ,2024,14.456585480880335,1568.5536085898923
19845,VILLA RICA,2023,22.003385124426018,1907.9190037184687
19845,VILLA RICA,2024,22.291306060572254,1402.3937403770972
20400,LA JAGUA DE IBIRICO,2023,26.68821643422706,1825.9932338404808
20400,LA JAGUA DE IBIRICO,2024,26.821199353870043,1929.464926902232
20570,PUEBLO BELLO,2023,18.830975575161855,2038.4520776279437
20570,PUEBLO BELLO,2024,19.115995829922667,2310.6599578902446
23300,COTORRA,2023,27.852770373421837,995.998463751433
23300,COTORRA,2024,27.8983596288831,1109.3056383861656
23350,LA APARTADA,2023,27.940926882629185,2033.3451444729917
23350,LA APARTADA,2024,28.076370684490428,2658.967273708999
23500,MOÑITOS,2023,27.79972474515995,1141.3793336367355
23500,MOÑITOS,2024,27.90501983388845,1265.542095130079
23586,PURÍSIMA DE LA CONCEPCIÓN,2023,27.822497203159852,941.3783984691383
23586,PURÍSIMA DE LA CONCEPCIÓN,2024,27.910736258967688,1056.7973144741609
23675,SAN BERNARDO DEL VIENTO,2023,27.89695684455017,1022.8888224056622
23675,SAN BERNARDO DEL VIENTO,2024,28.00191312960743,1131.0602208041655
23682,SAN JOSÉ DE URÉ,2023,26.394372859446264,3121.902226865537
23682,SAN JOSÉ DE URÉ,2024,26.61102018263159,3460.7704377162063
23815,TUCHÍN,2023,27.763973722539333,992.3510212022188
23815,TUCHÍN,2024,27.86147423656803,1038.6861377623245
25258,EL PEÑÓN,2023,20.46597829696185,1888.622081796723
25258,EL PEÑÓN,2024,20.844057264246374,1628.592269999448
25260,EL ROSAL,2023,15.405583944053204,1174.310698021798
25260,EL ROSAL,2024,15.698741593819648,1114.1091341861986
25398,LA PEÑA,2023,22.005278057847363,1878.07366534956
25398,LA PEÑA,2024,22.409208126217663,1686.5124010694628
25599,APULO,2023,23.46042137397956,1502.7565093932185
25599,APULO,2024,23.633752392857616,1198.785916594897
25645,SAN ANTONIO DEL TEQUENDAMA,2023,19.198473323198414,1221.8203192659762
25645,SAN ANTONIO DEL TEQUENDAMA,2024,19.38627263485671,1176.747172139482
25662,SAN JUAN DE RIOSECO,2023,23.993607647530155,1427.4676385649711
25662,SAN JUAN DE RIOSECO,2024,24.210374475139133,1155.843315890531
25843,VILLA DE SAN DIEGO DE UBATÉ,2023,12.50005703067444,908.7408399586146
25843,VILLA DE SAN DIEGO DE UBATÉ,2024,12.803657610923324,923.8939287280268
27025,ALTO BAUDÓ,2023,24.755318119109177,7060.266894161443
27025,ALTO BAUDÓ,2024,24.798585737307636,8546.496574484614
27050,ATRATO,2023,25.21635891174753,7865.477950910472
27050,ATRATO,2024,25.24972376203397,9338.500727917732
27075,BAHÍA SOLANO,2023,25.1583742943929,4653.702573045345
27075,BAHÍA SOLANO,2024,25.20802552609308,5450.626515082503
27077,BAJO BAUDÓ,2023,25.299446262381537,7366.122778839128
27077,BAJO BAUDÓ,2024,25.352091261118005,8157.409076627654
27099,BOJAYÁ,2023,25.14805809597067,5117.98273744658
27099,BOJAYÁ,2024,25.243541755784577,5788.606558221276
27135,EL CANTÓN DEL SAN PABLO,2023,25.3602088351314,8091.909284200778
27135,EL CANTÓN DEL SAN PABLO,2024,25.399982294257427,9370.646539215652
27150,CARMEN DEL DARIÉN,2023,26.002746600993305,3988.617134937004
27150,CARMEN DEL DARIÉN,2024,26.124296921520116,4503.440408392243
27160,CÉRTEGUI,2023,25.15051235549305,7874.472317756002
27160,CÉRTEGUI,2024,25.18192716383703,8980.583748076813
27245,EL CARMEN DE ATRATO,2023,19.375682413349693,4046.649484282149
27245,EL CARMEN DE ATRATO,2024,19.55382442353596,4303.22079919005
27250,EL LITORAL DEL SAN JUAN,2023,24.411059457104272,4344.05139325834
27250,EL LITORAL DEL SAN JUAN,2024,24.489115908842336,4488.398405472207
27425,MEDIO ATRATO,2023,24.88650650026625,6118.3305602621485
27425,MEDIO ATRATO,2024,24.93237258263832,6825.7988995500855
27430,MEDIO BAUDÓ,2023,25.3718573115454,7978.689052268463
27430,MEDIO BAUDÓ,2024,25.418944137343885,9179.7503597111
27450,MEDIO SAN JUAN,2023,25.348257263976336,7071.061110462553
27450,MEDIO SAN JUAN,2024,25.401771423117,7502.639766213264
27493,NUEVO BELÉN DE BAJIRÁ,2023,26.348472883611805,3444.7812153862446
27493,NUEVO BELÉN DE BAJIRÁ,2024,26.466601094493967,4170.31427858059
27580,RÍO IRÓ,2023,24.58354655558992,7271.215347131745
27580,RÍO IRÓ,2024,24.611286796359707,7541.118694730086
27600,RÍO QUITO,2023,25.34148120214172,7827.066564697359
27600,RÍO QUITO,2024,25.39068459998964,9240.107755817797
27810,UNIÓN PANAMERICANA,2023,25.05961988388026,8272.757323283642
27810,UNIÓN PANAMERICANA,2024,25.09482003492758,9364.508400278011
41132,CAMPOALEGRE,2023,23.79275047059423,1699.8695355579468
41132,CAMPOALEGRE,2024,24.156674907569368,1746.9487801571538
