COD_DANE,NOMBRE_MPI,DPTO_CNMBR,year,loss_pixels,loss_area_ha,baseline_forest,proyectos_ecoregistry_co,proyectos_goldstandard_co,proyectos_offsetsdb_co,proyectos_acr_co,proyectos_climateactiondata_co,proyectos_carbono_total,poblacion_dane,temp_media_c,prec_anual_mm,proyectos_carbono_co,proyectos_berkeley_co,proyectos_cdm_co
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2001,3473,312.57,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2002,1546,139.14,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2003,427,38.43,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2004,987,88.83,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2005,1271,114.39,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2006,1363,122.67,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2007,3123,281.07,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2008,1006,90.54,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2009,2203,198.27,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2010,1587,142.82999999999998,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2011,640,57.6,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2012,1202,108.18,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2013,291,26.19,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2014,440,39.6,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2015,145,13.05,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2016,214,19.26,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2017,260,23.4,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2018,300,27.0,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2019,282,25.38,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2020,297,26.73,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2021,172,15.48,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2022,97,8.73,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2023,216,19.44,38731.68,0,0,0,0,0,0,,,,0,0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2024,571,51.39,38731.68,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2001,1387,124.83,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2002,729,65.61,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2003,519,46.71,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2004,1110,99.9,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2005,451,40.59,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2006,1110,99.9,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2007,911,81.99,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2008,3933,353.97,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2009,2783,250.47,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2010,447,40.23,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2011,1367,123.03,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2012,1424,128.16,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2013,2166,194.94,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2014,3900,351.0,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2015,3967,357.03,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2016,2838,255.42,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2017,2273,204.57,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2018,6575,591.75,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2019,1609,144.81,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2020,1251,112.59,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2021,2954,265.86,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2022,1970,177.29999999999998,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2023,2753,247.77,18691.29,0,0,0,0,0,0,,,,0,0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,2024,2402,216.18,18691.29,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2001,356,32.04,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2002,459,41.31,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2003,463,41.67,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2004,549,49.41,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2005,629,56.61,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2006,987,88.83,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2007,890,80.1,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2008,466,41.94,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2009,1955,175.95,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2010,820,73.8,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2011,2221,199.89,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2012,1262,113.58,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2013,1232,110.88,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2014,1672,150.48,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2015,2163,194.67,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2016,27987,2518.83,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2017,13811,1242.99,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2018,5125,461.25,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2019,3034,273.06,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2020,2986,268.74,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2021,2418,217.62,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2022,2930,263.7,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2023,2320,208.8,70796.34,0,0,0,0,0,0,,,,0,0,0
13006,ACHÍ,BOLÍVAR,2024,794,71.46,70796.34,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2001,261,23.49,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2002,246,22.14,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2003,434,39.06,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2004,319,28.71,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2005,299,26.91,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2006,325,29.25,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2007,605,54.45,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2008,379,34.11,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2009,300,27.0,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2010,657,59.13,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2011,305,27.45,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2012,648,58.32,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2013,498,44.82,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2014,1183,106.47,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2015,936,84.24,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2016,4561,410.49,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2017,5083,457.47,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2018,4240,381.6,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2019,2018,181.62,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2020,2022,181.98,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2021,1983,178.47,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2022,1808,162.72,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2023,1872,168.48,18956.88,0,0,0,0,0,0,,,,0,0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,2024,637,57.33,18956.88,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2001,868,78.11999999999999,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2002,1352,121.68,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2003,1851,166.59,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2004,2368,213.12,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2005,1871,168.39,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2006,3386,304.74,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2007,2547,229.23,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2008,2239,201.51,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2009,2268,204.12,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2010,1406,126.54,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2011,1947,175.23,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2012,3028,272.52,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2013,902,81.17999999999999,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2014,2105,189.45,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2015,1360,122.4,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2016,2375,213.75,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2017,6704,603.36,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2018,4713,424.17,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2019,3161,284.49,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2020,4505,405.45,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2021,3070,276.3,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2022,3036,273.24,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2023,3226,290.34,41893.11,0,0,0,0,0,0,,,,0,0,0
13042,ARENAL,BOLÍVAR,2024,2271,204.39,41893.11,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2001,1243,111.87,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2002,519,46.71,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2003,1440,129.6,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2004,1200,108.0,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2005,1112,100.08,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2006,297,26.73,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2007,531,47.79,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2008,2487,223.83,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2009,1995,179.54999999999998,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2010,194,17.46,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2011,715,64.35,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2012,1719,154.71,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2013,1201,108.09,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2014,424,38.16,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2015,843,75.86999999999999,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2016,12765,1148.85,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2017,1571,141.39,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2018,1174,105.66,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2019,1099,98.91,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2020,791,71.19,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2021,1564,140.76,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2022,1202,108.18,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2023,1863,167.67,15399.9,0,0,0,0,0,0,,,,0,0,0
13052,ARJONA,BOLÍVAR,2024,1128,101.52,15399.9,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2001,140,12.6,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2002,83,7.47,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2003,226,20.34,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2004,355,31.95,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2005,98,8.82,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2006,69,6.21,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2007,49,4.41,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2008,577,51.93,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2009,310,27.9,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2010,33,2.97,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2011,53,4.77,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2012,149,13.41,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2013,95,8.549999999999999,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2014,331,29.79,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2015,456,41.04,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2016,869,78.21,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2017,1063,95.67,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2018,660,59.4,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2019,1311,117.99,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2020,993,89.36999999999999,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2021,1402,126.18,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2022,603,54.27,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2023,1099,98.91,2576.34,0,0,0,0,0,0,,,,0,0,0
13062,ARROYOHONDO,BOLÍVAR,2024,861,77.49,2576.34,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2001,723,65.07,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2002,755,67.95,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2003,765,68.85,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2004,497,44.73,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2005,554,49.86,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2006,463,41.67,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2007,1345,121.05,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2008,531,47.79,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2009,557,50.13,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2010,641,57.69,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2011,471,42.39,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2012,562,50.58,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2013,852,76.67999999999999,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2014,2049,184.41,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2015,1787,160.82999999999998,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2016,7600,684.0,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2017,8413,757.17,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2018,7817,703.53,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2019,4207,378.63,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2020,4337,390.33,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2021,4019,361.71,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2022,3637,327.33,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2023,2756,248.04,26912.79,0,0,0,0,0,0,,,,0,0,0
13074,BARRANCO DE LOBA,BOLÍVAR,2024,940,84.6,26912.79,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2001,425,38.25,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2002,165,14.85,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2003,139,12.51,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2004,712,64.08,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2005,461,41.49,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2006,636,57.24,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2007,133,11.97,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2008,828,74.52,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2009,525,47.25,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2010,115,10.35,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2011,275,24.75,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2012,327,29.43,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2013,183,16.47,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2014,622,55.98,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2015,649,58.41,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2016,1279,115.11,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2017,1370,123.3,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2018,1467,132.03,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2019,771,69.39,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2020,845,76.05,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2021,1089,98.01,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2022,560,50.4,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2023,595,53.55,5732.01,0,0,0,0,0,0,,,,0,0,0
13140,CALAMAR,BOLÍVAR,2024,455,40.95,5732.01,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2001,6983,628.47,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2002,4604,414.36,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2003,2625,236.25,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2004,5456,491.04,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2005,4468,402.12,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2006,3520,316.8,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2007,5585,502.65,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2008,5049,454.41,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2009,6701,603.09,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2010,6762,608.5799999999999,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2011,3316,298.44,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2012,8548,769.3199999999999,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2013,5330,479.7,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2014,8387,754.8299999999999,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2015,9407,846.63,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2016,9817,883.53,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2017,16015,1441.35,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2018,12540,1128.6,82690.02,0,0,0,0,0,0,,,,0,0,0
13160,CANTAGALLO,BOLÍVAR,2019,15324,1379.16,82690.02,0,0,0,0,0,0,,,,0,0,0
