COD_DANE,NOMBRE_MPI,DPTO_CNMBR,year,loss_pixels,loss_area_ha,proyectos_berkeley_co
05001,MEDELLÍN,ANTIOQUIA,2001,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2002,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2003,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2004,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2005,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2006,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2007,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2008,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2009,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2010,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2011,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2012,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2013,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2014,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2015,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2016,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2017,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2018,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2019,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2020,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2021,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2022,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2023,0,0.0,0
05001,MEDELLÍN,ANTIOQUIA,2024,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2001,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2002,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2003,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2004,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2005,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2006,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2007,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2008,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2009,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2010,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2011,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2012,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2013,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2014,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2015,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2016,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2017,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2018,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2019,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2020,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2021,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2022,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2023,0,0.0,0
05002,ABEJORRAL,ANTIOQUIA,2024,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2001,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2002,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2003,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2004,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2005,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2006,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2007,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2008,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2009,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2010,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2011,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2012,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2013,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2014,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2015,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2016,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2017,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2018,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2019,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2020,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2021,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2022,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2023,0,0.0,0
05004,ABRIAQUÍ,ANTIOQUIA,2024,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2001,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2002,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2003,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2004,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2005,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2006,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2007,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2008,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2009,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2010,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2011,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2012,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2013,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2014,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2015,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2016,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2017,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2018,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2019,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2020,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2021,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2022,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2023,0,0.0,0
05021,ALEJANDRÍA,ANTIOQUIA,2024,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2001,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2002,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2003,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2004,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2005,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2006,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2007,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2008,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2009,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2010,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2011,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2012,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2013,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2014,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2015,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2016,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2017,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2018,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2019,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2020,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2021,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2022,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2023,0,0.0,0
05030,AMAGÁ,ANTIOQUIA,2024,0,0.0,0
05031,AMALFI,ANTIOQUIA,2001,0,0.0,0
05031,AMALFI,ANTIOQUIA,2002,0,0.0,0
05031,AMALFI,ANTIOQUIA,2003,0,0.0,0
05031,AMALFI,ANTIOQUIA,2004,0,0.0,0
05031,AMALFI,ANTIOQUIA,2005,0,0.0,0
05031,AMALFI,ANTIOQUIA,2006,0,0.0,0
05031,AMALFI,ANTIOQUIA,2007,0,0.0,0
05031,AMALFI,ANTIOQUIA,2008,0,0.0,0
05031,AMALFI,ANTIOQUIA,2009,0,0.0,0
05031,AMALFI,ANTIOQUIA,2010,0,0.0,0
05031,AMALFI,ANTIOQUIA,2011,0,0.0,0
05031,AMALFI,ANTIOQUIA,2012,0,0.0,0
05031,AMALFI,ANTIOQUIA,2013,0,0.0,0
05031,AMALFI,ANTIOQUIA,2014,0,0.0,0
05031,AMALFI,ANTIOQUIA,2015,0,0.0,0
05031,AMALFI,ANTIOQUIA,2016,0,0.0,0
05031,AMALFI,ANTIOQUIA,2017,0,0.0,0
05031,AMALFI,ANTIOQUIA,2018,0,0.0,0
05031,AMALFI,ANTIOQUIA,2019,0,0.0,0
05031,AMALFI,ANTIOQUIA,2020,0,0.0,0
05031,AMALFI,ANTIOQUIA,2021,0,0.0,0
05031,AMALFI,ANTIOQUIA,2022,0,0.0,0
05031,AMALFI,ANTIOQUIA,2023,0,0.0,0
05031,AMALFI,ANTIOQUIA,2024,0,0.0,0
05034,ANDES,ANTIOQUIA,2001,0,0.0,0
05034,ANDES,ANTIOQUIA,2002,0,0.0,0
05034,ANDES,ANTIOQUIA,2003,0,0.0,0
05034,ANDES,ANTIOQUIA,2004,0,0.0,0
05034,ANDES,ANTIOQUIA,2005,0,0.0,0
05034,ANDES,ANTIOQUIA,2006,0,0.0,0
05034,ANDES,ANTIOQUIA,2007,0,0.0,1
05034,ANDES,ANTIOQUIA,2008,0,0.0,1
05034,ANDES,ANTIOQUIA,2009,0,0.0,1
05034,ANDES,ANTIOQUIA,2010,0,0.0,1
05034,ANDES,ANTIOQUIA,2011,0,0.0,1
05034,ANDES,ANTIOQUIA,2012,0,0.0,1
05034,ANDES,ANTIOQUIA,2013,0,0.0,1
05034,ANDES,ANTIOQUIA,2014,0,0.0,1
05034,ANDES,ANTIOQUIA,2015,0,0.0,1
05034,ANDES,ANTIOQUIA,2016,0,0.0,1
05034,ANDES,ANTIOQUIA,2017,0,0.0,1
05034,ANDES,ANTIOQUIA,2018,0,0.0,1
05034,ANDES,ANTIOQUIA,2019,0,0.0,1
05034,ANDES,ANTIOQUIA,2020,0,0.0,1
05034,ANDES,ANTIOQUIA,2021,0,0.0,1
05034,ANDES,ANTIOQUIA,2022,0,0.0,1
05034,ANDES,ANTIOQUIA,2023,0,0.0,1
05034,ANDES,ANTIOQUIA,2024,0,0.0,1
05036,ANGELÓPOLIS,ANTIOQUIA,2001,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2002,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2003,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2004,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2005,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2006,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2007,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2008,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2009,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2010,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2011,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2012,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2013,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2014,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2015,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2016,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2017,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2018,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2019,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2020,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2021,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2022,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2023,0,0.0,0
05036,ANGELÓPOLIS,ANTIOQUIA,2024,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2001,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2002,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2003,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2004,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2005,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2006,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2007,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2008,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2009,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2010,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2011,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2012,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2013,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2014,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2015,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2016,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2017,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2018,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2019,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2020,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2021,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2022,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2023,0,0.0,0
05038,ANGOSTURA,ANTIOQUIA,2024,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2001,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2002,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2003,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2004,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2005,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2006,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2007,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2008,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2009,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2010,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2011,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2012,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2013,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2014,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2015,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2016,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2017,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2018,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2019,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2020,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2021,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2022,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2023,0,0.0,0
05040,ANORÍ,ANTIOQUIA,2024,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2001,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2002,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2003,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2004,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2005,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2006,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2007,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2008,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2009,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2010,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2011,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2012,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2013,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2014,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2015,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2016,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2017,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2018,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2019,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2020,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2021,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2022,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2023,0,0.0,0
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,2024,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2001,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2002,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2003,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2004,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2005,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2006,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2007,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2008,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2009,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2010,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2011,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2012,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2013,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2014,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2015,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2016,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2017,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2018,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2019,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2020,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2021,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2022,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2023,0,0.0,0
05044,ANZÁ,ANTIOQUIA,2024,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2001,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2002,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2003,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2004,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2005,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2006,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2007,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2008,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2009,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2010,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2011,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2012,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2013,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2014,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2015,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2016,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2017,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2018,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2019,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2020,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2021,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2022,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2023,0,0.0,0
05045,APARTADÓ,ANTIOQUIA,2024,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2001,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2002,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2003,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2004,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2005,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2006,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2007,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2008,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2009,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2010,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2011,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2012,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2013,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2014,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2015,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2016,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2017,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2018,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2019,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2020,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2021,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2022,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2023,0,0.0,0
05051,ARBOLETES,ANTIOQUIA,2024,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2001,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2002,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2003,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2004,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2005,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2006,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2007,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2008,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2009,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2010,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2011,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2012,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2013,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2014,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2015,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2016,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2017,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2018,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2019,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2020,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2021,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2022,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2023,0,0.0,0
05055,ARGELIA,ANTIOQUIA,2024,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2001,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2002,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2003,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2004,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2005,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2006,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2007,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2008,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2009,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2010,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2011,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2012,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2013,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2014,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2015,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2016,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2017,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2018,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2019,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2020,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2021,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2022,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2023,0,0.0,0
05059,ARMENIA,ANTIOQUIA,2024,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2001,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2002,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2003,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2004,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2005,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2006,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2007,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2008,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2009,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2010,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2011,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2012,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2013,0,0.0,0
05079,BARBOSA,ANTIOQUIA,2014,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2015,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2016,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2017,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2018,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2019,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2020,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2021,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2022,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2023,0,0.0,1
05079,BARBOSA,ANTIOQUIA,2024,0,0.0,1
05086,BELMIRA,ANTIOQUIA,2001,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2002,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2003,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2004,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2005,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2006,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2007,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2008,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2009,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2010,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2011,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2012,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2013,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2014,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2015,0,0.0,0
05086,BELMIRA,ANTIOQUIA,2016,0,0.0,0
