COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest_tc30,baseline_forest_tc50,baseline_forest_tc75,n_fragmentos,fuente,version_gfc,baseline_forest,area_municipio_ha,fecha_generacion
05172,CHIGORODÓ,ANTIOQUIA,50790.90489964144,45777.94556891037,37583.957752833616,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,50790.90489964144,,2026-09-20T17:41:03
05190,CISNEROS,ANTIOQUIA,3639.111592472446,3006.404864165141,2222.354215333304,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,3639.111592472446,,2026-09-20T17:41:03
05197,COCORNÁ,ANTIOQUIA,22916.28570853867,21326.23312920932,18647.60081306521,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,22916.28570853867,,2026-09-20T17:41:03
05206,CONCEPCIÓN,ANTIOQUIA,16514.91460260033,14069.851319540248,10496.563725940654,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,16514.91460260033,,2026-09-20T17:41:03
05209,CONCORDIA,ANTIOQUIA,15075.919212323766,12694.813489253946,9733.379066804608,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,15075.919212323766,,2026-09-20T17:41:03
05212,COPACABANA,ANTIOQUIA,4693.158970260429,3946.593753458385,2975.3630125875616,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,4693.158970260429,,2026-09-20T17:41:03
05234,DABEIBA,ANTIOQUIA,190619.0730635856,187781.7051048481,180805.50719054308,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,190619.0730635856,,2026-09-20T17:41:03
05237,DONMATÍAS,ANTIOQUIA,15266.944307184773,13284.451154381026,9178.848289497184,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,15266.944307184773,,2026-09-20T17:41:03
05240,EBÉJICO,ANTIOQUIA,19513.67938180987,16938.70997954852,13408.41292282504,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,19513.67938180987,,2026-09-20T17:41:03
05250,EL BAGRE,ANTIOQUIA,147097.9357756647,145079.40507691097,140055.15571917294,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,147097.9357756647,,2026-09-20T17:41:03
05264,ENTRERRÍOS,ANTIOQUIA,16457.592736362283,15077.326252686702,11059.918736464137,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,16457.592736362283,,2026-09-20T17:41:03
05266,ENVIGADO,ANTIOQUIA,5440.565436470468,4902.987630955073,4021.962955327597,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,5440.565436470468,,2026-09-20T17:41:03
05282,FREDONIA,ANTIOQUIA,18875.453210025466,15024.807762674802,10824.761581317394,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,18875.453210025466,,2026-09-20T17:41:03
05284,FRONTINO,ANTIOQUIA,132895.82675468107,129302.64776884628,121775.95525099232,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,132895.82675468107,,2026-09-20T17:41:03
05306,GIRALDO,ANTIOQUIA,6652.979300693677,5718.538174354075,4313.238439409561,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,6652.979300693677,,2026-09-20T17:41:03
05308,GIRARDOTA,ANTIOQUIA,5607.134094471308,4535.361429416674,3034.51633393914,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,5607.134094471308,8282.978908128058,2026-09-20T17:41:03
05310,GÓMEZ PLATA,ANTIOQUIA,27466.79816087237,24492.566723396347,20032.04165996139,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,27466.79816087237,,2026-09-20T17:41:03
05313,GRANADA,ANTIOQUIA,15110.015502136908,12681.270823376177,9620.299235648828,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,15110.015502136908,19011.81846300525,2026-09-20T17:41:03
05315,GUADALUPE,ANTIOQUIA,9210.390014445542,7870.041794611607,5997.184208502912,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,9210.390014445542,,2026-09-20T17:41:03
05318,GUARNE,ANTIOQUIA,9326.030489733646,7736.800468014977,5681.076242727383,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,9326.030489733646,,2026-09-20T17:41:03
05321,GUATAPÉ,ANTIOQUIA,5192.538651468238,4715.269879215778,4057.980937781939,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,5192.538651468238,,2026-09-20T17:41:03
05347,HELICONIA,ANTIOQUIA,10519.324905823243,9790.935184534268,8467.844694996742,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,10519.324905823243,,2026-09-20T17:41:03
05353,HISPANIA,ANTIOQUIA,4221.155018542896,3349.236231823262,2513.7332239597235,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,4221.155018542896,,2026-09-20T17:41:03
05360,ITAGÜÍ,ANTIOQUIA,572.4439272348727,432.30254160606495,277.1491625412873,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,572.4439272348727,,2026-09-20T17:41:03
05361,ITUANGO,ANTIOQUIA,266630.82276815915,259657.42523968508,245484.32869389388,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,266630.82276815915,,2026-09-20T17:41:03
05364,JARDÍN,ANTIOQUIA,18304.56645948532,17160.335308574668,14583.012968233634,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,18304.56645948532,20117.752401913844,2026-09-20T17:41:03
05368,JERICÓ,ANTIOQUIA,13425.89294561824,10789.85873438502,7889.201334212049,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,13425.89294561824,,2026-09-20T17:41:03
05376,LA CEJA,ANTIOQUIA,9093.827730391336,7852.636131553927,5899.333492024709,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,9093.827730391336,,2026-09-20T17:41:03
05380,LA ESTRELLA,ANTIOQUIA,2608.994952190272,2274.11468794044,1877.7045396719027,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,2608.994952190272,,2026-09-20T17:41:03
05390,LA PINTADA,ANTIOQUIA,4108.349898362793,2940.1401990604954,1839.001200769927,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,4108.349898362793,,2026-09-20T17:41:03
05400,LA UNIÓN,ANTIOQUIA,12072.182529159732,10798.418861823568,7929.0066980025185,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,12072.182529159732,,2026-09-20T17:41:03
05411,LIBORINA,ANTIOQUIA,17611.51918357129,16067.30735029071,13449.38941652169,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,17611.51918357129,,2026-09-20T17:41:03
05425,MACEO,ANTIOQUIA,36850.57229899639,33971.92516837794,28501.968919650782,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,36850.57229899639,,2026-09-20T17:41:03
05440,MARINILLA,ANTIOQUIA,6025.546751717771,4373.122955639868,2311.1286634248186,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,6025.546751717771,,2026-09-20T17:41:03
05467,MONTEBELLO,ANTIOQUIA,6823.575145394621,6309.487611142408,5342.9240669243145,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,6823.575145394621,,2026-09-20T17:41:03
05475,MURINDÓ,ANTIOQUIA,120379.69961841402,119777.96029127463,117548.1186586854,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,120379.69961841402,,2026-09-20T17:41:03
05480,MUTATÁ,ANTIOQUIA,95494.04744490387,91451.53721242413,84565.31363937058,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,95494.04744490387,107502.10946440547,2026-09-20T17:41:03
05483,NARIÑO,ANTIOQUIA,26802.58133643476,25139.235772927976,21109.983241402948,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,26802.58133643476,31660.3872674357,2026-09-20T17:41:03
05490,NECOCLÍ,ANTIOQUIA,88754.92621545773,82491.26492212666,69246.05095139585,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,88754.92621545773,,2026-09-20T17:41:03
05495,NECHÍ,ANTIOQUIA,65094.72934699002,60167.53870904823,51405.91518556656,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,65094.72934699002,,2026-09-20T17:41:03
05501,OLAYA,ANTIOQUIA,6961.311002098415,6072.493038989335,4624.226007731885,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,6961.311002098415,,2026-09-20T17:41:03
05541,PEÑOL,ANTIOQUIA,7314.287008189746,5851.450875346123,3873.707384748784,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,7314.287008189746,,2026-09-20T17:41:03
05543,PEQUE,ANTIOQUIA,34507.867846816946,31406.46968015019,25924.519911278137,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,34507.867846816946,,2026-09-20T17:41:03
05576,PUEBLORRICO,ANTIOQUIA,6361.940088257123,5763.003328842833,4817.470481070729,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,6361.940088257123,7542.674735850142,2026-09-20T17:41:03
05579,PUERTO BERRÍO,ANTIOQUIA,78877.73484684348,71882.58056891867,60984.5323185219,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,78877.73484684348,,2026-09-20T17:41:03
05585,PUERTO NARE,ANTIOQUIA,36297.56713655564,32746.64538765332,26900.00665475684,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,36297.56713655564,,2026-09-20T17:41:03
05591,PUERTO TRIUNFO,ANTIOQUIA,17817.072173699555,15009.9163114703,11168.46460584294,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,17817.072173699555,,2026-09-20T17:41:03
05604,REMEDIOS,ANTIOQUIA,170354.4622894843,164164.4441518641,152834.74793727923,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,170354.4622894843,,2026-09-20T17:41:03
05607,RETIRO,ANTIOQUIA,19949.25913679396,18552.324035063422,16141.347472590383,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,19949.25913679396,,2026-09-20T17:41:03
05615,RIONEGRO,ANTIOQUIA,9331.310416794076,7113.344684556663,4624.026546293086,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,9331.310416794076,,2026-09-20T17:41:03
05628,SABANALARGA,ANTIOQUIA,21756.129996678468,19584.122539264845,16302.48568912761,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,21756.129996678468,26572.70116109951,2026-09-20T17:41:03
05631,SABANETA,ANTIOQUIA,1079.585254600902,963.0586269535388,821.3734456116938,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,1079.585254600902,,2026-09-20T17:41:03
05642,SALGAR,ANTIOQUIA,24140.563871027527,22265.99566755076,19072.738827895104,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,24140.563871027527,,2026-09-20T17:41:03
05647,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,18881.06755299757,17944.129090229693,15267.156456312778,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,18881.06755299757,20682.01900590929,2026-09-20T17:41:03
05649,SAN CARLOS,ANTIOQUIA,66833.39551354767,64420.35973764866,59465.9799089668,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,66833.39551354767,,2026-09-20T17:41:03
05652,SAN FRANCISCO,ANTIOQUIA,34973.35679618278,34704.23287682861,33864.37933722165,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,34973.35679618278,35420.160127314586,2026-09-20T17:41:03
