COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest_tc30,baseline_forest_tc50,baseline_forest_tc75,n_fragmentos,fuente,version_gfc,baseline_forest,area_municipio_ha,fecha_generacion
05107,BRICEÑO,ANTIOQUIA,34754.710797817,33188.41853257081,29734.480411390054,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,34754.710797817,,2026-09-20T17:41:03
05113,BURITICÁ,ANTIOQUIA,22878.585700829502,19599.145010229742,15278.089830366627,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,22878.585700829502,35527.88721118467,2026-09-20T17:41:03
05120,CÁCERES,ANTIOQUIA,123086.6858985216,115419.91574721524,101360.01785813484,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,123086.6858985216,,2026-09-20T17:41:03
05125,CAICEDO,ANTIOQUIA,16064.686200474893,14556.586761218505,11714.498020121193,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,16064.686200474893,,2026-09-20T17:41:03
05129,CALDAS,ANTIOQUIA,12007.160383926015,11475.846364410298,10519.945718686227,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,12007.160383926015,,2026-09-20T17:41:03
05134,CAMPAMENTO,ANTIOQUIA,20070.22463356115,18013.033804355364,14736.186495993465,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,20070.22463356115,23208.523570356436,2026-09-20T17:41:03
05138,CAÑASGORDAS,ANTIOQUIA,34647.689536078135,33290.546993996424,30458.314877961056,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,34647.689536078135,,2026-09-20T17:41:03
05142,CARACOLÍ,ANTIOQUIA,21583.19394827945,20236.231944086816,17444.716955766733,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,21583.19394827945,,2026-09-20T17:41:03
05145,CARAMANTA,ANTIOQUIA,6669.014986785477,5937.888482982968,4741.437048776437,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,6669.014986785477,,2026-09-20T17:41:03
05147,CAREPA,ANTIOQUIA,31583.018551009696,29649.72062227233,25491.998734075325,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,31583.018551009696,,2026-09-20T17:41:03
05148,EL CARMEN DE VIBORAL,ANTIOQUIA,34923.68925472025,32799.88009564385,28864.26864631696,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,34923.68925472025,40912.69710322367,2026-09-20T17:41:03
05150,CAROLINA,ANTIOQUIA,12011.947976070614,10667.937956618987,8724.483763343082,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,12011.947976070614,,2026-09-20T17:41:03
05154,CAUCASIA,ANTIOQUIA,63069.633810407664,54175.74941170182,39495.95374669923,,gee:UMD/hansen/global_forest_change_2024_v1_12,global_forest_change_2024_v1_12,63069.633810407664,,2026-09-20T17:41:03
