category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,protocol_unassigned,registry,retired,status,vintage_start,vintage_end,credit_rows,startDate,endDate,fuente
forest,Colombia,2019-11-18 00:00:00+00:00,2019-12-20 00:00:00+00:00,False,567286.0,,Rio Pepe y ACABA REDD+ Project,VCS1396,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1396,Multiple Proponents,['vm0006'],,verra,474706.0,registered,2014.0,2017.0,65.0,2014.0,2017.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Hydroelectric Project Aures Bajo,VCS1562,Hydropower,berkeley,https://registry.verra.org/app/projectDetail/VCS/1562,Aures Bajo S.A E.S.P,['acm0002'],,verra,0.0,listed,,,,,,carbonplan_offsetsdb
forest,Colombia,2019-10-24 00:00:00+00:00,2019-11-08 00:00:00+00:00,False,727518.0,,Concosta REDD+ Project,VCS1400,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1400,Concosta Community Council,['vm0006'],,verra,390997.0,registered,2013.0,2018.0,140.0,2013.0,2018.0,carbonplan_offsetsdb
forest,Colombia,2019-10-24 00:00:00+00:00,2019-11-08 00:00:00+00:00,False,1349813.0,,SIVIRÚ-USARAGÁ-PIZARRO-PILIZÁ (SUPP) REDD+ Project,VCS1391,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1391,Multiple Proponents,['vm0006'],,verra,677214.0,registered,2013.0,2018.0,124.0,2013.0,2018.0,carbonplan_offsetsdb
forest,Colombia,2020-06-15 00:00:00+00:00,2020-07-12 00:00:00+00:00,False,1019569.0,,Acapa -­ Bajo Mira Y Frontera REDD+ Project,VCS1389,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1389,Multiple Proponents,['vm0006'],,verra,899971.0,registered,2013.0,2019.0,262.0,2013.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2019-10-24 00:00:00+00:00,2019-11-08 00:00:00+00:00,False,694190.0,,Cajambre REDD+ Project,VCS1392,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1392,Consejo Comunitario del Río Cajambre,['vm0006'],,verra,379180.0,registered,2013.0,2018.0,72.0,2013.0,2018.0,carbonplan_offsetsdb
forest,Colombia,2019-10-25 00:00:00+00:00,2019-11-08 00:00:00+00:00,False,555178.0,,Mutatá REDD+ Project,VCS1399,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1399,Cabildo Mayor Indígena de Mutatá,['vm0006'],,verra,320268.0,registered,2013.0,2018.0,149.0,2013.0,2018.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,HYDROELECTRIC PROJECT ITUANGO,VCS1065,Hydropower,berkeley,https://registry.verra.org/app/projectDetail/VCS/1065,Empresas Públicas de Medellín E.S.P,['acm0002'],,verra,0.0,registered,,,,,,carbonplan_offsetsdb
forest,Colombia,2022-05-28 00:00:00+00:00,2022-06-23 00:00:00+00:00,False,297261.0,,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,VCS1530,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1530,Multiple Proponents,['ar-acm0003'],,verra,197204.0,registered,2011.0,2020.0,92.0,2011.0,2020.0,carbonplan_offsetsdb
energy-efficiency,Colombia,,,False,0.0,,AXIA Energia Cogeneration Project in Familia,VCS1524,Natural Gas,berkeley,https://registry.verra.org/app/projectDetail/VCS/1524,AXIA Energia,['ams-ii-d'],,verra,0.0,listed,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2015-09-22 00:00:00+00:00,2015-09-22 00:00:00+00:00,False,257975.0,,Montanitas Hydroelectric Project,VCS1206,Hydropower,berkeley,https://registry.verra.org/app/projectDetail/VCS/1206,Celsia Colombia S.A. E.S.P.,['acm0002'],,verra,257975.0,registered,2012.0,2018.0,20.0,2012.0,2018.0,carbonplan_offsetsdb
renewable-energy,Colombia,2023-04-28 00:00:00+00:00,2023-04-28 00:00:00+00:00,False,39577.0,,Hydroelectric Project MULATOS II,VCS1473,Hydropower,berkeley,https://registry.verra.org/app/projectDetail/VCS/1473,Energía del Suroeste S.A E.S.P,['acm0002'],,verra,39577.0,registered,2019.0,2021.0,7.0,2019.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2020-11-10 00:00:00+00:00,2020-11-17 00:00:00+00:00,False,211765.0,,Reforestation with Rubber on degraded lands of Colombia,VCS1233,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1233,NACOBENA SAS,['ar-acm0003'],,verra,207735.0,completed,2012.0,2019.0,68.0,2012.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2016-11-26 00:00:00+00:00,2016-11-26 00:00:00+00:00,False,242990.0,,"Forestry Project for the Basin of the Chinchina River, an Environmental and Productive Alternative for the City and the Region",VCS1378,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1378,Multiple Proponents,['ar-acm0003'],,verra,242312.0,unknown,2003.0,2012.0,122.0,2003.0,2012.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,Forestry Project “More Forests for Medellin”,VCS1434,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1434,Secretaría del Medio Ambiente del Municipio de Medellín,['ar-acm0003'],,verra,0.0,completed,,,,,,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,Recovery of degraded areas with agroforestry systems in Colombia,VCS1429,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1429,Multiple Proponents,['ar-acm0003'],,verra,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,Amazon Region,ART108,REDD+,carbonplan,https://art.apx.com/mymodule/reg/prjView.asp?id1=108,Ministerio de Ambiente y Desarrollo Sostenible,['art-trees'],,art-trees,0.0,listed,,,,,,carbonplan_offsetsdb
forest,Colombia,2019-03-07 00:00:00+00:00,2019-03-07 00:00:00+00:00,False,122225.0,,Carbono Agroporvanda,CCB1,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-1,Agroporvanda S.A.S,['ar-acm0003'],,cercarbono,68994.0,unknown,2008.0,2024.0,47.0,2008.0,2024.0,carbonplan_offsetsdb
forest,Colombia,2019-04-17 00:00:00+00:00,2019-04-17 00:00:00+00:00,False,11195.0,,Carbono Agrorios,CCB2,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-2,Inversiones Agrorios S.A,['ar-acm0003'],,cercarbono,9516.0,unknown,2012.0,2018.0,3.0,2012.0,2018.0,carbonplan_offsetsdb
forest,Colombia,2019-04-17 00:00:00+00:00,2019-04-17 00:00:00+00:00,False,30962.0,,Carbono Flor y Nuevo,CCB3,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-3,Fernando Escorcia Aramburo,['ar-acm0003'],,cercarbono,26318.0,unknown,2011.0,2018.0,3.0,2011.0,2018.0,carbonplan_offsetsdb
forest,Colombia,2019-04-17 00:00:00+00:00,2019-04-17 00:00:00+00:00,False,97199.0,,Carbono Paja Perdida,CCB4,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-4,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,82618.0,unknown,2009.0,2022.0,18.0,2009.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2019-04-17 00:00:00+00:00,2019-04-17 00:00:00+00:00,False,60535.0,,Carbono La Puya y San Lorenzo,CCB5,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-5,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,43883.0,unknown,2012.0,2022.0,17.0,2012.0,2022.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB6,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-6,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2019-11-08 00:00:00+00:00,2019-11-08 00:00:00+00:00,False,482250.0,,Reforestación Comercial en Meta,CCB7,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-7,South Pole Carbon Asset Management,['ar-acm0003'],,cercarbono,409914.0,unknown,2009.0,2021.0,91.0,2009.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2019-11-06 00:00:00+00:00,2019-11-06 00:00:00+00:00,False,1156938.0,,Proyecto forestal de mitigación de cambio climático “Forestal de La Orinoquía”,CCB8,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-8,Forest First Colombia S.A.S.,['ar-acm0003'],,cercarbono,983397.0,unknown,2014.0,2021.0,76.0,2014.0,2021.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB9,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-9,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2019-12-26 00:00:00+00:00,2020-01-13 00:00:00+00:00,False,202005.0,,Bonos de Carbono Caracoli,CCB10,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-10,Reforestadora Caracolí S.A.S.,['ccb-refor'],,cercarbono,140451.0,unknown,2018.0,2022.0,248.0,2018.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2019-12-28 00:00:00+00:00,2020-05-20 00:00:00+00:00,False,37305.0,,Proyecto Forestal de Mitigación de Cambio Climático en áreas degradadas por ganadería Fincas La Clara y Suebrá,CCB11,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-11,South Pole Carbon Asset Management,['ar-acm0003'],,cercarbono,31709.0,unknown,2009.0,2019.0,44.0,2009.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2019-12-23 00:00:00+00:00,2020-07-16 00:00:00+00:00,False,12759.0,,Proyecto de Mitigación Forestal Bonanza Verde,CCB12,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-12,South Pole Carbon Asset Management,['ar-acm0003'],,cercarbono,10845.0,unknown,2009.0,2019.0,34.0,2009.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2019-12-23 00:00:00+00:00,2020-06-10 00:00:00+00:00,False,92661.0,,Reforestación de suelos degradados por la ganadería y la agricultura en Antioquia,CCB13,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-13,South Pole Carbon Asset Management,['ar-acm0003'],,cercarbono,78762.0,unknown,2009.0,2019.0,47.0,2009.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2019-12-24 00:00:00+00:00,2020-03-25 00:00:00+00:00,False,453585.0,,Recuperación de suelos degradados con el uso de incentivos financieros en el centro y oriente de Colombia,CCB14,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-14,DISTRIPRESS SAS,['ar-acm0003'],,cercarbono,385539.0,unknown,2009.0,2022.0,134.0,2009.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2020-02-26 00:00:00+00:00,2020-02-26 00:00:00+00:00,False,865055.0,,Bonos Verdes Colombia Grupo Custodiar S.A.,CCB15,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-15,CUSTODIAR SAS,['ar-acm0003'],,cercarbono,732466.0,unknown,2008.0,2020.0,62.0,2008.0,2020.0,carbonplan_offsetsdb
renewable-energy,Colombia,2019-12-20 00:00:00+00:00,2021-07-10 00:00:00+00:00,False,12649577.0,,Proyecto hidroeléctrico Porce III,CCB16,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-16,EPM,['acm0002'],,cercarbono,5941408.0,unknown,2011.0,2021.0,192.0,2011.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2019-12-28 00:00:00+00:00,2020-06-06 00:00:00+00:00,False,464752.0,,CARBONO GRESCO2,CCB17,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-17,PRO ORIENTE SAS,['ccb-refor'],,cercarbono,357950.0,unknown,2010.0,2022.0,53.0,2010.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2020-03-20 00:00:00+00:00,2020-04-21 00:00:00+00:00,False,569765.0,,Carbono Refosinu,CCB18,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-18,Reforestadora del Sinú S.C.,['ar-acm0003'],,cercarbono,484300.0,unknown,2013.0,2018.0,27.0,2013.0,2018.0,carbonplan_offsetsdb
forest,Colombia,2020-05-20 00:00:00+00:00,2020-10-16 00:00:00+00:00,False,237232.0,,CARBONO OXIGENO PARA TODOS,CCB19,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-19,INVERSIONES FORESTALES LA CABAÑA SAS,['ar-acm0003'],,cercarbono,167385.0,unknown,2010.0,2024.0,142.0,2010.0,2024.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB20,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-20,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2020-06-25 00:00:00+00:00,2020-09-09 00:00:00+00:00,False,104112.0,,CARBONO NEGOCIOS AGROFORESTALES ,CCB21,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-21,Negocios Agroforestales S.A.S,['ar-acm0003'],,cercarbono,84167.0,unknown,2011.0,2022.0,77.0,2011.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2020-04-21 00:00:00+00:00,2020-08-18 00:00:00+00:00,False,2025215.0,,Proyecto Conservación ARLEQUÍN REDD+,CCB22,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-22,BIOFIX CONSULTORIA S.A.S BIC,['ccb-redd'],,cercarbono,1749504.0,unknown,2015.0,2024.0,217.0,2015.0,2024.0,carbonplan_offsetsdb
forest,Colombia,2020-05-15 00:00:00+00:00,2020-06-09 00:00:00+00:00,False,86699.0,,Carbono Bagatela,CCB23,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-23,Forestry Consulting Group S.A.S.,['ccb-refor'],,cercarbono,73693.0,unknown,2012.0,2022.0,52.0,2012.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2020-03-19 00:00:00+00:00,2021-01-19 00:00:00+00:00,False,13628.0,,Carbono Reforesta,CCB24,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-24,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,11584.0,unknown,2009.0,2019.0,17.0,2009.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2020-06-12 00:00:00+00:00,2020-11-13 00:00:00+00:00,False,27028.0,,"Proyecto de mitigación en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en el municipio de Barrancabermeja, Santander, Colombia.",CCB25,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-25,Sociedad Agropecuaria YUMA SAS,['ar-acm0003'],,cercarbono,20518.0,unknown,2013.0,2023.0,63.0,2013.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2020-06-11 00:00:00+00:00,2020-08-05 00:00:00+00:00,False,136268.0,,MultiAntioquia,CCB26,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-26,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,115827.0,unknown,2010.0,2022.0,82.0,2010.0,2022.0,carbonplan_offsetsdb
renewable-energy,Colombia,2020-07-01 00:00:00+00:00,2020-11-13 00:00:00+00:00,False,18396.0,,"Proyecto de mitigación en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en los municipios de Sucre y el Peñón Santander, Colombia.",CCB27,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-27,Grama Industria Agrícola S.A.,['acm0002'],,cercarbono,15637.0,unknown,2011.0,2019.0,27.0,2011.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2020-07-07 00:00:00+00:00,2020-07-08 00:00:00+00:00,False,266413.0,,Manejo Sostenible de los Bosques Aplicado en el Oriente Antioqueño bajo el esquema BancO2®,CCB28,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-28,Corporación Masbosques,['ccb-redd'],,cercarbono,203697.0,unknown,2018.0,2023.0,392.0,2018.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2021-06-08 00:00:00+00:00,2021-06-10 00:00:00+00:00,False,1942142.0,,PROYECTO ASOCIATIVO PROGRAMÁTICO ZONA ANDINA Y COSTA ATLÁNTICA - FCG,CCB29,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-29,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,1296743.0,unknown,2011.0,2025.0,397.0,2011.0,2025.0,carbonplan_offsetsdb
forest,Colombia,2020-10-21 00:00:00+00:00,2020-11-18 00:00:00+00:00,False,225734.0,,Carbono Ganados y Bosques,CCB30,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-30,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,162436.0,unknown,2011.0,2022.0,105.0,2011.0,2022.0,carbonplan_offsetsdb
unknown,Colombia,2020-03-19 00:00:00+00:00,2021-01-19 00:00:00+00:00,False,50140.0,,Carbono Agroforestal La Argentina,CCB31,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-31,Forestry Consulting Group S.A.S.,,"['NTC 6208 - Mitigation actions in the land use, change in land use and forestry sector at the rural level, incorporating social and biodiversity considerations']",cercarbono,42619.0,unknown,2017.0,2022.0,36.0,2017.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2020-08-27 00:00:00+00:00,2021-01-19 00:00:00+00:00,False,188603.0,,Programa de Compensaciones de Gases de Efecto Invernadero (GEI) – Reforestadora Cacerí S.A.,CCB32,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-32,Forestry Consulting Group S.A.S.,['ccb-refor'],,cercarbono,160313.0,unknown,2017.0,2022.0,25.0,2017.0,2022.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB33,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-33,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2020-10-30 00:00:00+00:00,2020-12-07 00:00:00+00:00,False,4885369.0,,Proyecto Hidroeléctrico El Quimbo,CCB34,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-34,Enel Colombia S.A. E.S.P.,['acm0002'],,cercarbono,3266059.0,unknown,2015.0,2024.0,100.0,2015.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Proyecto Hidroeléctrico Guavio,CCB35,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-35,Enel Colombia S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2020-10-30 00:00:00+00:00,2021-04-21 00:00:00+00:00,False,128850.0,,Proyecto Hidroeléctrico Guavio Menor,CCB36,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-36,Enel Colombia S.A. E.S.P.,['ams-i-d'],,cercarbono,72524.0,unknown,2016.0,2024.0,21.0,2016.0,2024.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB37,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-37,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2020-10-30 00:00:00+00:00,2021-12-14 00:00:00+00:00,False,426871.0,,"Proyecto Hidroeléctrico Tequendama 1, 2, 3 y 4",CCB38,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-38,Enel Colombia S.A. E.S.P.,['acm0002'],,cercarbono,258115.0,unknown,2018.0,2024.0,16.0,2018.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,2020-10-30 00:00:00+00:00,2020-11-25 00:00:00+00:00,False,2075500.0,,Proyecto Hidroeléctrico Dario Valencia Samper,CCB39,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-39,Enel Colombia S.A. E.S.P.,['acm0002'],,cercarbono,1453498.0,unknown,2015.0,2024.0,25.0,2015.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,2020-10-30 00:00:00+00:00,2020-11-25 00:00:00+00:00,False,304257.0,,Proyecto Hidroeléctrico El Salto II,CCB40,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-40,Enel Colombia S.A. E.S.P.,['acm0002'],,cercarbono,205693.0,unknown,2015.0,2024.0,25.0,2015.0,2024.0,carbonplan_offsetsdb
ghg-management,Colombia,2020-11-19 00:00:00+00:00,2020-11-19 00:00:00+00:00,False,609537.0,,Cartagena Landfill Gas Capture and Usage Project,CCB41,Landfill,carbonplan,https://www.ecoregistry.io/projects/CDC-41,Biogás Colombia S.A.S. E.S.P.,['acm0001'],,cercarbono,576302.0,unknown,2015.0,2023.0,48.0,2015.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2020-10-16 00:00:00+00:00,2020-11-10 00:00:00+00:00,False,27491.0,,Carbono Inmunizar,CCB42,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-42,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,23366.0,unknown,2012.0,2019.0,27.0,2012.0,2019.0,carbonplan_offsetsdb
forest,Colombia,2020-10-17 00:00:00+00:00,2020-11-10 00:00:00+00:00,False,52601.0,,Carbono Nueva Esperanza,CCB43,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-43,Forestry Consulting Group S.A.S.,['ar-acm0003'],,cercarbono,44712.0,unknown,2011.0,2020.0,96.0,2011.0,2020.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB44,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-44,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB45,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-45,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2020-12-18 00:00:00+00:00,2020-12-28 00:00:00+00:00,False,6808908.0,,SKCARBONO,CCB46,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-46,Reforestadora Andina S.A.,['ar-acm0003'],,cercarbono,5278224.0,unknown,2010.0,2022.0,582.0,2010.0,2022.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,Infraestructuras Ecosistémicas REDD+ para los Campesinos de Antioquia Colombia,CCB47,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-47,FUNDACION ECOTROPICS COLOMBIA,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2021-12-17 00:00:00+00:00,2022-03-04 00:00:00+00:00,False,3034.0,,Granja Solar de Inírida,CCB48,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-48, ALLCOT X Colombia S.A.S,['ams-i-f'],,cercarbono,3034.0,unknown,2020.0,2021.0,6.0,2020.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2020-12-30 00:00:00+00:00,2021-02-09 00:00:00+00:00,False,599193.0,,Carbono Reforestadora El Guásimo,CCB49,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-49,Reforestadora el Gúasimo SAS,['ar-acm0003'],,cercarbono,361008.0,unknown,2007.0,2024.0,265.0,2007.0,2024.0,carbonplan_offsetsdb
ghg-management,Colombia,2020-12-31 00:00:00+00:00,2021-02-08 00:00:00+00:00,False,108676.0,,Veolia LFG PTA Antanas landfill,CCB50,Landfill,carbonplan,https://www.ecoregistry.io/projects/CDC-50,VEOLIA COLOMBIA HOLDING SA,['acm0001'],,cercarbono,108676.0,unknown,2020.0,2023.0,33.0,2020.0,2023.0,carbonplan_offsetsdb
ghg-management,Colombia,2021-05-19 00:00:00+00:00,2021-05-19 00:00:00+00:00,False,4190971.0,,Doña Juana Landfill Gas to Energy Project,CCB51,Landfill,carbonplan,https://www.ecoregistry.io/projects/CDC-51,Biogás Colombia S.A.S. E.S.P.,['acm0001'],,cercarbono,3100109.0,unknown,2018.0,2024.0,330.0,2018.0,2024.0,carbonplan_offsetsdb
forest,Colombia,2021-12-03 00:00:00+00:00,2021-12-31 00:00:00+00:00,False,828348.0,,Makaro Ap+ro,CCB52,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-52,Corporación Masbosques,['ccb-redd'],,cercarbono,397727.0,unknown,2018.0,2023.0,48.0,2018.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2022-02-14 00:00:00+00:00,2022-09-19 00:00:00+00:00,False,1538581.0,,BAKA ROKARIRE ~IA TIR+~DITO,CCB53,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-53,Corporación Masbosques,['ccb-redd'],,cercarbono,1307794.0,unknown,2018.0,2020.0,9.0,2018.0,2020.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,AZIRPA,CCB54,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-54,Corporación Masbosques,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2022-10-06 00:00:00+00:00,2022-12-14 00:00:00+00:00,False,1631346.0,,Awakadaa Matsiadali,CCB55,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-55,Corporación Masbosques,['ccb-redd'],,cercarbono,1407793.0,unknown,2018.0,2021.0,103.0,2018.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2022-10-07 00:00:00+00:00,2022-12-15 00:00:00+00:00,False,127581.0,,Jocū Bucūrō Apūrō,CCB56,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-56,Corporación Masbosques,['ccb-redd'],,cercarbono,115461.0,unknown,2018.0,2021.0,16.0,2018.0,2021.0,carbonplan_offsetsdb
renewable-energy,Colombia,2025-09-30 00:00:00+00:00,,False,124524.0,,PEQUEÑA CENTRAL HIDROELÉCTRICA SAN ANDRÉS DE CUERQUIA,CCB58,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-58,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,2020.0,2023.0,4.0,2020.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2022-02-09 00:00:00+00:00,2022-09-21 00:00:00+00:00,False,353220.0,,CARBONO RINCCO,CCB59,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-59,Rincco S.A.S,['ar-acm0003'],,cercarbono,83998.0,unknown,2008.0,2023.0,117.0,2008.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2022-04-20 00:00:00+00:00,2022-05-04 00:00:00+00:00,False,287597.0,,BANAKALE - ISIMALI REDD+,CCB60,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-60,REGUARDO INDIGENA SANTA TERESITA DEL TUPARRO,['ccb-redd'],,cercarbono,244457.0,unknown,2016.0,2020.0,28.0,2016.0,2020.0,carbonplan_offsetsdb
forest,Colombia,2021-12-22 00:00:00+00:00,2022-02-28 00:00:00+00:00,False,3730876.0,,COCOMAN FRONTERA REDD+,CCB61,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-61,BIOFIX CONSULTORIA S.A.S BIC,['ccb-redd'],,cercarbono,2631338.0,unknown,2016.0,2023.0,673.0,2016.0,2023.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,“PLANETA AGRADECIDO CON EL RESGUARDO INDÍGENA CMARI”,CCB63,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-63,HUMAN FOREST SAS,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
