COD_DANE,NOMBRE_MPI,DPTO_CNMBR,area_municipio_ha,bosque_base_ha,area_redd_ha,n_proyectos,anio_primer_proyecto,area_proyecto_max_ha,tratado,dosis_area_cruda,dosis_bosque_cruda,desborda_area,desborda_bosque,dosis_area,dosis_bosque,umbral_dosel,truncada,fecha_generacion
08573,PUERTO COLOMBIA,ATLÁNTICO,6935.860737349,1929.0475193865705,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08606,REPELÓN,ATLÁNTICO,36118.20717343371,9959.520073885576,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08634,SABANAGRANDE,ATLÁNTICO,4307.423786067389,175.74456683977846,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08638,SABANALARGA,ATLÁNTICO,39559.94472660821,4884.713322093508,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08675,SANTA LUCÍA,ATLÁNTICO,5728.78040473423,382.119545811912,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08685,SANTO TOMÁS,ATLÁNTICO,6495.567019895087,378.4613038492486,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08758,SOLEDAD,ATLÁNTICO,5931.365698134424,151.47711133090277,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08770,SUAN,ATLÁNTICO,4245.57248253223,301.7664858536025,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08832,TUBARÁ,ATLÁNTICO,18270.16187426705,9892.901680778336,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
08849,USIACURÍ,ATLÁNTICO,10130.926586126045,2973.2380222449087,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",162054.08343314752,38620.62511454921,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
13001,CARTAGENA DE INDIAS,BOLÍVAR,59712.113136843785,18382.072284057045,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
13006,ACHÍ,BOLÍVAR,95078.72899045348,69996.89122594208,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
13030,ALTOS DEL ROSARIO,BOLÍVAR,30333.588525752275,18736.03402733314,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
13042,ARENAL,BOLÍVAR,46141.07401922308,41450.89288090704,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
13052,ARJONA,BOLÍVAR,58717.465022815406,15159.157872455797,0.0,0,,,0,0.0,0.0,0,0,0.0,0.0,30,1,2026-09-20T18:06:24
