clave,fuente,nombre_proyecto,COD_DANE,NOMBRE_MPI,clasificacion_sugerida,motivo_sugerencia,clasificacion_final,justificacion,clase_redd_sugerida,motivo_redd,clase_redd_final,justificacion_redd,sector__actividades,sector__afolu_activities,sector__clase_metodologia,sector__es_wrc,sector__estado_registro,sector__methodology,sector__programme_of_activities,sector__projectType,sector__sectoralScope,sector__status_registro,sector__tipo
renare|despacho tecnico-economico de energia y vapor en la refineria de barrancabermeja-grb,renare,Despacho técnico-económico de energía y vapor en la Refinería de Barrancabermeja-GRB,,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,NO_AFOLU,Eficiencia energetica industrial,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 295, 'contribucion_propia_1': '$ 300.000.000', 'costo_total_1': '$ 300.000.000', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b229432cb375c800b83a1d/documentossolicitud/05documentodescripcionactividadmitigacion20-11-2020-14-19-24.pdf', 'fecha_final_1': '31/05/2021', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2013', 'descripcion_actividad_1': 'Gestión del despacho de vapor y energía eléctrica de forma integral para optimizar el uso de gas combustible y reducir las emisiones de GEI.\nAplicar software  para la planificación del despacho técnico-económico.\nAgregar nuevas tecnologías y equipos a los servicios industriales.', 'id_actividad': 1661, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '15/07/2021 11:18:41', 'tipo_actividad': 295, 'nombre_tipo_actividad': 'Eficiencia energética en refinación de petróleo'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
"renare|restauracion de areas degradadas y reforestacion en caceres y cravo norte, colombia",renare,"Restauración de áreas degradadas y reforestación en Cáceres y Cravo Norte, Colombia",,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,,,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 500, 'contribucion_propia_1': '$ 1.210.000.000', 'costo_total_1': '$ 1.210.000.000', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b2293d2cb375c800b83a16/documentossolicitud/05documentodescripcionactividadmitigacion13-11-2020-14-49-55.pdf', 'fecha_final_1': '31/01/2031', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/02/2002', 'descripcion_actividad_1': 'Remoción de CO2 por medio del establecimiento de plantaciones forestales.', 'id_actividad': 1583, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '18/08/2021 11:02:03', 'tipo_actividad': 500, 'nombre_tipo_actividad': 'Plantaciones comerciales'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
renare|co2bio fase i,renare,CO2BIO FASE I,,,AFOLU,tipo: Proyecto REDD+,AFOLU,,REDD,tipo: Proyecto REDD+,REDD,,"[{'acciones_redd_mas_1': 'Definir  e implementar el Plan de Manejo del área del proyecto, que permita ejercer esta gobernanza forestal por parte de los propietarios; Realizar seguimiento  frecuente y detallado a cambios por deforestacion y degradacion forestal en el area de proyecto CO2BIO y sus alrededores', 'tasa_cambio_1': '', 'tipo_actividad_1': 47, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b2292c2cb375c800b83a07/documentossolicitud/05documentodescripcionactividadmitigacion23-11-2020-16-37-43.pdf', 'fecha_final_1': '31/12/2054', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2015', 'descripcion_actividad_1': 'La pedagogía es una herramienta clave para darle valor y la correcta gestión al medio ambiente, particularmente a los bosques y su biodiversidad. En concreto, se busca acoger los conocimientos ancestrales y tradicionales de las comunidades campesinas, para darle trazabilidad.', 'id_actividad': 1682, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 167}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '24/06/2022 10:51:15', 'tipo_actividad': 47, 'nombre_tipo_actividad': 'Reducción de las emisiones debidas a la degradación forestal'}, {'acciones_redd_mas_1': 'a. Capacitar a los propietarios en materia de cambio climático y Gases de Efecto Invernadero (GEI), y la relación con el proyecto CO2BIO; b. Capacitar a la comunidad en la conservación de la biodiversidad asociada a bosques', 'tasa_cambio_1': '', 'tipo_actividad_1': 48, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b2292c2cb375c800b83a07/documentossolicitud/05documentodescripcionactividadmitigacion23-11-2020-16-52-34.pdf', 'fecha_final_1': '31/12/2054', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2015', 'descripcion_actividad_1': 'Aplicar procesos de formación y acompañamiento, para el fortalecimiento en la gestión sostenible de los bosques y conservación de la biodiversidad.', 'id_actividad': 1683, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 167}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '24/06/2022 10:51:06', 'tipo_actividad': 48, 'nombre_tipo_actividad': 'Conservación de las reservas forestales de carbono'}, {'acciones_redd_mas_1': 'Generar un Plan de Manejo Ambiental (PMA) para el área del proyecto; asesoría técnica en la expedición de permisos y licencias; monitoreo de condiciones ambientales y de biodiversidad en la región; Ganadería sostenible.', 'tasa_cambio_1': '', 'tipo_actividad_1': 46, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b2292c2cb375c800b83a07/documentossolicitud/05documentodescripcionactividadmitigacion23-11-2020-15-16-28.pdf', 'fecha_final_1': '31/12/2054', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2015', 'descripcion_actividad_1': 'Las actividades desarrolladas en el proyecto se dividen en distintos componentes cuyo principal objetivo son las acciones REDD+.  Componentes tales como: fortalecimiento de los principios de gobernanza y legalidad forestal; delimitación de bosque y, ganadería sostenible', 'id_actividad': 1681, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 167}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '09/08/2022 17:16:21', 'tipo_actividad': 46, 'nombre_tipo_actividad': 'Reducción de las emisiones debidas a la deforestación'}, {'acciones_redd_mas_1': 'a. Capacitaciones: cuyo objetivo principal es dar a conocer la función e importancia de los mecanismos de participación ciudadana; b. Apoyar de forma técnica y procedimental a los propietarios en la declaración de sus predios como Reservas Naturales de la Sociedad Civil', 'tasa_cambio_1': '', 'tipo_actividad_1': 49, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b2292c2cb375c800b83a07/documentossolicitud/05documentodescripcionactividadmitigacion23-11-2020-16-56-26.pdf', 'fecha_final_1': '31/12/2054', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2015', 'descripcion_actividad_1': 'Aplicar procesos de formación y acompañamiento, para el fortalecimiento en la gestión sostenible de los bosques y conservación de la biodiversidad.', 'id_actividad': 1684, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 167}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '24/06/2022 10:50:33', 'tipo_actividad': 49, 'nombre_tipo_actividad': 'Gestión sostenible de los bosques'}]",,,,,,,,,,Proyecto REDD+
renare|proyecto carbono cas,renare,Proyecto carbono CAS,,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,,,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 500, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b2290e2cb375c800b839ef/documentossolicitud/05documentodescripcionactividadmitigacion17-11-2020-17-18-51.pdf', 'fecha_final_1': '29/11/2027', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '30/11/2008', 'descripcion_actividad_1': 'Realizar la captura de carbono a través de la plantación de especies maderables.', 'id_actividad': 1602, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '20/11/2021 14:01:50', 'tipo_actividad': 500, 'nombre_tipo_actividad': 'Plantaciones comerciales'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
renare|programa de compensaciones de gases de efecto invernadero (gei) - reforestadora caceri sa,renare,Programa de Compensaciones de Gases de Efecto Invernadero (GEI) - Reforestadora Cacerí SA,,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,,,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 500, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228c82cb375c800b839b5/documentossolicitud/05documentodescripcionactividadmitigacion30-10-2020-08-24-25.pdf', 'fecha_final_1': '01/07/2036', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/07/2007', 'descripcion_actividad_1': 'Realizar la captura de carbono a través de la plantación de especies maderables.', 'id_actividad': 1425, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '28/07/2022 17:48:26', 'tipo_actividad': 500, 'nombre_tipo_actividad': 'Plantaciones comerciales'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
renare|proyecto de mitigacion forestal bonanza verde,renare,Proyecto de mitigación forestal  Bonanza Verde,,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,,,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 500, 'contribucion_propia_1': '$ 790.625.000', 'costo_total_1': '$ 790.625.000', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228c32cb375c800b839b1/documentossolicitud/05documentodescripcionactividadmitigacion07-10-2020-19-30-29.pdf', 'fecha_final_1': '29/04/2027', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '30/04/2009', 'descripcion_actividad_1': 'El proyecto tiene por objetivo la remoción de GEI, la diversificación del uso\ndel suelo, el aumento de cobertura arbórea y la generación de empleo. en el cual desde sus inicios predomina la ganadería extensiva como uso principal del suelo.', 'id_actividad': 1226, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '17/12/2020 10:22:50', 'tipo_actividad': 500, 'nombre_tipo_actividad': 'Plantaciones comerciales'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
renare|corredor de conservacion choco-darien,renare,Corredor de Conservación Chocó-Darién,,,AFOLU,tipo: Proyecto REDD+,AFOLU,,REDD,tipo: Proyecto REDD+,REDD,,"[{'acciones_redd_mas_1': 'Las actividades del proyecto pertenecen a tres temas: (i) desarrollar la capacidad de gobernanza, aumentando la conciencia sobre la identidad y los derechos colectivos; (ii) mejorar la aplicación y el manejo del territorio; y (iii) desarrollar alternativas e incentivos económicos', 'tasa_cambio_1': '', 'tipo_actividad_1': 46, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228ae2cb375c800b839a1/documentossolicitud/05documentodescripcionactividadmitigacion23-08-2021-17-57-27.pdf', 'fecha_final_1': '17/10/2040', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '18/10/2010', 'descripcion_actividad_1': 'El Proyecto Corredor de Conservación Chocó-Darién comenzó cuando la Asamblea General de Cocomasur aprobó el plan del proyecto el 18 de octubre de 2010. El proyecto utilizará financiamiento de carbono para mitigar las amenazas de conversión que plantean la ganadería, la agricultura y la tala', 'id_actividad': 2701, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 170}}, {""depositos_carbono_1_1"": {""value"": 167}}, {""depositos_carbono_1_1"": {""value"": 131}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '29/09/2021 14:52:32', 'tipo_actividad': 46, 'nombre_tipo_actividad': 'Reducción de las emisiones debidas a la deforestación'}]",,,,,,,,,,Proyecto REDD+
renare|proyecto de conservacion kaliawiri redd+,renare,Proyecto de Conservación KALIAWIRI REDD+,,,AFOLU,tipo: Proyecto REDD+,AFOLU,,REDD,tipo: Proyecto REDD+,REDD,,"[{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, reforestación participativa, procesos productivos sostenibles con productos como cacao, yuca brava, ají, piña, caña dulce, piña, alinderamiento territorial y programa de monitoreo y control de la deforestación', 'tasa_cambio_1': '', 'tipo_actividad_1': 46, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228882cb375c800b83982/documentossolicitud/05documentodescripcionactividadmitigacion18-10-2020-19-18-26.pdf', 'fecha_final_1': '31/12/2044', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2018', 'descripcion_actividad_1': 'Prevenir la deforestación directa o inducida de la cobertura de bosque a otro tipo de cobertura de la tierra para el periodo de duración del proyecto dentro de las áreas elegibles del mismo, por medio de acciones que transformen el comportamiento de actores y motores de deforestación', 'id_actividad': 1302, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 167}}, {""depositos_carbono_1_1"": {""value"": 131}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '10/12/2021 11:00:19', 'tipo_actividad': 46, 'nombre_tipo_actividad': 'Reducción de las emisiones debidas a la deforestación'}, {'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, reforestación participativa, aprovechamiento sostenible de caucho nativo, moriche, seje y silvopastoril, mejoramiento de vivienda y programa de monitoreo y control de la degradación forestal', 'tasa_cambio_1': '', 'tipo_actividad_1': 47, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228882cb375c800b83982/documentossolicitud/05documentodescripcionactividadmitigacion18-10-2020-19-16-25.pdf', 'fecha_final_1': '31/12/2044', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '01/01/2015', 'descripcion_actividad_1': 'Prevenir la reducción persistente de las reservas de carbono almacenados en bosques que pueden estar asociados con un decrecimiento sostenido y medible del dosel del bosque y del número de árboles por hectárea', 'id_actividad': 1301, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'depositos_carbono_1': '[{""depositos_carbono_1_1"": {""value"": 167}}, {""depositos_carbono_1_1"": {""value"": 131}}]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '10/12/2021 10:51:53', 'tipo_actividad': 47, 'nombre_tipo_actividad': 'Reducción de las emisiones debidas a la degradación forestal'}]",,,,,,,,,,Proyecto REDD+
renare|proyecto carbono sombrilla abejorral,renare,Proyecto Carbono Sombrilla Abejorral,,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,AFOLU,Proyecto forestal,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 500, 'contribucion_propia_1': '$ 4.026.891.947', 'costo_total_1': '$ 4.026.891.947', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228652cb375c800b8395e/documentossolicitud/05documentodescripcionactividadmitigacion26-10-2020-17-15-03.pdf', 'fecha_final_1': '14/02/2028', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '15/02/2009', 'descripcion_actividad_1': 'Establecimiento de plantaciones forestales de Pinus patula en el municipio de Abejorral (Antioquia).', 'id_actividad': 1384, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '07/07/2021 15:41:34', 'tipo_actividad': 500, 'nombre_tipo_actividad': 'Plantaciones comerciales'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
renare|pequena central hidroelectrica amaime,renare,Pequeña Central Hidroeléctrica Amaime,,,REVISAR,tipo=MDL - Proyectos del Mecanismo  pero actividades sugiere AFOLU,,,NO_REDD,tipo: MDL - Proyectos del Mecanismo de Desarro (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 87.000.000.000', 'costo_total_1': '$ 87.000.000.000', 'sector_cartera': '[]', 'fecha_tasa_cambio_1': None, 'fuente_relacionada_1': '', 'archivo_soporte_2_2': 'files-renare/cc,1018420586/68b228202cb375c800b83924/documentossolicitud/05documentodescripcionactividadmitigacion18-11-2020-13-30-33.pdf', 'fecha_final_1': '17/11/2017', 'archivo_soporte_2_3': None, 'fecha_inicial_1': '18/11/2010', 'descripcion_actividad_1': 'Generación de energía a filo de agua', 'id_actividad': 1621, 'tipo_moneda_1': None, 'contribucion_externa_1': '$ 0', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '12/05/2022 08:32:07', 'tipo_actividad': 564, 'nombre_tipo_actividad': 'Gestión adecuada de equipos que contienen SF6 y PFC al final de su vida útil - Aceleradores'}]",,,,,,,,,,MDL - Proyectos del Mecanismo de Desarrollo Limpio
