COD_DANE,NOMBRE_MPI,DPTO_CNMBR,loss_pixels,loss_area_ha
52051,ARBOLEDA,NARIÑO,2829,254.61
52079,BARBACOAS,NARIÑO,3009,270.81
52083,BELÉN,NARIÑO,9710,873.9
52110,BUESACO,NARIÑO,128,11.52
52203,COLÓN,NARIÑO,77,6.93
52207,CONSACÁ,NARIÑO,219,19.71
52210,CONTADERO,NARIÑO,139,12.51
52215,CÓRDOBA,NARIÑO,21,1.8900000000000001
52224,CUASPUD CARLOSAMA,NARIÑO,260,23.4
52227,CUMBAL,NARIÑO,201,18.09
52233,CUMBITARA,NARIÑO,716,64.44
52240,CHACHAGÜÍ,NARIÑO,99,8.91
52250,EL CHARCO,NARIÑO,133,11.969999999999999
52254,EL PEÑOL,NARIÑO,9,0.81
52256,EL ROSARIO,NARIÑO,23,2.0700000000000003
52258,EL TABLÓN DE GÓMEZ,NARIÑO,42,3.78
52260,EL TAMBO,NARIÑO,262,23.58
52287,FUNES,NARIÑO,749,67.41
52317,GUACHUCAL,NARIÑO,6697,602.73
52320,GUAITARILLA,NARIÑO,99,8.91
52323,GUALMATÁN,NARIÑO,1335,120.14999999999999
52352,ILES,NARIÑO,139,12.51
52354,IMUÉS,NARIÑO,223,20.07
52356,IPIALES,NARIÑO,814,73.25999999999999
52378,LA CRUZ,NARIÑO,7432,668.88
52381,LA FLORIDA,NARIÑO,1562,140.57999999999998
52385,LA LLANADA,NARIÑO,1898,170.82
52390,LA TOLA,NARIÑO,52,4.68
52399,LA UNIÓN,NARIÑO,30,2.7
52405,LEIVA,NARIÑO,139,12.509999999999998
52411,LINARES,NARIÑO,127,11.43
52418,LOS ANDES,NARIÑO,22,1.98
52427,MAGÜÍ,NARIÑO,39,3.51
52435,MALLAMA,NARIÑO,2401,216.09
52473,MOSQUERA,NARIÑO,129,11.61
52480,NARIÑO,NARIÑO,19,1.71
52490,OLAYA HERRERA,NARIÑO,60,5.3999999999999995
52506,OSPINA,NARIÑO,211,18.99
52520,FRANCISCO PIZARRO,NARIÑO,80,7.2
52540,POLICARPA,NARIÑO,4012,361.08
52560,POTOSÍ,NARIÑO,2371,213.39
52565,PROVIDENCIA,NARIÑO,28,2.52
52573,PUERRES,NARIÑO,28,2.52
52585,PUPIALES,NARIÑO,626,56.339999999999996
52612,RICAURTE,NARIÑO,1857,167.13
52621,ROBERTO PAYÁN,NARIÑO,60,5.3999999999999995
52678,SAMANIEGO,NARIÑO,399,35.91
52683,SANDONÁ,NARIÑO,178,16.02
52685,SAN BERNARDO,NARIÑO,1826,164.34
52687,SAN LORENZO,NARIÑO,875,78.75
52693,SAN PABLO,NARIÑO,3144,282.96000000000004
54051,ARBOLEDAS,NORTE DE SANTANDER,1762,158.58
54099,BOCHALEMA,NORTE DE SANTANDER,3775,339.75
54109,BUCARASICA,NORTE DE SANTANDER,2990,269.09999999999997
54125,CÁCOTA,NORTE DE SANTANDER,1185,106.65
54128,CÁCHIRA,NORTE DE SANTANDER,596,53.63999999999999
54172,CHINÁCOTA,NORTE DE SANTANDER,1182,106.38
54174,CHITAGÁ,NORTE DE SANTANDER,2753,247.76999999999998
54206,CONVENCIÓN,NORTE DE SANTANDER,4854,436.86
54223,CUCUTILLA,NORTE DE SANTANDER,6126,551.34
54239,DURANIA,NORTE DE SANTANDER,1286,115.74
54245,EL CARMEN,NORTE DE SANTANDER,6461,581.49
54250,EL TARRA,NORTE DE SANTANDER,910,81.89999999999999
54261,EL ZULIA,NORTE DE SANTANDER,428,38.52
54313,GRAMALOTE,NORTE DE SANTANDER,76,6.84
54344,HACARÍ,NORTE DE SANTANDER,298,26.82
54347,HERRÁN,NORTE DE SANTANDER,1221,109.88999999999999
54377,LABATECA,NORTE DE SANTANDER,371,33.39
54385,LA ESPERANZA,NORTE DE SANTANDER,131,11.79
54398,LA PLAYA,NORTE DE SANTANDER,22,1.98
54405,LOS PATIOS,NORTE DE SANTANDER,133,11.969999999999999
54418,LOURDES,NORTE DE SANTANDER,51,4.59
54480,MUTISCUA,NORTE DE SANTANDER,52,4.68
54498,OCAÑA,NORTE DE SANTANDER,217,19.529999999999998
54518,PAMPLONA,NORTE DE SANTANDER,28,2.5199999999999996
54520,PAMPLONITA,NORTE DE SANTANDER,2,0.18
54553,PUERTO SANTANDER,NORTE DE SANTANDER,7,0.63
54599,RAGONVALIA,NORTE DE SANTANDER,189,17.009999999999998
54660,SALAZAR,NORTE DE SANTANDER,140,12.6
54670,SAN CALIXTO,NORTE DE SANTANDER,11548,1039.32
54673,SAN CAYETANO,NORTE DE SANTANDER,1334,120.06
54680,SANTIAGO,NORTE DE SANTANDER,165,14.85
54720,SARDINATA,NORTE DE SANTANDER,276,24.839999999999996
54743,SILOS,NORTE DE SANTANDER,49,4.41
54800,TEORAMA,NORTE DE SANTANDER,9584,862.56
54810,TIBÚ,NORTE DE SANTANDER,453,40.77
54820,TOLEDO,NORTE DE SANTANDER,938,84.41999999999999
54871,VILLA CARO,NORTE DE SANTANDER,15,1.3499999999999999
54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,26,2.34
63190,CIRCASIA,QUINDÍO,4466,401.94
63212,CÓRDOBA,QUINDÍO,2890,260.09999999999997
63272,FILANDIA,QUINDÍO,306,27.54
63302,GÉNOVA,QUINDÍO,377,33.93
63401,LA TEBAIDA,QUINDÍO,518,46.62
63470,MONTENEGRO,QUINDÍO,1322,118.97999999999999
63548,PIJAO,QUINDÍO,242,21.78
63594,QUIMBAYA,QUINDÍO,2460,221.4
63690,SALENTO,QUINDÍO,3932,353.88
66001,PEREIRA,RISARALDA,5106,459.53999999999996
66045,APÍA,RISARALDA,8649,778.41
66075,BALBOA,RISARALDA,16717,1504.53
66088,BELÉN DE UMBRÍA,RISARALDA,241,21.69
66170,DOSQUEBRADAS,RISARALDA,1829,164.60999999999999
66318,GUÁTICA,RISARALDA,21,1.8900000000000001
66383,LA CELIA,RISARALDA,52,4.68
66400,LA VIRGINIA,RISARALDA,75,6.75
66440,MARSELLA,RISARALDA,45,4.05
66456,MISTRATÓ,RISARALDA,16,1.44
66572,PUEBLO RICO,RISARALDA,1196,107.64
66594,QUINCHÍA,RISARALDA,3,0.27
66682,SANTA ROSA DE CABAL,RISARALDA,43,3.87
66687,SANTUARIO,RISARALDA,8,0.72
68001,BUCARAMANGA,SANTANDER,31,2.79
68013,AGUADA,SANTANDER,81,7.29
68020,ALBANIA,SANTANDER,210,18.9
68051,ARATOCA,SANTANDER,43,3.8699999999999997
68077,BARBOSA,SANTANDER,328,29.52
68079,BARICHARA,SANTANDER,154,13.86
68081,BARRANCABERMEJA,SANTANDER,97,8.73
68092,BETULIA,SANTANDER,1077,96.92999999999999
68101,BOLÍVAR,SANTANDER,422,37.980000000000004
68121,CABRERA,SANTANDER,14314,1288.26
68132,CALIFORNIA,SANTANDER,1839,165.51
68147,CAPITANEJO,SANTANDER,2962,266.58
68152,CARCASÍ,SANTANDER,32,2.88
68160,CEPITÁ,SANTANDER,64,5.76
68162,CERRITO,SANTANDER,284,25.56
68167,CHARALÁ,SANTANDER,3308,297.71999999999997
68169,CHARTA,SANTANDER,416,37.44
68176,CHIMA,SANTANDER,4278,385.02
68179,CHIPATÁ,SANTANDER,1255,112.94999999999999
68190,CIMITARRA,SANTANDER,42,3.78
68207,CONCEPCIÓN,SANTANDER,332,29.88
68209,CONFINES,SANTANDER,16,1.44
68211,CONTRATACIÓN,SANTANDER,429,38.61
68217,COROMORO,SANTANDER,43,3.87
68229,CURITÍ,SANTANDER,3136,282.24
68235,EL CARMEN DE CHUCURÍ,SANTANDER,554,49.86
68245,EL GUACAMAYO,SANTANDER,781,70.28999999999999
68250,EL PEÑÓN,SANTANDER,15,1.3499999999999999
68255,EL PLAYÓN,SANTANDER,594,53.459999999999994
68264,ENCINO,SANTANDER,426,38.339999999999996
68266,ENCISO,SANTANDER,21,1.8900000000000001
68271,FLORIÁN,SANTANDER,63,5.67
68276,FLORIDABLANCA,SANTANDER,364,32.76
68296,GALÁN,SANTANDER,37,3.3299999999999996
68298,GÁMBITA,SANTANDER,276,24.84
68307,GIRÓN,SANTANDER,8872,798.48
68318,GUACA,SANTANDER,4,0.36
68320,GUADALUPE,SANTANDER,142,12.78
68322,GUAPOTÁ,SANTANDER,4026,362.34
68324,GUAVATÁ,SANTANDER,158,14.219999999999999
68327,GÜEPSA,SANTANDER,517,46.53
68344,HATO,SANTANDER,206,18.54
68368,JESÚS MARÍA,SANTANDER,101,9.09
68370,JORDÁN,SANTANDER,50,4.5
68377,LA BELLEZA,SANTANDER,9968,897.12
68385,LANDÁZURI,SANTANDER,1479,133.10999999999999
68397,LA PAZ,SANTANDER,488,43.92
68755,SOCORRO,SANTANDER,1209,108.81
68770,SUAITA,SANTANDER,2011,180.98999999999998
68773,SUCRE,SANTANDER,1764,158.76
68780,SURATÁ,SANTANDER,800,72.0
68820,TONA,SANTANDER,810,72.89999999999999
68855,VALLE DE SAN JOSÉ,SANTANDER,2225,200.25
68861,VÉLEZ,SANTANDER,637,57.33
68867,VETAS,SANTANDER,2241,201.69
68872,VILLANUEVA,SANTANDER,2175,195.75
68895,ZAPATOCA,SANTANDER,3193,287.37
70001,SINCELEJO,SUCRE,6621,595.89
70110,BUENAVISTA,SUCRE,12102,1089.18
70124,CAIMITO,SUCRE,7139,642.51
70204,COLOSÓ,SUCRE,2142,192.77999999999997
70215,COROZAL,SUCRE,4004,360.35999999999996
70221,COVEÑAS,SUCRE,83,7.47
70230,CHALÁN,SUCRE,1063,95.67
70233,EL ROBLE,SUCRE,309,27.810000000000002
70235,GALERAS,SUCRE,110,9.899999999999999
70265,GUARANDA,SUCRE,15,1.35
70400,LA UNIÓN,SUCRE,2710,243.89999999999998
70418,LOS PALMITOS,SUCRE,27,2.4299999999999997
70429,MAJAGUAL,SUCRE,59,5.31
70473,MORROA,SUCRE,63,5.67
70508,OVEJAS,SUCRE,34,3.06
70523,PALMITO,SUCRE,29,2.61
70670,SAMPUÉS,SUCRE,24,2.16
70678,SAN BENITO ABAD,SUCRE,66,5.9399999999999995
70702,SAN JUAN DE BETULIA,SUCRE,50,4.5
70708,SAN MARCOS,SUCRE,68,6.12
70713,SAN ONOFRE,SUCRE,83,7.47
70717,SAN PEDRO,SUCRE,130,11.7
70742,SAN LUIS DE SINCÉ,SUCRE,3855,346.95
70771,SUCRE,SUCRE,11829,1064.61
70820,SANTIAGO DE TOLÚ,SUCRE,512,46.08
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,5948,535.3199999999999
73001,IBAGUÉ,TOLIMA,84,7.56
73024,ALPUJARRA,TOLIMA,136,12.24
73026,ALVARADO,TOLIMA,1487,133.83
73030,AMBALEMA,TOLIMA,20,1.8
73043,ANZOÁTEGUI,TOLIMA,132,11.879999999999999
73055,ARMERO,TOLIMA,613,55.17
73067,ATACO,TOLIMA,16,1.44
73124,CAJAMARCA,TOLIMA,17,1.53
73148,CARMEN DE APICALÁ,TOLIMA,14,1.26
73152,CASABIANCA,TOLIMA,23,2.07
73168,CHAPARRAL,TOLIMA,310,27.9
73200,COELLO,TOLIMA,52,4.68
73217,COYAIMA,TOLIMA,112,10.08
73226,CUNDAY,TOLIMA,66,5.9399999999999995
73236,DOLORES,TOLIMA,35,3.15
73268,ESPINAL,TOLIMA,20,1.8
73270,FALAN,TOLIMA,93,8.37
73275,FLANDES,TOLIMA,123,11.07
73283,FRESNO,TOLIMA,3159,284.31
73319,GUAMO,TOLIMA,162,14.579999999999998
73347,HERVEO,TOLIMA,253,22.769999999999996
73349,HONDA,TOLIMA,439,39.51
73352,ICONONZO,TOLIMA,8013,721.17
73408,LÉRIDA,TOLIMA,190,17.099999999999998
73411,LÍBANO,TOLIMA,439,39.51
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,549,49.410000000000004
73449,MELGAR,TOLIMA,549,49.41
73461,MURILLO,TOLIMA,169,15.209999999999999
73483,NATAGAIMA,TOLIMA,28,2.52
73504,ORTEGA,TOLIMA,1063,95.67
73520,PALOCABILDO,TOLIMA,11204,1008.36
73547,PIEDRAS,TOLIMA,1929,173.60999999999999
73555,PLANADAS,TOLIMA,1147,103.22999999999999
73563,PRADO,TOLIMA,666,59.940000000000005
76250,EL DOVIO,VALLE DEL CAUCA,6366,572.9399999999999
76275,FLORIDA,VALLE DEL CAUCA,567,51.03
76306,GINEBRA,VALLE DEL CAUCA,8436,759.24
76318,GUACARÍ,VALLE DEL CAUCA,3093,278.37
76364,JAMUNDÍ,VALLE DEL CAUCA,229,20.61
76377,LA CUMBRE,VALLE DEL CAUCA,439,39.51
76400,LA UNIÓN,VALLE DEL CAUCA,545,49.05
76403,LA VICTORIA,VALLE DEL CAUCA,202,18.18
76497,OBANDO,VALLE DEL CAUCA,517,46.53
76520,PALMIRA,VALLE DEL CAUCA,7718,694.62
76563,PRADERA,VALLE DEL CAUCA,6280,565.1999999999999
76606,RESTREPO,VALLE DEL CAUCA,4790,431.09999999999997
76616,RIOFRÍO,VALLE DEL CAUCA,4803,432.27
76622,ROLDANILLO,VALLE DEL CAUCA,935,84.14999999999999
76670,SAN PEDRO,VALLE DEL CAUCA,6295,566.55
76736,SEVILLA,VALLE DEL CAUCA,151,13.59
76823,TORO,VALLE DEL CAUCA,68,6.12
76828,TRUJILLO,VALLE DEL CAUCA,219,19.71
76834,TULUÁ,VALLE DEL CAUCA,21,1.89
76845,ULLOA,VALLE DEL CAUCA,70,6.299999999999999
76863,VERSALLES,VALLE DEL CAUCA,191,17.189999999999998
76869,VIJES,VALLE DEL CAUCA,336,30.24
76890,YOTOCO,VALLE DEL CAUCA,1049,94.41
76892,YUMBO,VALLE DEL CAUCA,89,8.01
76895,ZARZAL,VALLE DEL CAUCA,103,9.27
81001,ARAUCA,ARAUCA,214,19.259999999999998
81065,ARAUQUITA,ARAUCA,608,54.72
81220,CRAVO NORTE,ARAUCA,2148,193.32
81300,FORTUL,ARAUCA,157,14.129999999999997
81591,PUERTO RONDÓN,ARAUCA,3333,299.96999999999997
81736,SARAVENA,ARAUCA,5030,452.7
81794,TAME,ARAUCA,8813,793.17
85001,YOPAL,CASANARE,56,5.04
85010,AGUAZUL,CASANARE,27,2.4299999999999997
85015,CHÁMEZA,CASANARE,23,2.07
85125,HATO COROZAL,CASANARE,40,3.6
85136,LA SALINA,CASANARE,263,23.669999999999998
85139,MANÍ,CASANARE,129,11.61
85162,MONTERREY,CASANARE,79,7.109999999999999
85225,NUNCHÍA,CASANARE,105,9.45
85230,OROCUÉ,CASANARE,207,18.63
85250,PAZ DE ARIPORO,CASANARE,2818,253.61999999999998
85263,PORE,CASANARE,69,6.21
85279,RECETOR,CASANARE,16,1.44
85300,SABANALARGA,CASANARE,3166,284.94
85315,SÁCAMA,CASANARE,12935,1164.1499999999999
85325,SAN LUIS DE PALENQUE,CASANARE,381,34.29
85400,TÁMARA,CASANARE,174,15.66
85410,TAURAMENA,CASANARE,1161,104.49
85430,TRINIDAD,CASANARE,2356,212.04
85440,VILLANUEVA,CASANARE,84,7.5600000000000005
86001,MOCOA,PUTUMAYO,105,9.45
86219,COLÓN,PUTUMAYO,98,8.82
86320,ORITO,PUTUMAYO,189,17.009999999999998
94001,INÍRIDA,GUAINÍA,23506,2115.54
94343,BARRANCOMINAS,GUAINÍA,3128,281.52
94883,SAN FELIPE,GUAINÍA,1406,126.53999999999999
94884,PUERTO COLOMBIA,GUAINÍA,2683,241.46999999999997
94885,LA GUADALUPE,GUAINÍA,1403,126.27
94886,CACAHUAL,GUAINÍA,762,68.58
94887,PANA PANA,GUAINÍA,218,19.62
94888,MORICHAL,GUAINÍA,566,50.94
95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,408,36.72
95015,CALAMAR,GUAVIARE,171,15.39
95025,EL RETORNO,GUAVIARE,1447,130.23
95200,MIRAFLORES,GUAVIARE,6929,623.61
97001,MITÚ,VAUPÉS,3005,270.45
97161,CARURÚ,VAUPÉS,11161,1004.49
97511,PACOA,VAUPÉS,1305,117.44999999999999
97666,TARAIRA,VAUPÉS,758,68.22
97777,PAPUNAHUA,VAUPÉS,539,48.51
97889,YAVARATÉ,VAUPÉS,110,9.9
99001,PUERTO CARREÑO,VICHADA,89,8.01
99524,LA PRIMAVERA,VICHADA,103,9.27
99624,SANTA ROSALÍA,VICHADA,301,27.09
99773,CUMARIBO,VICHADA,32,2.88
