COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest_tc30,baseline_forest_tc50,baseline_forest_tc75,n_fragmentos
15224,CUCAITA,BOYACÁ,360.2020067290177,304.25157222447905,192.00319237307053,
15226,CUÍTIVA,BOYACÁ,808.5396745129865,632.2031893458229,405.3327952750421,
15232,CHÍQUIZA,BOYACÁ,2952.136124720038,2365.3280096410926,1365.707245259001,
15236,CHIVOR,BOYACÁ,8133.581342809843,7220.995619461489,5348.042679878982,
15238,DUITAMA,BOYACÁ,10136.83217751893,8124.904373157682,5105.366467942327,
15244,EL COCUY,BOYACÁ,6727.529080522563,4149.51412779334,1372.4390501441335,
15248,EL ESPINO,BOYACÁ,4632.03661942919,3590.074641928206,1975.5014167763784,
15272,FIRAVITOBA,BOYACÁ,1166.297373098504,805.6266897381723,490.5090242595353,
15276,FLORESTA,BOYACÁ,3309.708762805368,2647.713330245554,1855.4520410030905,
15293,GACHANTIVÁ,BOYACÁ,3896.691544065432,3035.7747969951943,2191.3235353351893,
15296,GÁMEZA,BOYACÁ,3565.1689409155083,2542.2696730573884,1420.3813966600735,
15299,GARAGOA,BOYACÁ,11741.108031385063,9187.169833863589,6566.272031144683,
15317,GUACAMAYAS,BOYACÁ,3570.199712615173,2956.177269675405,1971.9305015562527,
15322,GUATEQUE,BOYACÁ,1087.1703874979414,513.9959731500845,189.58128292722216,
15325,GUAYATÁ,BOYACÁ,7194.493568142324,6074.320689726877,3688.845277384388,
15332,GÜICÁN DE LA SIERRA,BOYACÁ,28451.89307577966,23194.0752283124,13574.585514586108,
15362,IZA,BOYACÁ,584.3161365644157,436.10998669804593,283.9725733664601,
15367,JENESANO,BOYACÁ,671.0757343502754,393.97187979633406,186.36712387530184,
15368,JERICÓ,BOYACÁ,3191.094674204948,2010.2931432402029,894.3321591058693,
15377,LABRANZAGRANDE,BOYACÁ,45248.02796069658,40765.2969901386,34264.44172685073,
15380,LA CAPILLA,BOYACÁ,1960.98785592228,1372.4297342389982,716.9913061767095,
15401,LA VICTORIA,BOYACÁ,2479.5661849950675,2339.494773039478,2008.4757215544737,
15403,LA UVITA,BOYACÁ,7138.270325677067,5451.467208407458,3022.2655826787104,
15407,VILLA DE LEYVA,BOYACÁ,4210.615264496119,3364.473815091276,2272.002103542167,
15425,MACANAL,BOYACÁ,12673.626708162872,10179.146901647471,6504.060193747562,
15442,MARIPÍ,BOYACÁ,13814.74021924912,12766.307048322276,10546.06325257346,
15455,MIRAFLORES,BOYACÁ,17077.76555418795,13880.922322644445,9816.318443846834,
15464,MONGUA,BOYACÁ,22301.46395406139,18306.04123303773,12989.111731814177,
