COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest_tc30,baseline_forest_tc50,baseline_forest_tc75,n_fragmentos
05318,GUARNE,ANTIOQUIA,9326.030489733646,7736.800468014977,5681.076242727383,
05321,GUATAPÉ,ANTIOQUIA,5192.538651468238,4715.269879215778,4057.980937781939,
05347,HELICONIA,ANTIOQUIA,10519.324905823243,9790.935184534268,8467.844694996742,
05353,HISPANIA,ANTIOQUIA,4221.155018542896,3349.236231823262,2513.7332239597235,
05360,ITAGÜÍ,ANTIOQUIA,572.4439272348727,432.30254160606495,277.1491625412873,
05361,ITUANGO,ANTIOQUIA,266630.82276815915,259657.42523968508,245484.32869389388,
05364,JARDÍN,ANTIOQUIA,18304.56645948532,17160.335308574668,14583.012968233634,
05368,JERICÓ,ANTIOQUIA,13425.89294561824,10789.85873438502,7889.201334212049,
05376,LA CEJA,ANTIOQUIA,9093.827730391336,7852.636131553927,5899.333492024709,
05380,LA ESTRELLA,ANTIOQUIA,2608.994952190272,2274.11468794044,1877.7045396719027,
05390,LA PINTADA,ANTIOQUIA,4108.349898362793,2940.1401990604954,1839.001200769927,
05400,LA UNIÓN,ANTIOQUIA,12072.182529159732,10798.418861823568,7929.0066980025185,
05411,LIBORINA,ANTIOQUIA,17611.51918357129,16067.30735029071,13449.38941652169,
05425,MACEO,ANTIOQUIA,36850.57229899639,33971.92516837794,28501.968919650782,
05440,MARINILLA,ANTIOQUIA,6025.546751717771,4373.122955639868,2311.1286634248186,
05467,MONTEBELLO,ANTIOQUIA,6823.575145394621,6309.487611142408,5342.9240669243145,
05475,MURINDÓ,ANTIOQUIA,120379.69961841402,119777.96029127463,117548.1186586854,
05480,MUTATÁ,ANTIOQUIA,95494.04744490387,91451.53721242413,84565.31363937058,
05483,NARIÑO,ANTIOQUIA,26802.58133643476,25139.235772927976,21109.983241402948,
05490,NECOCLÍ,ANTIOQUIA,88754.92621545773,82491.26492212666,69246.05095139585,
05495,NECHÍ,ANTIOQUIA,65094.72934699002,60167.53870904823,51405.91518556656,
05501,OLAYA,ANTIOQUIA,6961.311002098415,6072.493038989335,4624.226007731885,
05541,PEÑOL,ANTIOQUIA,7314.287008189746,5851.450875346123,3873.707384748784,
05543,PEQUE,ANTIOQUIA,34507.867846816946,31406.46968015019,25924.519911278137,
05576,PUEBLORRICO,ANTIOQUIA,6361.940088257123,5763.003328842833,4817.470481070729,
05579,PUERTO BERRÍO,ANTIOQUIA,78877.73484684348,71882.58056891867,60984.5323185219,
05585,PUERTO NARE,ANTIOQUIA,36297.56713655564,32746.64538765332,26900.00665475684,
05591,PUERTO TRIUNFO,ANTIOQUIA,17817.072173699555,15009.9163114703,11168.46460584294,
05604,REMEDIOS,ANTIOQUIA,170354.4622894843,164164.4441518641,152834.74793727923,
05607,RETIRO,ANTIOQUIA,19949.25913679396,18552.324035063422,16141.347472590383,
05615,RIONEGRO,ANTIOQUIA,9331.310416794076,7113.344684556663,4624.026546293086,
05628,SABANALARGA,ANTIOQUIA,21756.129996678468,19584.122539264845,16302.48568912761,
05631,SABANETA,ANTIOQUIA,1079.585254600902,963.0586269535388,821.3734456116938,
05642,SALGAR,ANTIOQUIA,24140.563871027527,22265.99566755076,19072.738827895104,
05647,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,18881.06755299757,17944.129090229693,15267.156456312778,
05649,SAN CARLOS,ANTIOQUIA,66833.39551354767,64420.35973764866,59465.9799089668,
05652,SAN FRANCISCO,ANTIOQUIA,34973.35679618278,34704.23287682861,33864.37933722165,
05656,SAN JERÓNIMO,ANTIOQUIA,13414.288346994115,12105.158432374214,9898.198404907413,
05658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,10133.156138096569,9089.451353846442,6621.092525313995,
05659,SAN JUAN DE URABÁ,ANTIOQUIA,16430.050330347945,14400.4224554736,10450.194356478896,
05660,SAN LUIS,ANTIOQUIA,48873.43492251096,47662.7777162634,44974.60768501242,
05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,17971.47218044844,16620.18009911069,11986.702474724334,
05665,SAN PEDRO DE URABÁ,ANTIOQUIA,28110.02121955944,24719.90821975168,18198.549853685552,
05667,SAN RAFAEL,ANTIOQUIA,33374.961703101755,31507.35139928231,28421.489504160312,
05670,SAN ROQUE,ANTIOQUIA,35844.97966681787,32834.08737181527,27294.67538859056,
05674,SAN VICENTE FERRER,ANTIOQUIA,15179.27913098117,11352.464229596204,7382.861864911573,
05679,SANTA BÁRBARA,ANTIOQUIA,15771.79434653476,13818.754232340492,11124.31590283394,
05686,SANTA ROSA DE OSOS,ANTIOQUIA,62603.40983216885,53095.79194834054,34366.83634567064,
05690,SANTO DOMINGO,ANTIOQUIA,23166.85166049152,20385.137829405863,16113.411342697476,
05697,EL SANTUARIO,ANTIOQUIA,4777.996748239575,3790.649084249628,2512.408726796752,
05736,SEGOVIA,ANTIOQUIA,107639.40015730308,106307.59096292316,103463.13426058373,
05756,SONSÓN,ANTIOQUIA,106761.5842112958,100379.52589358528,88906.08969602533,
05761,SOPETRÁN,ANTIOQUIA,17954.16925280215,15758.644586547323,12270.439747397975,
05789,TÁMESIS,ANTIOQUIA,16739.860223831904,14404.227187285724,11394.890829912743,
05790,TARAZÁ,ANTIOQUIA,93898.50247359226,89872.9072963217,81661.69377586679,
05792,TARSO,ANTIOQUIA,8945.039960484877,7487.757690706621,5899.074033209367,
05809,TITIRIBÍ,ANTIOQUIA,10222.59978332684,8356.488515333338,6112.270793484988,
05819,TOLEDO,ANTIOQUIA,11804.252014490936,10858.754350314855,9071.15158253975,
05837,TURBO,ANTIOQUIA,209933.9842066441,197685.26092555496,175033.79613945322,
05842,URAMITA,ANTIOQUIA,23085.14261240605,20748.78736717081,17155.0376840072,
05847,URRAO,ANTIOQUIA,227300.84786273653,217430.31779587155,200104.35216733505,
05854,VALDIVIA,ANTIOQUIA,50488.391077271735,48369.36060327671,43332.34935058084,
05856,VALPARAÍSO,ANTIOQUIA,9062.308380031189,7054.760163347942,4587.109273268655,
05858,VEGACHÍ,ANTIOQUIA,48702.69177170812,46327.23139307845,41652.00792591435,
05861,VENECIA,ANTIOQUIA,12191.14660753706,10417.482690840669,8052.351427283328,
05873,VIGÍA DEL FUERTE,ANTIOQUIA,155754.05847172756,154702.6018058001,150898.39751448508,
