COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest_tc30,px_bosque_tc30,baseline_forest_tc50,baseline_forest_tc75,fuente,version_gfc,baseline_forest,area_municipio_ha,fecha_generacion
15494,NUEVO COLÓN,BOYACÁ,1103.782357055568,12318,783.7073771837449,404.31099931345216,local:Colombia_treecover2000.tif,Colombia_treecover2000,1103.782357055568,5131.156932692621,2026-09-20T09:50:08
15500,OICATÁ,BOYACÁ,341.25535175808363,3810,247.6568443155069,155.58049199072252,local:Colombia_treecover2000.tif,Colombia_treecover2000,341.25535175808363,6019.554259416744,2026-09-20T09:50:08
15507,OTANCHE,BOYACÁ,44824.603242724246,500576,43708.140857050064,40771.11973325237,local:Colombia_treecover2000.tif,Colombia_treecover2000,44824.603242724246,47448.46642156961,2026-09-20T09:50:08
15511,PACHAVITA,BOYACÁ,1869.658486768559,20858,1152.9140599184962,573.6751220041386,local:Colombia_treecover2000.tif,Colombia_treecover2000,1869.658486768559,6657.743035573469,2026-09-20T09:50:08
15514,PÁEZ,BOYACÁ,26821.789402700546,299201,24091.31793588975,19523.556737508567,local:Colombia_treecover2000.tif,Colombia_treecover2000,26821.789402700546,33840.81948771703,2026-09-20T09:50:08
15516,PAIPA,BOYACÁ,14361.950451218487,160418,12390.456319817493,9632.092629273655,local:Colombia_treecover2000.tif,Colombia_treecover2000,14361.950451218487,30454.117293025327,2026-09-20T09:50:08
15518,PAJARITO,BOYACÁ,26980.3631610455,301111,25277.588643198233,22505.05502383354,local:Colombia_treecover2000.tif,Colombia_treecover2000,26980.3631610455,31300.817763257026,2026-09-20T09:50:08
15522,PANQUEBA,BOYACÁ,2200.5623380317666,24606,1699.564087454932,935.0140418157958,local:Colombia_treecover2000.tif,Colombia_treecover2000,2200.5623380317666,3962.3872231024047,2026-09-20T09:50:08
15531,PAUNA,BOYACÁ,22310.32658337168,249122,21154.46285629405,18289.081785333205,local:Colombia_treecover2000.tif,Colombia_treecover2000,22310.32658337168,25230.164913699897,2026-09-20T09:50:08
15533,PAYA,BOYACÁ,33220.94605983801,370908,29903.264714790763,26098.214608215905,local:Colombia_treecover2000.tif,Colombia_treecover2000,33220.94605983801,44276.15658676308,2026-09-20T09:50:08
15537,PAZ DE RÍO,BOYACÁ,5548.553726340199,61994,4389.945591399504,2373.4813261619106,local:Colombia_treecover2000.tif,Colombia_treecover2000,5548.553726340199,12244.290801197109,2026-09-20T09:50:08
15542,PESCA,BOYACÁ,9022.67104802647,100706,7449.752897058052,5260.37667047657,local:Colombia_treecover2000.tif,Colombia_treecover2000,9022.67104802647,26259.26338931342,2026-09-20T09:50:08
15550,PISBA,BOYACÁ,41378.90380403296,462087,38885.22892350832,35417.99163699318,local:Colombia_treecover2000.tif,Colombia_treecover2000,41378.90380403296,46387.52677728676,2026-09-20T09:50:08
15572,PUERTO BOYACÁ,BOYACÁ,76506.1089052977,854683,65650.13678267587,49927.065063932365,local:Colombia_treecover2000.tif,Colombia_treecover2000,76506.1089052977,151208.36512984455,2026-09-20T09:50:08
15580,QUÍPAMA,BOYACÁ,15005.305558142809,167515,14240.65424475804,12400.889565904092,local:Colombia_treecover2000.tif,Colombia_treecover2000,15005.305558142809,16713.354121453136,2026-09-20T09:50:08
15599,RAMIRIQUÍ,BOYACÁ,5645.232981528005,62993,4537.066466635162,3005.981814764339,local:Colombia_treecover2000.tif,Colombia_treecover2000,5645.232981528005,12546.404680876443,2026-09-20T09:50:08
15600,RÁQUIRA,BOYACÁ,9442.572705539644,105400,7341.85821183052,4542.756069561272,local:Colombia_treecover2000.tif,Colombia_treecover2000,9442.572705539644,22032.645649473394,2026-09-20T09:50:08
15621,RONDÓN,BOYACÁ,13569.745541694654,151443,11535.751594347155,7825.49716804658,local:Colombia_treecover2000.tif,Colombia_treecover2000,13569.745541694654,20598.71958381258,2026-09-20T09:50:08
15632,SABOYÁ,BOYACÁ,10043.96615345062,112155,7600.286971620729,4442.493339238328,local:Colombia_treecover2000.tif,Colombia_treecover2000,10043.96615345062,24828.82687719822,2026-09-20T09:50:08
15638,SÁCHICA,BOYACÁ,205.84727983334946,2298,103.64102839644514,49.08875003486979,local:Colombia_treecover2000.tif,Colombia_treecover2000,205.84727983334946,6382.519723614717,2026-09-20T09:50:08
15646,SAMACÁ,BOYACÁ,4913.759853775181,54846,3928.5077766795807,2251.599640327437,local:Colombia_treecover2000.tif,Colombia_treecover2000,4913.759853775181,16731.628049515377,2026-09-20T09:50:08
15660,SAN EDUARDO,BOYACÁ,8085.253116655225,90212,6913.22843582777,5255.706631514367,local:Colombia_treecover2000.tif,Colombia_treecover2000,8085.253116655225,10925.945511810165,2026-09-20T09:50:08
15664,SAN JOSÉ DE PARE,BOYACÁ,6593.144458778184,73660,5508.306974955039,3714.928278725486,local:Colombia_treecover2000.tif,Colombia_treecover2000,6593.144458778184,7428.480046569331,2026-09-20T09:50:08
15667,SAN LUIS DE GACENO,BOYACÁ,26458.70427571308,295030,22115.764837183164,15901.209167347264,local:Colombia_treecover2000.tif,Colombia_treecover2000,26458.70427571308,46896.632254489734,2026-09-20T09:50:08
15673,SAN MATEO,BOYACÁ,9376.587776819277,104839,7723.620551254919,5239.663920029377,local:Colombia_treecover2000.tif,Colombia_treecover2000,9376.587776819277,12360.232995834294,2026-09-20T09:50:08
15676,SAN MIGUEL DE SEMA,BOYACÁ,6233.469087277625,69585,5384.8671745677875,2774.496564434223,local:Colombia_treecover2000.tif,Colombia_treecover2000,6233.469087277625,9386.053909991222,2026-09-20T09:50:08
15681,SAN PABLO DE BORBUR,BOYACÁ,17490.707211473033,195300,16546.198906004738,14334.241655325233,local:Colombia_treecover2000.tif,Colombia_treecover2000,17490.707211473033,19566.46835634397,2026-09-20T09:50:08
15686,SANTANA,BOYACÁ,6295.065444251568,70338,5087.027742298244,3210.0865086929875,local:Colombia_treecover2000.tif,Colombia_treecover2000,6295.065444251568,6785.295190536758,2026-09-20T09:50:08
15690,SANTA MARÍA,BOYACÁ,24160.16194083266,269401,21997.836607055768,17701.508396764006,local:Colombia_treecover2000.tif,Colombia_treecover2000,24160.16194083266,30910.660649825128,2026-09-20T09:50:08
15693,SANTA ROSA DE VITERBO,BOYACÁ,4229.916264408414,47249,3426.4475002548234,2253.4394347112466,local:Colombia_treecover2000.tif,Colombia_treecover2000,4229.916264408414,11647.802817631748,2026-09-20T09:50:08
15696,SANTA SOFÍA,BOYACÁ,2454.4245666927663,27409,1698.452014610455,993.9783136167785,local:Colombia_treecover2000.tif,Colombia_treecover2000,2454.4245666927663,7744.205425096323,2026-09-20T09:50:08
15720,SATIVANORTE,BOYACÁ,4829.717303384172,53972,3177.4640650670653,1559.0323256604988,local:Colombia_treecover2000.tif,Colombia_treecover2000,4829.717303384172,16107.008221173668,2026-09-20T09:50:08
15723,SATIVASUR,BOYACÁ,1504.0299101651212,16806,1069.9826513198304,578.4843955940488,local:Colombia_treecover2000.tif,Colombia_treecover2000,1504.0299101651212,5462.583750257784,2026-09-20T09:50:08
15740,SIACHOQUE,BOYACÁ,1137.1479270523298,12693,761.0552031659141,365.5204777236367,local:Colombia_treecover2000.tif,Colombia_treecover2000,1137.1479270523298,11900.71967453721,2026-09-20T09:50:08
15753,SOATÁ,BOYACÁ,4383.9141773342235,49008,3325.4134274498874,2055.262771172716,local:Colombia_treecover2000.tif,Colombia_treecover2000,4383.9141773342235,12283.096513574299,2026-09-20T09:50:08
15755,SOCOTÁ,BOYACÁ,36819.370595055836,411288,29586.570938025223,20440.2894735451,local:Colombia_treecover2000.tif,Colombia_treecover2000,36819.370595055836,60230.37945713762,2026-09-20T09:50:08
15757,SOCHA,BOYACÁ,6060.834645460023,67710,4157.0509043860175,2305.5698482972066,local:Colombia_treecover2000.tif,Colombia_treecover2000,6060.834645460023,14988.0233580444,2026-09-20T09:50:08
15759,SOGAMOSO,BOYACÁ,4407.910709908623,49218,3315.1677578994677,2216.087089763567,local:Colombia_treecover2000.tif,Colombia_treecover2000,4407.910709908623,20728.392530839472,2026-09-20T09:50:08
15761,SOMONDOCO,BOYACÁ,3978.5434252817954,44373,3135.4619418171096,1908.8887936550316,local:Colombia_treecover2000.tif,Colombia_treecover2000,3978.5434252817954,5869.678191787483,2026-09-20T09:50:08
15762,SORA,BOYACÁ,231.54376879207345,2585,177.3527910641286,113.12982092590251,local:Colombia_treecover2000.tif,Colombia_treecover2000,231.54376879207345,4776.553110912433,2026-09-20T09:50:08
15763,SOTAQUIRÁ,BOYACÁ,16170.673716333076,180599,14110.77817429439,10569.735071119256,local:Colombia_treecover2000.tif,Colombia_treecover2000,16170.673716333076,29156.505078599108,2026-09-20T09:50:08
15764,SORACÁ,BOYACÁ,221.91237929040597,2477,140.56521385062914,66.65399239415694,local:Colombia_treecover2000.tif,Colombia_treecover2000,221.91237929040597,5566.056648899637,2026-09-20T09:50:08
15774,SUSACÓN,BOYACÁ,6622.514371042427,74019,4832.015678815311,2746.3666460788686,local:Colombia_treecover2000.tif,Colombia_treecover2000,6622.514371042427,18231.290294100538,2026-09-20T09:50:08
15776,SUTAMARCHÁN,BOYACÁ,1619.19316581966,18079,1003.0040712195254,507.4578618111756,local:Colombia_treecover2000.tif,Colombia_treecover2000,1619.19316581966,10334.569381252124,2026-09-20T09:50:08
15778,SUTATENZA,BOYACÁ,876.3645139967211,9775,392.6827888274829,113.23247617285861,local:Colombia_treecover2000.tif,Colombia_treecover2000,876.3645139967211,4106.672079766802,2026-09-20T09:50:08
15790,TASCO,BOYACÁ,7783.881577082982,86946,5108.100853049656,2658.5721191321813,local:Colombia_treecover2000.tif,Colombia_treecover2000,7783.881577082982,20925.15171627165,2026-09-20T09:50:08
15798,TENZA,BOYACÁ,1341.6715439727184,14966,631.6616060432224,244.1126075843304,local:Colombia_treecover2000.tif,Colombia_treecover2000,1341.6715439727184,4578.730793274301,2026-09-20T09:50:08
15804,TIBANÁ,BOYACÁ,2811.1753343803102,31369,2109.487488623081,1368.989297809173,local:Colombia_treecover2000.tif,Colombia_treecover2000,2811.1753343803102,12162.620470341746,2026-09-20T09:50:08
15806,TIBASOSA,BOYACÁ,2564.830729702325,28642,2034.5289669633603,1437.2463260144305,local:Colombia_treecover2000.tif,Colombia_treecover2000,2564.830729702325,9357.969813186788,2026-09-20T09:50:08
15808,TINJACÁ,BOYACÁ,3148.4636638363772,35149,2276.817873201358,1371.5781113027824,local:Colombia_treecover2000.tif,Colombia_treecover2000,3148.4636638363772,7963.101215551005,2026-09-20T09:50:08
15810,TIPACOQUE,BOYACÁ,1857.325440197248,20767,1458.4475065754675,1083.7102748523919,local:Colombia_treecover2000.tif,Colombia_treecover2000,1857.325440197248,7179.3039753844,2026-09-20T09:50:08
15814,TOCA,BOYACÁ,1239.3389688802645,13836,882.1200390641758,593.7819030896876,local:Colombia_treecover2000.tif,Colombia_treecover2000,1239.3389688802645,16794.119983468092,2026-09-20T09:50:08
15816,TOGÜÍ,BOYACÁ,8591.047915913812,95968,7402.246084466089,5573.920537211527,local:Colombia_treecover2000.tif,Colombia_treecover2000,8591.047915913812,10127.760026538814,2026-09-20T09:50:08
15820,TÓPAGA,BOYACÁ,1768.6015126409523,19751,1532.9200297889101,1167.1289947928412,local:Colombia_treecover2000.tif,Colombia_treecover2000,1768.6015126409523,3356.032451894798,2026-09-20T09:50:08
15822,TOTA,BOYACÁ,4286.717259738576,47846,3106.5148210336515,1656.599888423237,local:Colombia_treecover2000.tif,Colombia_treecover2000,4286.717259738576,19566.415882263555,2026-09-20T09:50:08
15832,TUNUNGUÁ,BOYACÁ,2886.2547635815936,32230,2827.8664558979544,2593.866967929074,local:Colombia_treecover2000.tif,Colombia_treecover2000,2886.2547635815936,2918.2296228000337,2026-09-20T09:50:08
15835,TURMEQUÉ,BOYACÁ,1357.0697879752329,15143,1049.4186120027557,523.2729186265674,local:Colombia_treecover2000.tif,Colombia_treecover2000,1357.0697879752329,7957.757792358961,2026-09-20T09:50:08
15837,TUTA,BOYACÁ,1869.7293208929873,20877,1325.2984552614625,908.2206368915937,local:Colombia_treecover2000.tif,Colombia_treecover2000,1869.7293208929873,16522.884560285253,2026-09-20T09:50:08
15839,TUTAZÁ,BOYACÁ,4182.329269275771,46732,3096.666639563003,1622.9371099626214,local:Colombia_treecover2000.tif,Colombia_treecover2000,4182.329269275771,12176.010562266692,2026-09-20T09:50:08
15842,ÚMBITA,BOYACÁ,4280.070435852331,47753,3468.3125735217454,2107.2850039954997,local:Colombia_treecover2000.tif,Colombia_treecover2000,4280.070435852331,14584.450241783858,2026-09-20T09:50:08
15861,VENTAQUEMADA,BOYACÁ,3873.987405124279,43235,3046.235080808327,1866.8811422270367,local:Colombia_treecover2000.tif,Colombia_treecover2000,3873.987405124279,15975.372903384581,2026-09-20T09:50:08
15879,VIRACACHÁ,BOYACÁ,1674.9909630736745,18695,1255.9530993053781,544.6501845861522,local:Colombia_treecover2000.tif,Colombia_treecover2000,1674.9909630736745,6246.99058840265,2026-09-20T09:50:08
15897,ZETAQUIRA,BOYACÁ,17430.61842780451,194500,14902.344487705606,11278.319033009333,local:Colombia_treecover2000.tif,Colombia_treecover2000,17430.61842780451,25104.1762757673,2026-09-20T09:50:08
17001,MANIZALES,CALDAS,36759.03267440922,410048,33864.74100893171,26700.537954338175,local:Colombia_treecover2000.tif,Colombia_treecover2000,36759.03267440922,44085.742016664124,2026-09-20T09:50:08
17013,AGUADAS,CALDAS,36674.878679120564,409449,31810.24876091209,25028.63365517329,local:Colombia_treecover2000.tif,Colombia_treecover2000,36674.878679120564,47556.67066544916,2026-09-20T09:50:08
17042,ANSERMA,CALDAS,16388.708083030528,182850,14192.11901438085,11062.959095601896,local:Colombia_treecover2000.tif,Colombia_treecover2000,16388.708083030528,20912.217174584217,2026-09-20T09:50:08
17050,ARANZAZU,CALDAS,13201.607441993327,147306,12091.83985540346,9235.992067350702,local:Colombia_treecover2000.tif,Colombia_treecover2000,13201.607441993327,14952.709772976637,2026-09-20T09:50:08
17088,BELALCÁZAR,CALDAS,9182.060051862853,102412,7997.217888516522,6088.923686109769,local:Colombia_treecover2000.tif,Colombia_treecover2000,9182.060051862853,11336.904977192868,2026-09-20T09:50:08
17174,CHINCHINÁ,CALDAS,10017.197665657673,111725,9509.555506759605,8330.374774155409,local:Colombia_treecover2000.tif,Colombia_treecover2000,10017.197665657673,10934.740592466525,2026-09-20T09:50:08
17272,FILADELFIA,CALDAS,16040.967334059711,178994,13314.462211090477,9709.519923468775,local:Colombia_treecover2000.tif,Colombia_treecover2000,16040.967334059711,19255.204294845968,2026-09-20T09:50:08
17380,LA DORADA,CALDAS,23783.598445395175,265510,19623.65784742817,13671.789249311365,local:Colombia_treecover2000.tif,Colombia_treecover2000,23783.598445395175,54877.94485195444,2026-09-20T09:50:08
17388,LA MERCED,CALDAS,7582.917509939838,84629,6468.823203642207,4964.509326947606,local:Colombia_treecover2000.tif,Colombia_treecover2000,7582.917509939838,8858.102532373514,2026-09-20T09:50:08
17433,MANZANARES,CALDAS,17484.495470047783,195085,16458.20930245838,13743.032291971482,local:Colombia_treecover2000.tif,Colombia_treecover2000,17484.495470047783,19780.45129795016,2026-09-20T09:50:08
17442,MARMATO,CALDAS,2369.4649577288596,26449,2029.3012595391594,1538.9915394319678,local:Colombia_treecover2000.tif,Colombia_treecover2000,2369.4649577288596,3685.375222693242,2026-09-20T09:50:08
17444,MARQUETALIA,CALDAS,8378.447460339425,93495,8048.0394885753585,7047.408518566037,local:Colombia_treecover2000.tif,Colombia_treecover2000,8378.447460339425,9027.740745464778,2026-09-20T09:50:08
17446,MARULANDA,CALDAS,27558.152151990347,307481,24941.287198808826,16197.761453296684,local:Colombia_treecover2000.tif,Colombia_treecover2000,27558.152151990347,37609.137899375855,2026-09-20T09:50:08
17486,NEIRA,CALDAS,31106.491009031684,347047,26969.812997236077,18849.763710458876,local:Colombia_treecover2000.tif,Colombia_treecover2000,31106.491009031684,36921.75822835064,2026-09-20T09:50:08
17495,NORCASIA,CALDAS,18697.844149123626,208764,17785.090915144763,15968.545417983056,local:Colombia_treecover2000.tif,Colombia_treecover2000,18697.844149123626,22737.85762436378,2026-09-20T09:50:08
17513,PÁCORA,CALDAS,22022.02378047406,245821,20029.54317112503,16694.532011852192,local:Colombia_treecover2000.tif,Colombia_treecover2000,22022.02378047406,25719.25540017367,2026-09-20T09:50:08
17524,PALESTINA,CALDAS,9714.313566130637,108357,9021.51280185434,7628.099458380052,local:Colombia_treecover2000.tif,Colombia_treecover2000,9714.313566130637,11222.255293044935,2026-09-20T09:50:08
17541,PENSILVANIA,CALDAS,43711.44892064219,487855,41213.39669958848,31836.081868685807,local:Colombia_treecover2000.tif,Colombia_treecover2000,43711.44892064219,49896.00274728957,2026-09-20T09:50:08
17614,RIOSUCIO,CALDAS,32907.654512731664,367298,30592.13151119015,26377.733927690522,local:Colombia_treecover2000.tif,Colombia_treecover2000,32907.654512731664,38411.14516300487,2026-09-20T09:50:08
17616,RISARALDA,CALDAS,7031.507871250601,78440,6187.51889116565,4806.125733458155,local:Colombia_treecover2000.tif,Colombia_treecover2000,7031.507871250601,8987.82209693442,2026-09-20T09:50:08
17653,SALAMINA,CALDAS,26212.3298228411,292535,23042.51113246131,16418.5845849726,local:Colombia_treecover2000.tif,Colombia_treecover2000,26212.3298228411,38795.87910618471,2026-09-20T09:50:08
17662,SAMANÁ,CALDAS,69644.05685321684,777456,67313.04135600991,61614.17613118678,local:Colombia_treecover2000.tif,Colombia_treecover2000,69644.05685321684,75768.42287341364,2026-09-20T09:50:08
17665,SAN JOSÉ,CALDAS,5009.49764655416,55880,4336.767445090716,3329.1174047073137,local:Colombia_treecover2000.tif,Colombia_treecover2000,5009.49764655416,6093.602330327391,2026-09-20T09:50:08
17777,SUPÍA,CALDAS,9215.922511393972,102865,7482.269637879889,5455.308820959173,local:Colombia_treecover2000.tif,Colombia_treecover2000,9215.922511393972,12141.987547633504,2026-09-20T09:50:08
17867,VICTORIA,CALDAS,41026.26973771222,457917,37518.83461191674,31600.240047453783,local:Colombia_treecover2000.tif,Colombia_treecover2000,41026.26973771222,55846.58479381082,2026-09-20T09:50:08
17873,VILLAMARÍA,CALDAS,29902.95255038265,333504,26625.309003927912,18040.670529075484,local:Colombia_treecover2000.tif,Colombia_treecover2000,29902.95255038265,45491.458811215576,2026-09-20T09:50:08
17877,VITERBO,CALDAS,6884.9062188589505,76797,4916.247764094449,3121.2593725362667,local:Colombia_treecover2000.tif,Colombia_treecover2000,6884.9062188589505,11286.86480530572,2026-09-20T09:50:08
18001,FLORENCIA,CAQUETÁ,204024.37200904562,2268065,195067.76430264366,180073.64503743977,local:Colombia_treecover2000.tif,Colombia_treecover2000,204024.37200904562,254695.19786737242,2026-09-20T09:50:08
18029,ALBANIA,CAQUETÁ,14931.954906732355,165948,11770.07643456258,8083.521638821135,local:Colombia_treecover2000.tif,Colombia_treecover2000,14931.954906732355,41282.768891041305,2026-09-20T09:50:08
18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,92767.88885806952,1031129,89270.20394992956,83592.63826604249,local:Colombia_treecover2000.tif,Colombia_treecover2000,92767.88885806952,119155.21830955805,2026-09-20T09:50:08
18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,1191807.6088975905,13243307,1172737.1092354213,1144525.8019633547,local:Colombia_treecover2000.tif,Colombia_treecover2000,1191807.6088975905,1277136.0172253083,2026-09-20T09:50:08
18205,CURILLO,CAQUETÁ,28099.442591049148,312269,25630.73680056189,21437.76019382433,local:Colombia_treecover2000.tif,Colombia_treecover2000,28099.442591049148,39927.94878359045,2026-09-20T09:50:08
18247,EL DONCELLO,CAQUETÁ,74782.74340857311,831370,69102.09822419126,60674.444722886336,local:Colombia_treecover2000.tif,Colombia_treecover2000,74782.74340857311,110551.48357132754,2026-09-20T09:50:08
18256,EL PAUJÍL,CAQUETÁ,71583.00331539272,795732,63392.972725217754,52680.74933042281,local:Colombia_treecover2000.tif,Colombia_treecover2000,71583.00331539272,123414.06452109375,2026-09-20T09:50:08
18410,LA MONTAÑITA,CAQUETÁ,112741.76452812702,1253015,99985.79064883254,81858.20726827969,local:Colombia_treecover2000.tif,Colombia_treecover2000,112741.76452812702,170025.2426154605,2026-09-20T09:50:08
18460,MILÁN,CAQUETÁ,67963.82698939079,755301,58530.65378589568,47487.778607591266,local:Colombia_treecover2000.tif,Colombia_treecover2000,67963.82698939079,122011.32778903969,2026-09-20T09:50:08
18479,MORELIA,CAQUETÁ,16239.825665216618,180496,12536.395694701117,8844.680578884521,local:Colombia_treecover2000.tif,Colombia_treecover2000,16239.825665216618,46239.18744811225,2026-09-20T09:50:08
18592,PUERTO RICO,CAQUETÁ,320781.20783573156,3566643,300205.22014595417,267687.4300323279,local:Colombia_treecover2000.tif,Colombia_treecover2000,320781.20783573156,414396.1210558001,2026-09-20T09:50:08
18610,SAN JOSÉ DEL FRAGUA,CAQUETÁ,114158.33554775789,1268762,109794.9636781574,102634.45234641494,local:Colombia_treecover2000.tif,Colombia_treecover2000,114158.33554775789,131024.59675747428,2026-09-20T09:50:08
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,1684145.9404019427,18720669,1629403.1631771966,1555654.9850788743,local:Colombia_treecover2000.tif,Colombia_treecover2000,1684145.9404019427,2017012.8607589076,2026-09-20T09:50:08
18756,SOLANO,CAQUETÁ,4174101.4671288487,46380525,4143189.5189056285,4096399.3295658077,local:Colombia_treecover2000.tif,Colombia_treecover2000,4174101.4671288487,4223352.504312283,2026-09-20T09:50:08
18785,SOLITA,CAQUETÁ,30466.897550873175,338563,27811.88171121404,24140.264635942232,local:Colombia_treecover2000.tif,Colombia_treecover2000,30466.897550873175,47683.00390833371,2026-09-20T09:50:08
18860,VALPARAÍSO,CAQUETÁ,65586.43554780907,728858,56050.54517336478,44565.19944296409,local:Colombia_treecover2000.tif,Colombia_treecover2000,65586.43554780907,132991.70023349684,2026-09-20T09:50:08
19001,POPAYÁN,CAUCA,32484.398636393384,361275,27761.394502982,20186.76434463512,local:Colombia_treecover2000.tif,Colombia_treecover2000,32484.398636393384,48038.14100246186,2026-09-20T09:50:08
19022,ALMAGUER,CAUCA,17264.479448813436,191935,14774.026067138442,10785.194017223159,local:Colombia_treecover2000.tif,Colombia_treecover2000,17264.479448813436,23685.16478495775,2026-09-20T09:50:08
19050,ARGELIA,CAUCA,73038.3578620913,812210,70392.61333159565,64282.232286821876,local:Colombia_treecover2000.tif,Colombia_treecover2000,73038.3578620913,77645.54771869363,2026-09-20T09:50:08
19075,BALBOA,CAUCA,25227.56939716002,280494,21234.532716919788,16067.269877854174,local:Colombia_treecover2000.tif,Colombia_treecover2000,25227.56939716002,41355.225665021266,2026-09-20T09:50:08
19100,BOLÍVAR,CAUCA,41179.437306608306,457784,30952.479875913814,19651.150828345457,local:Colombia_treecover2000.tif,Colombia_treecover2000,41179.437306608306,79834.94220736866,2026-09-20T09:50:08
19110,BUENOS AIRES,CAUCA,31430.5947163521,349724,24558.671592166025,18734.815869160608,local:Colombia_treecover2000.tif,Colombia_treecover2000,31430.5947163521,43511.899893833644,2026-09-20T09:50:08
19130,CAJIBÍO,CAUCA,44344.252935935714,493240,38630.28506524557,28930.23250992849,local:Colombia_treecover2000.tif,Colombia_treecover2000,44344.252935935714,55255.13574078638,2026-09-20T09:50:08
19137,CALDONO,CAUCA,29251.710546986542,325410,25283.452575148505,18448.341686817435,local:Colombia_treecover2000.tif,Colombia_treecover2000,29251.710546986542,35485.57436559568,2026-09-20T09:50:08
19142,CALOTO,CAUCA,15098.705149968344,167998,10328.962237124877,7368.776739888651,local:Colombia_treecover2000.tif,Colombia_treecover2000,15098.705149968344,26487.14073213285,2026-09-20T09:50:08
19212,CORINTO,CAUCA,22640.488452129983,251937,19531.92493311426,14390.894739754924,local:Colombia_treecover2000.tif,Colombia_treecover2000,22640.488452129983,32597.54337796833,2026-09-20T09:50:08
19256,EL TAMBO,CAUCA,238280.38107789695,2650203,221521.20726628238,198655.94504252716,local:Colombia_treecover2000.tif,Colombia_treecover2000,238280.38107789695,274148.3485211987,2026-09-20T09:50:08
19290,FLORENCIA,CAUCA,2983.352127372532,33163,2335.8146675137136,1764.02589806516,local:Colombia_treecover2000.tif,Colombia_treecover2000,2983.352127372532,5669.489341766679,2026-09-20T09:50:08
19300,GUACHENÉ,CAUCA,2103.0141360245775,23402,732.7577367543378,292.42023593547924,local:Colombia_treecover2000.tif,Colombia_treecover2000,2103.0141360245775,10068.76016076231,2026-09-20T09:50:08
19318,GUAPI,CAUCA,251560.01166420465,2797593,251070.30084617718,248048.71273974405,local:Colombia_treecover2000.tif,Colombia_treecover2000,251560.01166420465,257088.66966520692,2026-09-20T09:50:08
19355,INZÁ,CAUCA,78951.34528096986,878072,72802.95265825695,46688.396926644535,local:Colombia_treecover2000.tif,Colombia_treecover2000,78951.34528096986,86641.15869973465,2026-09-20T09:50:08
19364,JAMBALÓ,CAUCA,19826.47464955809,220567,17378.00233516922,10974.611853005154,local:Colombia_treecover2000.tif,Colombia_treecover2000,19826.47464955809,23448.71114123094,2026-09-20T09:50:08
19392,LA SIERRA,CAUCA,15205.658642636572,169075,11901.301063878052,8023.072259297377,local:Colombia_treecover2000.tif,Colombia_treecover2000,15205.658642636572,20846.74193869471,2026-09-20T09:50:08
19397,LA VEGA,CAUCA,40911.29392454559,454861,36120.40347675542,24571.174128705767,local:Colombia_treecover2000.tif,Colombia_treecover2000,40911.29392454559,51634.693513901664,2026-09-20T09:50:08
19418,LÓPEZ DE MICAY,CAUCA,330568.3466087136,3678031,329706.2765772293,326081.8845681866,local:Colombia_treecover2000.tif,Colombia_treecover2000,330568.3466087136,337043.10758856614,2026-09-20T09:50:08
19450,MERCADERES,CAUCA,18516.946623914402,205844,9643.507497567798,4833.651992344774,local:Colombia_treecover2000.tif,Colombia_treecover2000,18516.946623914402,69854.50163018917,2026-09-20T09:50:08
19455,MIRANDA,CAUCA,10002.052306977454,111309,8042.380843931489,5495.430341997164,local:Colombia_treecover2000.tif,Colombia_treecover2000,10002.052306977454,18971.392181022326,2026-09-20T09:50:08
19473,MORALES,CAUCA,43391.77034624442,482714,38760.07428816044,31185.401056691113,local:Colombia_treecover2000.tif,Colombia_treecover2000,43391.77034624442,51174.10665860623,2026-09-20T09:50:08
19513,PADILLA,CAUCA,1229.2810095610826,13680,347.5789480706313,99.20625851658721,local:Colombia_treecover2000.tif,Colombia_treecover2000,1229.2810095610826,6970.042687022255,2026-09-20T09:50:08
19517,PÁEZ,CAUCA,151231.3584091073,1682258,139074.44973864406,99410.42528289184,local:Colombia_treecover2000.tif,Colombia_treecover2000,151231.3584091073,179317.8193317791,2026-09-20T09:50:08
19532,PATÍA,CAUCA,34446.29441006033,383015,24538.64907113877,15040.412416800607,local:Colombia_treecover2000.tif,Colombia_treecover2000,34446.29441006033,75584.1355765403,2026-09-20T09:50:08
19533,PIAMONTE,CAUCA,106442.77100914538,1182943,104990.23747502985,101428.95267903763,local:Colombia_treecover2000.tif,Colombia_treecover2000,106442.77100914538,110500.52354234023,2026-09-20T09:50:08
19548,PIENDAMÓ - TUNÍA,CAUCA,14818.02876235874,164830,13096.741563539385,9993.709412918583,local:Colombia_treecover2000.tif,Colombia_treecover2000,14818.02876235874,18134.033651909842,2026-09-20T09:50:08
19573,PUERTO TEJADA,CAUCA,1243.672449432751,13841,330.21480012444647,99.1998484787497,local:Colombia_treecover2000.tif,Colombia_treecover2000,1243.672449432751,10921.638334072843,2026-09-20T09:50:08
19585,PURACÉ,CAUCA,58276.14503864298,648023,51126.93044773722,29271.972990585084,local:Colombia_treecover2000.tif,Colombia_treecover2000,58276.14503864298,84855.22945381407,2026-09-20T09:50:08
