id,name,country,status,registrationDate,creditingPeriodStartDate,creditingPeriodEndDate,source,projectDetailUrl,cod_dane,municipalities
2290,BLUE CARBON PROJECT GULF OF MORROSQUILLO VIDA MANGLAR,CO,Registered,06/05/2021,15/05/2015,14/05/2045,manual_seed,https://registry.verra.org/app/projectDetail/VCS/2290,23500;23574;23672;23675;70221;70713;70820;70823,COVEÑAS;MOÑITOS;PUERTO ESCONDIDO;SAN ANTERO;SAN BERNARDO DEL VIENTO;SAN JOSÉ DE TOLUVIEJO;SAN ONOFRE;SANTIAGO DE TOLÚ
