timestamp,status,current,total,checkpoint_rows,latest_line
2026-04-13 11:46:25,RUNNING,47,1122,26928,Processing municipality 47/1122: ZAMBRANO (13894)
2026-04-13 11:47:25,RUNNING,48,1122,26928,Processing municipality 48/1122: TUNJA (15001)
2026-04-13 11:48:26,RUNNING,49,1122,26928,Processing municipality 49/1122: ALMEIDA (15022)
2026-04-13 11:49:26,RUNNING,50,1122,26928,Processing municipality 50/1122: AQUITANIA (15047)
2026-04-13 11:50:27,RUNNING,50,1122,26928,Processing municipality 50/1122: AQUITANIA (15047)
2026-04-13 11:51:27,RUNNING,51,1122,26928,Processing municipality 51/1122: ARCABUCO (15051)
2026-04-13 11:52:28,RUNNING,51,1122,26928,Processing municipality 51/1122: ARCABUCO (15051)
2026-04-13 11:53:28,RUNNING,52,1122,26928,Processing municipality 52/1122: BEL�N (15087)
2026-04-13 11:54:29,RUNNING,53,1122,26928,Processing municipality 53/1122: BERBEO (15090)
2026-04-13 11:55:29,RUNNING,53,1122,26928,Processing municipality 53/1122: BERBEO (15090)
2026-04-13 11:56:30,RUNNING,54,1122,26928,Processing municipality 54/1122: BET�ITIVA (15092)
2026-04-13 11:57:30,RUNNING,55,1122,26928,Processing municipality 55/1122: BOAVITA (15097)
2026-04-13 11:58:31,RUNNING,56,1122,26928,Processing municipality 56/1122: BOYAC� (15104)
2026-04-13 11:59:31,RUNNING,56,1122,26928,Processing municipality 56/1122: BOYAC� (15104)
2026-04-13 12:00:32,RUNNING,57,1122,26928,Processing municipality 57/1122: BRICE�O (15106)
2026-04-13 12:01:32,RUNNING,58,1122,26928,Processing municipality 58/1122: BUENAVISTA (15109)
2026-04-13 12:02:33,RUNNING,59,1122,26928,Processing municipality 59/1122: BUSBANZ� (15114)
2026-04-13 12:03:33,RUNNING,60,1122,26928,Processing municipality 60/1122: CALDAS (15131)
2026-04-13 12:04:34,RUNNING,60,1122,26928,Processing municipality 60/1122: CALDAS (15131)
2026-04-13 12:05:34,RUNNING,61,1122,26928,Processing municipality 61/1122: CAMPOHERMOSO (15135)
2026-04-13 12:06:35,RUNNING,62,1122,26928,Processing municipality 62/1122: CERINZA (15162)
2026-04-13 12:07:35,RUNNING,62,1122,26928,Processing municipality 62/1122: CERINZA (15162)
2026-04-13 12:08:36,RUNNING,63,1122,26928,Processing municipality 63/1122: CHINAVITA (15172)
2026-04-13 12:09:36,RUNNING,64,1122,26928,Processing municipality 64/1122: CHIQUINQUIR� (15176)
2026-04-13 12:10:37,RUNNING,64,1122,26928,Processing municipality 64/1122: CHIQUINQUIR� (15176)
2026-04-13 12:11:37,RUNNING,65,1122,26928,Processing municipality 65/1122: CHISCAS (15180)
2026-04-13 12:12:38,RUNNING,66,1122,26928,Processing municipality 66/1122: CHITA (15183)
2026-04-13 12:13:38,RUNNING,66,1122,26928,Processing municipality 66/1122: CHITA (15183)
2026-04-13 12:14:39,RUNNING,67,1122,26928,Processing municipality 67/1122: CHITARAQUE (15185)
2026-04-13 12:15:39,RUNNING,68,1122,26928,Processing municipality 68/1122: CHIVAT� (15187)
2026-04-13 12:16:40,RUNNING,69,1122,26928,Processing municipality 69/1122: CI�NEGA (15189)
2026-04-13 12:17:40,RUNNING,69,1122,26928,Processing municipality 69/1122: CI�NEGA (15189)
2026-04-13 12:18:41,RUNNING,70,1122,26928,Processing municipality 70/1122: C�MBITA (15204)
2026-04-13 12:19:41,RUNNING,71,1122,26928,Processing municipality 71/1122: COPER (15212)
2026-04-13 12:20:42,RUNNING,71,1122,26928,Processing municipality 71/1122: COPER (15212)
2026-04-13 12:21:42,RUNNING,72,1122,26928,Processing municipality 72/1122: CORRALES (15215)
2026-04-13 12:22:43,RUNNING,73,1122,26928,Processing municipality 73/1122: COVARACH�A (15218)
2026-04-13 12:23:43,RUNNING,73,1122,26928,Processing municipality 73/1122: COVARACH�A (15218)
2026-04-13 12:24:44,RUNNING,74,1122,26928,Processing municipality 74/1122: CUBAR� (15223)
2026-04-13 12:25:44,RUNNING,74,1122,26928,Processing municipality 74/1122: CUBAR� (15223)
2026-04-13 12:26:45,RUNNING,75,1122,26928,Processing municipality 75/1122: CUCAITA (15224)
2026-04-13 12:27:45,RUNNING,76,1122,26928,Processing municipality 76/1122: CU�TIVA (15226)
2026-04-13 12:28:46,RUNNING,76,1122,26928,Processing municipality 76/1122: CU�TIVA (15226)
2026-04-13 12:29:46,RUNNING,77,1122,26928,Processing municipality 77/1122: CH�QUIZA (15232)
2026-04-13 12:30:47,RUNNING,78,1122,26928,Processing municipality 78/1122: CHIVOR (15236)
2026-04-13 12:31:47,RUNNING,79,1122,26928,Processing municipality 79/1122: DUITAMA (15238)
2026-04-13 12:32:48,RUNNING,79,1122,26928,Processing municipality 79/1122: DUITAMA (15238)
2026-04-13 12:33:48,RUNNING,80,1122,26928,Processing municipality 80/1122: EL COCUY (15244)
2026-04-13 12:34:49,RUNNING,81,1122,26928,Processing municipality 81/1122: EL ESPINO (15248)
2026-04-13 12:35:49,RUNNING,81,1122,26928,Processing municipality 81/1122: EL ESPINO (15248)
2026-04-13 12:36:50,RUNNING,82,1122,26928,Processing municipality 82/1122: FIRAVITOBA (15272)
2026-04-13 12:37:50,RUNNING,83,1122,26928,Processing municipality 83/1122: FLORESTA (15276)
2026-04-13 12:38:51,RUNNING,84,1122,26928,Processing municipality 84/1122: GACHANTIV� (15293)
2026-04-13 12:39:51,RUNNING,84,1122,26928,Processing municipality 84/1122: GACHANTIV� (15293)
2026-04-13 12:40:52,RUNNING,85,1122,26928,Processing municipality 85/1122: G�MEZA (15296)
2026-04-13 12:41:52,RUNNING,86,1122,26928,Processing municipality 86/1122: GARAGOA (15299)
2026-04-13 12:42:53,RUNNING,86,1122,26928,Processing municipality 86/1122: GARAGOA (15299)
2026-04-13 12:43:53,RUNNING,87,1122,26928,Processing municipality 87/1122: GUACAMAYAS (15317)
2026-04-13 12:44:54,RUNNING,88,1122,26928,Processing municipality 88/1122: GUATEQUE (15322)
2026-04-13 12:45:54,RUNNING,88,1122,26928,Processing municipality 88/1122: GUATEQUE (15322)
2026-04-13 12:46:55,RUNNING,89,1122,26928,Processing municipality 89/1122: GUAYAT� (15325)
2026-04-13 12:47:56,RUNNING,90,1122,26928,Processing municipality 90/1122: G�IC�N DE LA SIERRA (15332)
2026-04-13 12:48:56,RUNNING,90,1122,26928,Processing municipality 90/1122: G�IC�N DE LA SIERRA (15332)
2026-04-13 12:49:57,RUNNING,91,1122,26928,Processing municipality 91/1122: IZA (15362)
2026-04-13 12:50:57,RUNNING,92,1122,26928,Processing municipality 92/1122: JENESANO (15367)
2026-04-13 12:51:58,RUNNING,93,1122,26928,Processing municipality 93/1122: JERIC� (15368)
2026-04-13 12:52:58,RUNNING,93,1122,26928,Processing municipality 93/1122: JERIC� (15368)
2026-04-13 12:53:59,RUNNING,94,1122,26928,Processing municipality 94/1122: LABRANZAGRANDE (15377)
2026-04-13 12:54:59,RUNNING,95,1122,26928,Processing municipality 95/1122: LA CAPILLA (15380)
2026-04-13 12:56:00,RUNNING,95,1122,26928,Processing municipality 95/1122: LA CAPILLA (15380)
