covariable,media_tratados_antes,media_tratados_despues,media_controles_antes,media_controles_despues,dif_estandarizada_antes,dif_estandarizada_despues,razon_varianzas_antes,razon_varianzas_despues,ecdf_media_antes,ecdf_media_despues,ecdf_max_antes,ecdf_max_despues,mejora_abs
distance,0.2719324787053731,0.24083052596556684,0.053698466608895754,0.2406779934941389,0.9434147546998931,6.593902698005559e-4,7.00503993679953,0.9990695123918447,0.35909588495795386,0.004831163988739369,0.5768895855102751,0.04109589041095898,0.9427553644300926
log_defor_pre_media,5.232274370514647,5.227221494004707,3.814526303510813,5.067202595879971,0.9167157472395073,0.10346820227155545,0.9948266831902359,1.0841233516368471,0.24253584434095002,0.026421141674228744,0.3575409265064437,0.07738356190512523,0.8132475449679519
defor_pre_tendencia,0.3384597224405724,0.2914725806364328,0.13950428853669572,0.3022097694720109,0.34337487984041887,-0.018531189894626363,0.7606769001791277,0.9119332553054587,0.0768079057641865,0.03171926542206674,0.14019505398815738,0.1021854844277847,0.3248436899457925
log_baseline_forest,11.588328032886453,11.526067007165006,9.634199139058223,11.495001519725125,1.2191934011666494,0.019381954491512064,1.1908744127105622,1.220199593827233,0.32796843789762503,0.016572268067325886,0.5346569139672588,0.06849064790956083,1.1998114466751373
temp_media_c_base,22.049047743377578,21.96380753268716,19.456674480384322,21.86627239283593,0.5761525195594822,0.021677093099620397,0.8016947686836747,1.4081614998245549,0.14869231956670378,0.051474517547082176,0.34838533114395176,0.18091183796285037,0.5544754264598618
prec_anual_mm_base,3472.108275950488,3255.522529001481,1842.2558397654582,3331.009574151021,0.8172053419889155,-0.03784908079872283,4.1071169788593584,1.0543448922794196,0.282934553817073,0.02263192366560996,0.47994725580932474,0.11963264178300796,0.7793562611901926
altura_base,580.4935064935065,606.1643835616438,1173.360153256705,636.2250365507772,-0.7425595347486935,-0.037650666671367884,0.7605681169048626,1.1935616856205884,0.21781309947454155,0.04868148662187401,0.4209583519928348,0.1783815718305393,0.7049088680773257
discapital_base,106.49623294805194,106.29594660273973,79.48199656618775,106.16960284245397,0.3566408352663454,0.0016679851157760611,1.659779081066912,0.9650778533158749,0.13240490991960874,0.020398941224239145,0.24502413295516737,0.08798034792252885,0.35497285015056934
disbogota_base,378.87647732467536,380.9207906027397,317.19269693965515,378.9344371881178,0.38191116553904675,0.012298379622902525,0.6769189772759066,0.7703453637451688,0.1191279256216125,0.023656869396295875,0.24761158381848034,0.08745135400952009,0.3696127859161442
distancia_mercado_base,142.12438001298702,145.56988987671232,63.03616514386974,143.62748831125478,0.4943310143768957,0.012140738512923965,2.875389732996588,0.7643356061245594,0.17710417972363665,0.05188342443818248,0.35241578345026614,0.12220939904976126,0.48219027586397173
H_coca_base,400.6764935064935,419.2845205479452,101.59577586206898,369.0401581056051,0.23268891911208991,0.03909080625546692,3.0220262143001264,0.9782455570968581,0.1368982103464861,0.01965394037931603,0.24731303179579034,0.05322550356796926,0.19359811285662298
homicidios_base,50.298701298701296,49.28767123287671,17.955938697318008,49.77715102949149,0.14303898166008702,-0.002164771529070625,6.272307077488183,0.8081257062942637,0.06232015291872147,0.02503003112237615,0.1540652833756281,0.10190978033855697,0.1408742101310164
o_desplaza_base,1290.4935064935064,1144.8082191780823,559.1149425287356,1090.6841053584847,0.3435703817791229,0.025425194782372044,2.1930320959347944,1.0819931830154175,0.21122641552108629,0.030260993394124136,0.3274244912175946,0.0876002472948837,0.3181451869967509
