covariable,media_tratados_antes,media_tratados_despues,media_controles_antes,media_controles_despues,dif_estandarizada_antes,dif_estandarizada_despues,razon_varianzas_antes,razon_varianzas_despues,ecdf_media_antes,ecdf_media_despues,ecdf_max_antes,ecdf_max_despues,mejora_abs
distance,0.28440587321880456,0.2501655625667087,0.04269169506481622,0.2494632236179381,1.0092333279111738,0.0029324877837236577,8.891890969870873,1.0113708050404424,0.37729978354978355,0.0066547419202882385,0.6204004329004329,0.05084745762711866,1.0063008401274502
log_defor_pre_media,5.185276850475609,5.212360225907991,3.7248353468756585,5.123385647066795,0.8719174399368501,0.053119886562691246,1.13510912017172,0.9608667450426214,0.23903204041765366,0.028144752263390884,0.37031024531024537,0.08108511405863651,0.8187975533741588
defor_pre_tendencia,0.2055947980346928,0.20888791040048812,-0.02583230610310955,0.09761615190144492,0.3985445481830079,0.19162298591492485,0.820025081131778,1.0611424900086905,0.09926632637388455,0.05587539315342386,0.22118506493506496,0.19005737942411086,0.20692156226808303
log_baseline_forest,11.763000592740486,11.697807971753205,9.647045208064826,11.614444627627085,1.2894624220968267,0.050801590813047706,1.2450333975465036,1.3195667031321374,0.345363252703369,0.01474007082113793,0.5806277056277056,0.09624800811241487,1.238660831283779
temp_media_c_base,22.71270665155816,22.65223377447887,19.45217846438714,22.606347286386047,0.823618639391036,0.011591056638658984,0.6197079670074452,1.5058704568806287,0.1822086748948451,0.04955870152706136,0.4113005050505051,0.1571003297794635,0.812027582752377
prec_anual_mm_base,3683.8246204328707,3430.1992958676515,1849.6881312357805,3630.2237507502946,0.9223912500613135,-0.10059273563812085,3.95838772404845,0.9517095939219455,0.3139421300653185,0.030023475076455072,0.5427489177489178,0.14173619427452874,0.8217985144231926
altura_base,463.55555555555554,487.3898305084746,1172.7916666666667,513.3361944361051,-0.9975123398643766,-0.036492527364231496,0.6026683025177147,1.2483004857828688,0.2582505060613641,0.04658783141931139,0.4709145021645021,0.19247059281360068,0.9610198125001451
discapital_base,111.2727833968254,111.34880540677966,79.53617190160985,113.33969377721668,0.40887894500431393,-0.025649629817864002,1.7404341087899644,1.3363487003550405,0.15605709182578992,0.03464120665243427,0.2815656565656566,0.10304021906965517,0.3832293151864499
disbogota_base,389.6205054603174,392.8783187118644,317.51085058238635,384.28169854543194,0.42801884901996234,0.05102666869404636,0.7423908977429153,1.0886556457655734,0.12956959893619088,0.03412840768323928,0.25915404040404044,0.1378361810473742,0.37699218032591597
distancia_mercado_base,156.3605487936508,161.58880125423727,63.26350828333333,125.2004984087804,0.562618421234604,0.21990741473729986,3.05226074061417,1.4013239184000166,0.22020681433970787,0.05067330375419416,0.40530303030303033,0.17384798006551988,0.3427110064973042
H_coca_base,466.94428571428574,494.46050847457633,101.5828409090909,433.66957515616053,0.25928037821136146,0.04314055685603199,3.6682963287475094,1.3000791465176145,0.14838249464927325,0.04259449553788887,0.2829635642135643,0.09964458888509524,0.21613982135532947
homicidios_base,26.46031746031746,23.593220338983052,19.832386363636363,25.06141935582064,0.09323790101083591,-0.02065377454884187,0.4389311693548592,0.20228995928728555,0.04742973876228599,0.03272476755517794,0.13798701298701305,0.10412263337950431,0.07258412646199404
o_desplaza_base,1289.2063492063492,1108.864406779661,568.4176136363636,1066.8298611067723,0.3454213961127013,0.020144087628964528,2.05392286680685,0.9591078376016454,0.2179072068442507,0.027203472890681906,0.3449675324675325,0.10297403544828987,0.32527730848373676
