COD_DANE,peso_psm,subclase
05001,2.7329545454545454,29
05002,0.2208448117539027,25
05004,0.428698752228164,24
05021,0.2208448117539027,25
05030,0.06875357347055461,34
05031,0.993801652892562,19
05034,0.662534435261708,1
05036,0.15396927016645326,3
05038,0.662534435261708,1
05040,3.6439393939393936,26
05042,0.2208448117539027,25
05044,0.06875357347055461,34
05045,0.662534435261708,1
05051,0.2208448117539027,25
05055,0.428698752228164,24
05059,0.15396927016645326,3
05079,0.2208448117539027,25
05086,0.06875357347055461,34
05088,0.06875357347055461,34
05091,0.428698752228164,24
05093,0.06875357347055461,34
05101,0.428698752228164,24
05107,0.7052785923753665,20
05113,0.06875357347055461,34
05120,3.6439393939393936,26
05125,0.06875357347055461,34
05129,0.06875357347055461,34
05134,1,1
05138,0.428698752228164,24
05142,0.2208448117539027,25
05145,0.15396927016645326,3
05147,0.662534435261708,1
05148,0.428698752228164,24
05150,0.2208448117539027,25
05154,2.7329545454545454,29
05172,0.7287878787878787,18
05190,0.06875357347055461,34
05197,0.428698752228164,24
05206,0.2208448117539027,25
05209,0.06875357347055461,34
05212,0.15396927016645326,3
05234,3.6439393939393936,26
05237,0.2208448117539027,25
05240,0.06875357347055461,34
05250,0.993801652892562,19
05264,0.06875357347055461,34
05266,0.06875357347055461,34
05282,0.06875357347055461,34
05284,0.993801652892562,19
05306,0.15396927016645326,3
05308,0.15396927016645326,3
05310,0.7052785923753665,20
05313,0.2208448117539027,25
05315,0.2208448117539027,25
05318,0.06875357347055461,34
05321,0.06875357347055461,34
05347,0.06875357347055461,34
05353,0.06875357347055461,34
05361,3.6439393939393936,26
05364,0.2208448117539027,25
05368,0.06875357347055461,34
05376,0.06875357347055461,34
05380,0.15183080808080807,33
05390,0.15183080808080807,33
05400,0.06875357347055461,34
05411,0.06875357347055461,34
05425,0.428698752228164,24
05440,0.06875357347055461,34
05467,0.15396927016645326,3
05475,3.6439393939393936,27
05480,1,10
05483,0.2208448117539027,25
05490,0.7052785923753665,20
05495,1.5616883116883116,22
05501,0.15183080808080807,33
05541,0.06875357347055461,34
05543,0.06875357347055461,34
05576,0.06875357347055461,34
05579,0.7052785923753665,20
05585,0.428698752228164,24
05591,0.06875357347055461,34
05604,0.993801652892562,19
05607,0.2208448117539027,25
05615,0.06875357347055461,34
05628,0.2208448117539027,25
05631,0.15183080808080807,33
05642,1.6818181818181819,2
05647,0.2208448117539027,25
05649,0.7287878787878787,18
05652,0.7287878787878787,18
05656,0.15396927016645326,3
05658,0.06875357347055461,34
05659,0.06875357347055461,34
05660,2.7329545454545454,29
05664,0.06875357347055461,34
05665,0.06875357347055461,34
05667,0.662534435261708,1
05670,0.662534435261708,1
05674,0.06875357347055461,34
05679,0.06875357347055461,34
05686,0.662534435261708,1
05690,0.662534435261708,1
05697,0.06875357347055461,34
05736,3.6439393939393936,17
05756,1,20
05761,0.06875357347055461,34
05789,0.06875357347055461,34
05790,0.993801652892562,19
05792,0.06875357347055461,34
05809,0.06875357347055461,34
05819,0.06875357347055461,34
05837,1.5616883116883116,22
05842,0.2208448117539027,25
05847,0.993801652892562,19
05854,0.993801652892562,19
05856,0.06875357347055461,34
05858,0.662534435261708,1
05861,0.06875357347055461,34
05873,21.863636363636363,8
05885,0.428698752228164,24
05887,1.5616883116883116,22
05890,0.7287878787878787,18
05893,1,29
05895,7.287878787878787,23
08001,1,33
08078,0.15183080808080807,33
08296,0.15183080808080807,33
08372,0.15396927016645326,3
08421,0.15396927016645326,3
08433,0.15183080808080807,33
08436,0.15183080808080807,33
08549,0.15396927016645326,3
08573,0.15183080808080807,33
08606,0.15396927016645326,3
08638,0.06875357347055461,34
08832,0.06875357347055461,34
08849,0.15183080808080807,33
11001,0.662534435261708,1
13001,0.06875357347055461,34
13006,0.7287878787878787,18
13030,0.06875357347055461,34
13042,0.428698752228164,24
13052,0.06875357347055461,34
13062,0.15183080808080807,33
13074,0.06875357347055461,34
13140,0.15396927016645326,3
13160,0.7052785923753665,20
13212,0.15396927016645326,3
13222,0.15183080808080807,33
13244,0.06875357347055461,34
13248,0.06875357347055461,34
13268,0.06875357347055461,34
13300,0.15396927016645326,3
13430,0.06875357347055461,34
13433,0.15396927016645326,3
13440,0.06875357347055461,34
13442,0.06875357347055461,34
13458,5.465909090909091,4
13468,0.06875357347055461,34
13473,0.662534435261708,1
13490,0.2208448117539027,25
13549,0.2208448117539027,25
13580,0.06875357347055461,34
13600,1.6818181818181819,2
13647,0.15396927016645326,3
13650,0.06875357347055461,34
13654,0.2208448117539027,25
13655,0.7287878787878787,18
13657,0.2208448117539027,25
13667,0.2208448117539027,25
13670,1.5616883116883116,22
13673,0.15396927016645326,3
13683,0.15396927016645326,3
13688,0.993801652892562,19
13744,0.662534435261708,1
13780,0.15183080808080807,33
13810,0.7052785923753665,20
13836,0.15396927016645326,3
13838,0.15183080808080807,33
13873,0.15396927016645326,3
13894,0.06875357347055461,34
15022,0.15396927016645326,3
15047,0.2208448117539027,25
15051,0.15183080808080807,33
15087,0.15183080808080807,33
15090,0.15396927016645326,3
15092,0.15183080808080807,33
15097,0.15183080808080807,33
15106,0.06875357347055461,34
15109,0.15396927016645326,3
15131,0.15183080808080807,33
15135,0.2208448117539027,25
15172,0.15396927016645326,3
15176,0.15396927016645326,3
15180,0.06875357347055461,34
15183,0.06875357347055461,34
15185,0.06875357347055461,34
15204,0.15183080808080807,33
15212,0.06875357347055461,34
15223,1.5616883116883116,22
15236,1,34
15238,0.15396927016645326,3
15244,0.15183080808080807,33
15248,0.15183080808080807,33
15293,0.15183080808080807,33
15296,0.15183080808080807,33
15299,0.06875357347055461,34
15317,0.15183080808080807,33
15325,0.15396927016645326,3
15332,0.06875357347055461,34
15368,0.15183080808080807,33
15377,0.428698752228164,24
15401,0.15183080808080807,33
15403,0.15183080808080807,33
15407,0.15183080808080807,33
15425,0.06875357347055461,34
15442,0.06875357347055461,34
15455,0.06875357347055461,34
15464,0.06875357347055461,34
15469,0.06875357347055461,34
15480,0.06875357347055461,34
15507,1.6818181818181819,2
15514,0.2208448117539027,25
15516,0.15396927016645326,3
15518,1.6818181818181819,2
15531,0.06875357347055461,34
15533,0.2208448117539027,25
15537,0.15183080808080807,33
15542,0.15396927016645326,3
15550,0.428698752228164,24
15572,0.428698752228164,24
15580,0.06875357347055461,34
15599,0.15183080808080807,33
15600,0.15183080808080807,33
15621,0.06875357347055461,34
15632,0.15396927016645326,3
15646,0.15183080808080807,33
15660,0.15396927016645326,3
15664,0.06875357347055461,34
15667,0.428698752228164,24
15673,0.15183080808080807,33
15676,0.15183080808080807,33
15681,0.06875357347055461,34
15686,0.06875357347055461,34
15690,0.06875357347055461,34
15693,0.15183080808080807,33
15720,0.15183080808080807,33
15753,0.15183080808080807,33
15755,0.06875357347055461,34
15757,0.15183080808080807,33
15759,0.15183080808080807,33
15761,0.15396927016645326,3
15763,0.06875357347055461,34
15774,0.15183080808080807,33
15790,0.15396927016645326,3
15808,0.15183080808080807,33
15816,0.06875357347055461,34
15822,0.15183080808080807,33
15832,0.15396927016645326,3
15842,0.15183080808080807,33
15861,0.15183080808080807,33
15897,0.06875357347055461,34
17001,0.2208448117539027,25
17013,0.06875357347055461,34
17042,0.06875357347055461,34
17050,0.06875357347055461,34
17088,0.06875357347055461,34
17174,0.06875357347055461,34
17272,0.06875357347055461,34
17380,0.06875357347055461,34
17388,0.15183080808080807,33
17433,0.06875357347055461,34
17442,0.15183080808080807,33
17444,0.06875357347055461,34
17446,0.06875357347055461,34
17486,0.06875357347055461,34
17495,1.6818181818181819,2
17513,0.06875357347055461,34
17524,0.06875357347055461,34
17541,0.428698752228164,24
17614,0.2208448117539027,25
17616,0.06875357347055461,34
17653,0.06875357347055461,34
17662,0.7052785923753665,20
17665,0.15396927016645326,3
17777,0.06875357347055461,34
17867,0.7052785923753665,20
17873,0.2208448117539027,25
17877,0.06875357347055461,34
18001,3.6439393939393936,17
18029,0.662534435261708,1
18094,0.993801652892562,19
18150,1,35
18205,0.7287878787878787,18
18247,1.5616883116883116,22
18256,0.993801652892562,19
18410,7.287878787878787,23
18460,0.993801652892562,19
18479,0.428698752228164,24
18592,5.465909090909091,4
18610,5.465909090909091,4
18753,87.45454545454545,35
18756,1,36
18785,0.7052785923753665,20
18860,0.7287878787878787,18
19001,1.6818181818181819,2
19022,0.06875357347055461,34
19050,1.5616883116883116,22
19075,0.2208448117539027,25
19100,0.7052785923753665,20
19110,0.2208448117539027,25
19130,0.662534435261708,1
19137,0.2208448117539027,25
19142,0.06875357347055461,34
19212,0.06875357347055461,34
19256,3.6439393939393936,27
19290,0.15396927016645326,3
19318,1,35
19355,0.428698752228164,24
19364,0.06875357347055461,34
19392,0.06875357347055461,34
19397,0.06875357347055461,34
19450,0.06875357347055461,34
19455,0.15396927016645326,3
19473,0.06875357347055461,34
19517,0.993801652892562,19
19532,0.428698752228164,24
19533,21.863636363636363,32
19548,0.06875357347055461,34
19585,1,2
19622,0.06875357347055461,34
19693,0.06875357347055461,34
19698,0.2208448117539027,25
19701,0.428698752228164,24
19743,0.2208448117539027,25
19760,0.06875357347055461,34
19780,0.7287878787878787,18
19785,0.06875357347055461,34
19807,0.06875357347055461,34
19809,10.931818181818182,12
19821,0.06875357347055461,34
19824,0.06875357347055461,34
20001,0.7287878787878787,18
20011,0.06875357347055461,34
20013,0.428698752228164,24
20032,0.06875357347055461,34
20045,0.428698752228164,24
20060,0.06875357347055461,34
20175,0.428698752228164,24
20178,0.428698752228164,24
20228,1.6818181818181819,2
20238,0.2208448117539027,25
20250,0.06875357347055461,34
20295,0.15183080808080807,33
20310,0.15183080808080807,33
20383,0.06875357347055461,34
20400,1.6818181818181819,2
20443,0.06875357347055461,34
20517,0.06875357347055461,34
20550,0.06875357347055461,34
20570,0.7287878787878787,18
20614,0.06875357347055461,34
20621,0.428698752228164,24
20710,0.06875357347055461,34
20750,0.06875357347055461,34
20770,0.06875357347055461,34
20787,0.06875357347055461,34
23001,0.2208448117539027,25
23068,0.7052785923753665,20
23079,0.06875357347055461,34
23090,0.06875357347055461,34
23168,0.15183080808080807,33
23182,0.15396927016645326,3
23189,0.06875357347055461,34
23350,0.15396927016645326,3
23417,0.06875357347055461,34
23419,0.06875357347055461,34
23464,0.15183080808080807,33
23466,0.7052785923753665,20
23500,0.06875357347055461,34
23555,0.06875357347055461,34
23570,0.06875357347055461,34
23574,0.06875357347055461,34
23580,1.5616883116883116,22
23660,0.15396927016645326,3
23670,0.15183080808080807,33
23672,1,3
23675,0.15396927016645326,3
23678,0.428698752228164,24
23682,0.662534435261708,1
23686,0.15396927016645326,3
23807,5.465909090909091,21
23815,0.15183080808080807,33
23855,0.06875357347055461,34
25019,0.15183080808080807,33
25035,0.15183080808080807,33
25040,0.15183080808080807,33
25053,0.15396927016645326,3
25086,0.15396927016645326,3
25095,0.15183080808080807,33
25120,0.06875357347055461,34
25148,0.06875357347055461,34
25151,0.15183080808080807,33
25154,0.15396927016645326,3
25168,0.15396927016645326,3
25178,0.15183080808080807,33
25181,0.15396927016645326,3
25183,0.15183080808080807,33
25200,0.15183080808080807,33
25245,0.15396927016645326,3
25258,0.15396927016645326,3
25269,0.15183080808080807,33
25279,0.06875357347055461,34
25281,0.15183080808080807,33
25290,0.15396927016645326,3
25293,0.2208448117539027,25
25297,0.06875357347055461,34
25299,0.15396927016645326,3
25307,0.15183080808080807,33
25312,0.15396927016645326,3
25317,0.15183080808080807,33
25320,0.06875357347055461,34
25322,0.15396927016645326,3
25324,0.15183080808080807,33
