COD_DANE,peso_psm,subclase
05001,1,1
05004,0.20398009950248755,44
05021,0.8304904051172707,22
05030,0.0861249309010503,7
05031,1.2918739635157546,5
05034,1,12
05036,0.0861249309010503,7
05038,1.453358208955224,30
05040,1.6609808102345414,53
05042,0.1875300914780934,43
05044,0.06962195012959156,59
05045,1.6609808102345414,4
05051,0.20398009950248755,44
05055,0.20398009950248755,44
05079,1,22
05086,0.06962195012959156,59
05088,0.1875300914780934,43
05091,0.298124760811328,34
05093,0.06962195012959156,59
05101,0.298124760811328,34
05107,1.453358208955224,30
05113,0.06962195012959156,59
05125,0.5055158987670344,41
05129,0.06962195012959156,59
05134,1,30
05138,0.298124760811328,34
05142,0.20398009950248755,44
05145,0.0861249309010503,7
05147,1.6609808102345414,38
05148,0.20398009950248755,44
05150,1.056987788331072,35
05154,0.9689054726368158,37
05172,1.6609808102345414,4
05190,0.0861249309010503,7
05197,1.6609808102345414,14
05206,0.5055158987670344,56
05209,0.06962195012959156,59
05212,0.0861249309010503,7
05234,1.6609808102345414,3
05237,1.9378109452736316,13
05240,0.06962195012959156,59
05250,11.626865671641792,29
05264,0.06962195012959156,59
05266,0.1875300914780934,43
05282,0.06962195012959156,59
05284,1.6609808102345414,45
05306,0.0861249309010503,7
05308,0.0861249309010503,7
05310,1.6609808102345414,14
05313,1.056987788331072,35
05315,0.5055158987670344,56
05318,0.0861249309010503,7
05321,0.06962195012959156,59
05347,0.0861249309010503,7
05353,0.0861249309010503,7
05361,1.6609808102345414,3
05364,1,41
05368,0.06962195012959156,59
05376,0.1875300914780934,43
05400,0.06962195012959156,59
05411,0.06962195012959156,59
05425,0.298124760811328,34
05440,0.06962195012959156,59
05467,0.0861249309010503,7
05475,1.6609808102345414,53
05480,1,51
05483,0.8304904051172707,31
05490,2.3253731343283586,40
05495,0.9689054726368158,37
05541,0.1875300914780934,43
05543,0.8304904051172707,47
05576,0.0861249309010503,7
05579,1,57
05585,0.298124760811328,34
05591,1.056987788331072,35
05604,1.6609808102345414,53
05607,0.8304904051172707,22
05615,0.1875300914780934,43
05628,0.5055158987670344,41
05642,0.20398009950248755,44
05647,0.20398009950248755,44
05649,0.9689054726368158,37
05652,0.6839332748024582,36
05656,1.1626865671641793,15
05658,0.06962195012959156,59
05659,1.9378109452736316,11
05660,1.2918739635157546,5
05664,0.0861249309010503,7
05665,0.8304904051172707,22
05667,2.906716417910448,58
05670,1,58
05674,0.5055158987670344,41
05679,1,59
05686,0.298124760811328,34
05690,0.298124760811328,34
05697,0.0861249309010503,7
05736,11.626865671641792,42
05756,1,2
05761,0.0861249309010503,7
05789,0.1875300914780934,43
05790,0.9689054726368158,37
05792,0.0861249309010503,7
05809,0.0861249309010503,7
05819,0.06962195012959156,59
05837,1,3
05842,0.5055158987670344,56
05847,1.2918739635157546,5
05854,2.3253731343283586,40
05856,0.06962195012959156,59
05858,1,4
05861,0.06962195012959156,59
05873,1.1626865671641793,52
05885,0.298124760811328,34
05887,0.9689054726368158,37
05890,0.6839332748024582,36
05893,1,5
05895,11.626865671641792,50
08001,1,6
08078,0.0861249309010503,7
08296,0.0861249309010503,7
08372,0.0861249309010503,7
08421,0.0861249309010503,7
08549,0.06962195012959156,59
08606,0.0861249309010503,7
08638,0.1875300914780934,43
08832,0.06962195012959156,59
11001,1.2918739635157546,5
13001,0.5055158987670344,56
13006,0.6839332748024582,36
13030,0.1875300914780934,43
13042,0.298124760811328,34
13052,0.1875300914780934,43
13074,0.1875300914780934,43
13140,0.0861249309010503,7
13160,2.3253731343283586,55
13212,0.06962195012959156,59
13244,1.6609808102345414,38
13248,0.1875300914780934,43
13268,0.8304904051172707,47
13300,0.0861249309010503,7
