COD_DANE,peso_psm,subclase
05001,1.7377049180327868,30
05002,0.3390643742502999,11
05004,0.28370692539310804,33
05021,0.3390643742502999,11
05030,0.14185346269655402,7
05031,1.3901639344262298,35
05034,1,1
05036,0.18054077070470514,12
05038,13.901639344262295,31
05040,1.9859484777517564,40
05042,0.5792349726775956,42
05044,0.07766278963275025,55
05045,1.7377049180327868,30
05051,0.3971896955503513,39
05055,0.28370692539310804,33
05059,0.5560655737704918,6
05079,1,11
05086,0.07766278963275025,55
05088,0.07766278963275025,55
05091,0.4344262295081967,10
05093,0.07766278963275025,55
05101,0.4344262295081967,10
05107,1.7377049180327868,1
05113,0.07766278963275025,55
05120,1,21
05125,0.33099141295862605,43
05129,0.07766278963275025,55
05134,1,32
05138,0.4344262295081967,10
05142,0.28370692539310804,33
05145,0.18054077070470514,12
05147,0.4344262295081967,10
05148,0.28370692539310804,33
05150,0.8177434908389586,51
05154,0.8177434908389586,34
05172,1.7377049180327868,54
05190,0.14185346269655402,7
05197,1.7377049180327868,1
05206,1.1584699453551912,41
05209,0.07766278963275025,55
05212,0.14185346269655402,7
05234,3.4754098360655736,5
05237,0.3390643742502999,11
05240,0.07766278963275025,55
05250,6.950819672131147,3
05264,0.07766278963275025,55
05266,0.07766278963275025,55
05282,0.07766278963275025,55
05284,0.8177434908389586,34
05306,0.14185346269655402,7
05308,0.18054077070470514,12
05310,2.7803278688524595,2
05313,0.3390643742502999,11
05315,0.3971896955503513,39
05318,0.14185346269655402,7
05321,0.07766278963275025,55
05347,0.14185346269655402,7
05353,0.18054077070470514,12
05361,3.4754098360655736,44
05364,1,43
05368,0.07766278963275025,55
05376,0.33099141295862605,43
05400,0.07766278963275025,55
05411,0.07766278963275025,55
05425,6.950819672131147,29
05440,0.07766278963275025,55
05467,0.07766278963275025,55
05475,1.9859484777517564,40
05480,1,50
05483,0.3390643742502999,11
05490,2.3169398907103824,53
05495,1.3901639344262298,35
05541,0.5792349726775956,42
05543,0.5792349726775956,42
05576,0.14185346269655402,7
05579,1,53
05585,1.7377049180327868,1
05591,0.3971896955503513,39
05604,13.901639344262295,38
05607,0.8177434908389586,51
05615,0.33099141295862605,43
05628,0.33099141295862605,43
05642,0.28370692539310804,33
05647,0.3971896955503513,39
05649,0.8177434908389586,34
05652,0.8177434908389586,34
05656,0.14185346269655402,7
05658,0.14185346269655402,7
05659,0.33099141295862605,43
05660,6.950819672131147,3
05664,0.07766278963275025,55
05665,0.3390643742502999,11
05667,1.7377049180327868,30
05670,1,54
05674,0.33099141295862605,43
05679,1,55
05686,0.4344262295081967,10
05690,0.4344262295081967,10
05697,0.14185346269655402,7
05736,13.901639344262295,21
05756,1,2
05761,0.14185346269655402,7
05789,0.07766278963275025,55
05790,0.8177434908389586,34
05792,0.14185346269655402,7
05809,0.14185346269655402,7
05819,0.07766278963275025,55
05837,1,3
05842,0.8177434908389586,51
05847,1.3901639344262298,35
05854,1.0693568726355613,37
05856,0.07766278963275025,55
05858,1,4
05861,0.07766278963275025,55
05873,1.3901639344262298,15
05885,1.9859484777517564,32
05887,0.8177434908389586,34
05890,1.0693568726355613,37
05893,1,5
05895,1.3901639344262298,15
08001,1,6
08078,0.18054077070470514,12
08296,0.14185346269655402,7
08372,0.14185346269655402,7
08421,0.14185346269655402,7
08433,0.3971896955503513,13
08436,0.3971896955503513,13
08549,0.07766278963275025,55
08573,0.3971896955503513,13
08606,0.18054077070470514,12
08638,0.07766278963275025,55
08832,0.07766278963275025,55
08849,0.3971896955503513,13
11001,0.28370692539310804,33
13001,0.3390643742502999,11
13006,2.3169398907103824,53
13030,0.5792349726775956,42
13042,0.4344262295081967,10
13052,0.33099141295862605,43
13062,0.18054077070470514,12
13074,0.5792349726775956,42
13140,0.14185346269655402,7
13160,1.5446265938069215,4
13212,0.07766278963275025,55
13222,0.18054077070470514,12
13244,0.28370692539310804,33
13248,0.33099141295862605,43
13268,0.28370692539310804,33
13300,0.18054077070470514,12
13430,0.5792349726775956,42
13433,0.18054077070470514,12
13440,0.07766278963275025,55
13442,0.3390643742502999,11
13458,4.633879781420765,46
13468,0.14185346269655402,7
13473,2.7803278688524595,2
13490,0.28370692539310804,33
13549,0.8177434908389586,51
13580,0.5792349726775956,42
13600,0.4344262295081967,10
13647,0.18054077070470514,12
13650,0.14185346269655402,7
13654,0.28370692539310804,33
13655,1.0693568726355613,37
13657,0.28370692539310804,33
13667,0.3971896955503513,39
13670,0.8177434908389586,34
13673,0.14185346269655402,7
13683,0.14185346269655402,7
13688,0.8177434908389586,34
13744,1.7377049180327868,54
13810,1.7377049180327868,54
13836,0.14185346269655402,7
13838,0.18054077070470514,12
13873,0.18054077070470514,12
13894,0.3390643742502999,11
15022,0.18054077070470514,12
15047,0.8177434908389586,51
15090,0.3971896955503513,13
15106,0.07766278963275025,55
15109,0.3971896955503513,13
15135,0.33099141295862605,43
15172,0.5560655737704918,6
15176,0.3971896955503513,13
15180,0.18054077070470514,12
15183,0.07766278963275025,55
15185,0.07766278963275025,55
15212,0.14185346269655402,7
15223,1.263785394932936,36
15236,1,7
15238,0.18054077070470514,12
15299,0.18054077070470514,12
15325,0.07766278963275025,55
15332,0.14185346269655402,7
15377,0.28370692539310804,33
15425,0.07766278963275025,55
15442,0.07766278963275025,55
15455,0.07766278963275025,55
15464,0.07766278963275025,55
15469,0.07766278963275025,55
15480,0.07766278963275025,55
15507,0.28370692539310804,33
15514,0.8177434908389586,51
15516,0.14185346269655402,7
15518,0.28370692539310804,33
15531,0.3390643742502999,11
15533,0.28370692539310804,33
15542,0.3971896955503513,13
15550,0.28370692539310804,33
15572,0.4344262295081967,10
15580,0.07766278963275025,55
15599,0.5560655737704918,6
15600,0.5560655737704918,6
15621,0.14185346269655402,7
15632,0.14185346269655402,7
15660,0.14185346269655402,7
15664,0.14185346269655402,7
15667,0.4344262295081967,10
15681,0.07766278963275025,55
15686,0.07766278963275025,55
15690,0.07766278963275025,55
15755,0.07766278963275025,55
15761,0.3971896955503513,13
15763,0.14185346269655402,7
15790,0.3971896955503513,13
15816,0.14185346269655402,7
15832,0.14185346269655402,7
15897,0.07766278963275025,55
17001,0.8177434908389586,51
17013,0.07766278963275025,55
17042,0.5792349726775956,42
17050,0.07766278963275025,55
17088,0.07766278963275025,55
17174,0.33099141295862605,43
17272,0.14185346269655402,7
17380,0.8177434908389586,51
17433,0.3390643742502999,11
17444,0.33099141295862605,43
17446,0.07766278963275025,55
17486,0.33099141295862605,43
17495,0.28370692539310804,33
17513,0.07766278963275025,55
17524,0.07766278963275025,55
17541,0.3971896955503513,39
17614,0.28370692539310804,33
17616,0.18054077070470514,12
17653,0.07766278963275025,55
17662,1.5446265938069215,4
17665,0.18054077070470514,12
17777,0.14185346269655402,7
17867,1.263785394932936,36
17873,0.33099141295862605,43
17877,0.14185346269655402,7
18001,1.9859484777517564,40
18029,1.7377049180327868,1
18094,1.3901639344262298,35
