covariable,media_tratados_antes,media_tratados_despues,media_controles_antes,media_controles_despues,dif_estandarizada_antes,dif_estandarizada_despues,razon_varianzas_antes,razon_varianzas_despues,ecdf_media_antes,ecdf_media_despues,ecdf_max_antes,ecdf_max_despues,mejora_abs
distance,0.27969344237261085,0.2368682816752609,0.05105621193910899,0.2365673134477691,0.9800496735832065,0.001290095285675847,7.322828721109572,1.003125698900106,0.361577094335715,0.004521470608450585,0.588381484933209,0.029411764705882366,0.9787595782975307
log_defor_pre_media,5.095012332838693,5.083702998888295,3.7148011207058076,5.073345870642574,0.8509359571958436,0.006385437793940078,1.0620814190019399,1.0321483938037879,0.22983452828622308,0.015376577129579648,0.35274930102516305,0.057493633563787866,0.8445505194019035
defor_pre_tendencia,0.16197196974999437,0.16323664727767467,-0.024884428760828258,0.1320939300924813,0.3220463622768195,0.05367436630930474,0.8150383783831806,1.3149313436040255,0.0763872723401016,0.021943139304194077,0.1595992544268406,0.07435422823649245,0.26837199596751476
log_baseline_forest,11.635526030697026,11.51558158323588,9.634199139058223,11.562396951112037,1.2476946631600137,-0.02918627881181515,1.1926806830171008,1.0395569255994141,0.33448070056287876,0.02123488768787858,0.5543129336232784,0.08467362343100458,1.2185083843481985
temp_media_c_base,22.20158990756204,22.04172289998524,19.456674480384322,21.82713915070422,0.6232562422827959,0.04872305350746324,0.7680925904480571,1.5007025774527658,0.15673699369496677,0.062251885037872066,0.36382934658796723,0.18886088683500263,0.5745331887753327
prec_anual_mm_base,3511.2868518274245,3221.4671629082245,1842.2558397654582,3110.607469910819,0.8284733124849523,0.05502851439839844,4.19058506572284,1.4990837028393322,0.28576418745164156,0.025824475317849788,0.4850367608988298,0.12525611658639615,0.7734447980865539
altura_base,558.1891891891892,597.1764705882352,1173.360153256705,636.4968834514368,-0.7765192251151328,-0.049633448766592536,0.7488138504335818,1.256884157402736,0.22656267883128145,0.0578584714867803,0.43429636533084814,0.22021647658937094,0.7268857763485403
discapital_base,108.13766621621622,105.05377413235294,79.48199656618775,113.98013019776725,0.37809769949255567,-0.11777895035795187,1.6616520420829357,0.7126802188064248,0.14176517967390548,0.023239154125112103,0.2567826447136791,0.08175713781438025,0.2603187491346038
disbogota_base,385.3037376216216,387.4696553529412,317.19269693965515,393.3461671533329,0.4258259940172028,-0.03673958661768277,0.6638808333822765,0.826623021811881,0.12952351379423746,0.02538904341068649,0.2656881018949984,0.07474448757062324,0.38908640739952
distancia_mercado_base,146.4250292972973,147.02791394117648,63.03616514386974,146.03952201570002,0.5157601727151917,0.006113204627132319,2.936495914790873,0.7923949279540726,0.18944657897976047,0.04165453390374568,0.36522729626177897,0.09958306705457273,0.5096469680880594
H_coca_base,413.82405405405405,416.74720588235294,101.59577586206898,483.214867647845,0.23842039538142493,-0.05075532008174855,3.137115179162689,1.0879289083829968,0.1369017710142449,0.06332213152643036,0.2490680335507921,0.12421020744442024,0.18766507529967638
homicidios_base,51.17567567567568,51.61764705882353,17.955938697318008,82.55734977407461,0.14408113886454196,-0.13419214024024234,6.521688015781033,0.4181949666748239,0.060338477709980555,0.034217998315033096,0.1526612819716267,0.10391696336704798,0.009888998624299622
o_desplaza_base,1319.7972972972973,1188.3235294117646,559.1149425287356,1101.9624853721332,0.3514604485538885,0.03990166340191467,2.2669697992384497,0.9996831377256815,0.21298740220210136,0.04013323040256304,0.3304079942010976,0.09336832151780068,0.3115587851519739
