Project ID,Project Name,Project Stage,Project URL,Duration start,Duration end,n_matches,cod_dane,municipio
CDC-21,CARBONO NEGOCIOS AGROFORESTALES ,Verification,https://www.ecoregistry.io/projects/21,,,3,13654;5154;5895,CAUCASIA;SAN JACINTO;ZARAGOZA
CDC-21,CARBONO NEGOCIOS AGROFORESTALES ,Verification,https://www.ecoregistry.io/projects/21,,,3,13654;5154;5895,CAUCASIA;SAN JACINTO;ZARAGOZA
CDC-21,CARBONO NEGOCIOS AGROFORESTALES ,Verification,https://www.ecoregistry.io/projects/21,,,3,13654;5154;5895,CAUCASIA;SAN JACINTO;ZARAGOZA
CDC-21,CARBONO NEGOCIOS AGROFORESTALES ,Verification,https://www.ecoregistry.io/projects/21,,,3,13654;5154;5895,CAUCASIA;SAN JACINTO;ZARAGOZA
CDC-21,CARBONO NEGOCIOS AGROFORESTALES ,Verification,https://www.ecoregistry.io/projects/21,,,3,13654;5154;5895,CAUCASIA;SAN JACINTO;ZARAGOZA
CDC-118,"Cavadacavᵾ Coreivᵾ Jocᵾ Bᵾcᵾro Rẽ, N̄ᵾjẽ N̄ecᵾvã Aiye Baquepe",Certified,https://www.ecoregistry.io/projects/118,,,0,,
CDC-161,PCH CANTAYUS,Certified,https://www.ecoregistry.io/projects/161,,,2,47707;5190,CISNEROS;SANTA ANA
CDC-74,Cucuana Hydroelectric Power Plant,Verification,https://www.ecoregistry.io/projects/74,,,2,70708;73622,RONCESVALLES;SAN MARCOS
CDC-74,Cucuana Hydroelectric Power Plant,Verification,https://www.ecoregistry.io/projects/74,,,2,70708;73622,RONCESVALLES;SAN MARCOS
CDC-152,GUAINIA REDD+ PROJECT,Certified,https://www.ecoregistry.io/projects/152,,,0,,
CDC-117,CHONTA COROZO REDD+ Project,Certified,https://www.ecoregistry.io/projects/117,,,0,,
CDC-46,SKCARBONO,Certified,https://www.ecoregistry.io/projects/46,,,3,15131;17616;5129,CALDAS;RISARALDA
CDC-46,SKCARBONO,Certified,https://www.ecoregistry.io/projects/46,,,3,15131;17616;5129,CALDAS;RISARALDA
CDC-16,Proyecto hidroeléctrico Porce III,Verification,https://www.ecoregistry.io/projects/16,,,3,5001;5031;5310,AMALFI;GOMEZ PLATA;MEDELLIN
CDC-16,Proyecto hidroeléctrico Porce III,Verification,https://www.ecoregistry.io/projects/16,,,3,5001;5031;5310,AMALFI;GOMEZ PLATA;MEDELLIN
CDC-16,Proyecto hidroeléctrico Porce III,Verification,https://www.ecoregistry.io/projects/16,,,3,5001;5031;5310,AMALFI;GOMEZ PLATA;MEDELLIN
CDC-16,Proyecto hidroeléctrico Porce III,Verification,https://www.ecoregistry.io/projects/16,,,3,5001;5031;5310,AMALFI;GOMEZ PLATA;MEDELLIN
CDC-16,Proyecto hidroeléctrico Porce III,Verification,https://www.ecoregistry.io/projects/16,,,3,5001;5031;5310,AMALFI;GOMEZ PLATA;MEDELLIN
CDC-41,Cartagena Landfill Gas Capture and Usage Project,Certified,https://www.ecoregistry.io/projects/41,,,0,,
CDC-41,Cartagena Landfill Gas Capture and Usage Project,Certified,https://www.ecoregistry.io/projects/41,,,0,,
CDC-114,PROYECTO REDD+ PAZCÍFICO SUR,Certified,https://www.ecoregistry.io/projects/114,,,3,25483;52480;5483,NARINO
CDC-65,"Manejo Sostenible de los Bosques Aplicado al Predio Santa Ana, Vereda El Popal, Municipio De Sonsón, Bajo El Esquema BancO2",Certified,https://www.ecoregistry.io/projects/65,,,2,47707;5756,SANTA ANA;SONSON
CDC-112,Sustitución de combustibles fósiles por combustibles alternativos en la producción de Clinker Planta Cartagena,Verification,https://www.ecoregistry.io/projects/112,,,0,,
CDC-112,Sustitución de combustibles fósiles por combustibles alternativos en la producción de Clinker Planta Cartagena,Verification,https://www.ecoregistry.io/projects/112,,,0,,
CDC-17,CARBONO GRESCO2,Verification,https://www.ecoregistry.io/projects/17,,,7,15131;17433;17541;17873;25743;5129;52381,CALDAS;LA FLORIDA;MANZANARES;PENSILVANIA;SILVANIA;VILLAMARIA
CDC-17,CARBONO GRESCO2,Verification,https://www.ecoregistry.io/projects/17,,,7,15131;17433;17541;17873;25743;5129;52381,CALDAS;LA FLORIDA;MANZANARES;PENSILVANIA;SILVANIA;VILLAMARIA
CDC-17,CARBONO GRESCO2,Verification,https://www.ecoregistry.io/projects/17,,,7,15131;17433;17541;17873;25743;5129;52381,CALDAS;LA FLORIDA;MANZANARES;PENSILVANIA;SILVANIA;VILLAMARIA
CDC-26,MultiAntioquia,Certified,https://www.ecoregistry.io/projects/26,,,7,15131;17013;19110;5129;52381;5670;68013,AGUADA;AGUADAS;BUENOS AIRES;CALDAS;LA FLORIDA;SAN ROQUE
CDC-26,MultiAntioquia,Certified,https://www.ecoregistry.io/projects/26,,,7,15131;17013;19110;5129;52381;5670;68013,AGUADA;AGUADAS;BUENOS AIRES;CALDAS;LA FLORIDA;SAN ROQUE
CDC-4,Carbono Paja Perdida,Certified,https://www.ecoregistry.io/projects/4,,,1,5659,SAN JUAN DE URABA
CDC-4,Carbono Paja Perdida,Certified,https://www.ecoregistry.io/projects/4,,,1,5659,SAN JUAN DE URABA
CDC-5,Carbono La Puya y San Lorenzo,Certified,https://www.ecoregistry.io/projects/5,,,5,13212;23419;52215;52687;63212,CORDOBA;LOS CORDOBAS;SAN LORENZO
CDC-5,Carbono La Puya y San Lorenzo,Certified,https://www.ecoregistry.io/projects/5,,,5,13212;23419;52215;52687;63212,CORDOBA;LOS CORDOBAS;SAN LORENZO
CDC-156,ORINOCO REDD+ PROJECT,Retired,https://www.ecoregistry.io/projects/156,,,1,99773,CUMARIBO
CDC-77,Central Hidroeléctrica de Santa Ana,Certified,https://www.ecoregistry.io/projects/77,,,1,47707,SANTA ANA
CDC-149,Veolia LFG PTA Cucuta Landfill,Cancelled,https://www.ecoregistry.io/projects/149,,,0,,
CDC-8,Proyecto forestal de mitigación de cambio climático “Forestal de La Orinoquía”,Certified,https://www.ecoregistry.io/projects/8,,,2,99001;99524,LA PRIMAVERA;PUERTO CARRENO
CDC-100,PITUGUCAJUDE,Certified,https://www.ecoregistry.io/projects/100,,,0,,
CDC-86,Proyecto agrupado HZ Energy,Certified,https://www.ecoregistry.io/projects/86,,,2,5031;5670,AMALFI;SAN ROQUE
CDC-109,Bosques Solares de los Llanos 1,Certified,https://www.ecoregistry.io/projects/109,,,0,,
CDC-83,Primera sombrilla de generación solar fotovoltaica de Ecopetrol,Certified,https://www.ecoregistry.io/projects/83,,,0,,
CDC-113,Eficiencia energética por Control Operacional en la Refinería de Cartagena,Certified,https://www.ecoregistry.io/projects/113,,,0,,
CDC-84,Programa de aprovechamiento de gas asociado de Ecopetrol,Certified,https://www.ecoregistry.io/projects/84,,,0,,
CDC-32,Programa de Compensaciones de Gases de Efecto Invernadero (GEI) – Reforestadora Cacerí S.A.,Certified,https://www.ecoregistry.io/projects/32,,,0,,
CDC-56,Jocū Bucūrō Apūrō,Certified,https://www.ecoregistry.io/projects/56,,,0,,
CDC-55,Awakadaa Matsiadali,Certified,https://www.ecoregistry.io/projects/55,,,0,,
CDC-108,Proyecto Solar Fotovoltaico Agrupado URRÁ S.A. E.S.P.,Verification,https://www.ecoregistry.io/projects/108,,,0,,
CDC-93,Proyecto agrupado de PTGs - Parex,Certified,https://www.ecoregistry.io/projects/93,,,0,,
CDC-31,Carbono Agroforestal La Argentina,Certified,https://www.ecoregistry.io/projects/31,,,3,41378;5001;5858,LA ARGENTINA;MEDELLIN;VEGACHI
CDC-30,Carbono Ganados y Bosques,Certified,https://www.ecoregistry.io/projects/30,,,1,5490,NECOCLI
CDC-89,REDD+ PAZCÍFICO,Verification,https://www.ecoregistry.io/projects/89,,,0,,
CDC-89,REDD+ PAZCÍFICO,Verification,https://www.ecoregistry.io/projects/89,,,0,,
CDC-85,Celsia Solar Agrupado Colombia 2021,Verification,https://www.ecoregistry.io/projects/85,,,0,,
CDC-15,Bonos Verdes Colombia Grupo Custodiar S.A.,Certified,https://www.ecoregistry.io/projects/15,,,3,13212;52215;63212,CORDOBA
CDC-7,Reforestación Comercial en Meta,Certified,https://www.ecoregistry.io/projects/7,,,0,,
CDC-60,BANAKALE - ISIMALI REDD+,Certified,https://www.ecoregistry.io/projects/60,,,2,5660;73678,SAN LUIS
CDC-53,BAKA ROKARIRE ~IA TIR+~DITO,Certified,https://www.ecoregistry.io/projects/53,,,0,,
CDC-79,Carbono Verde,Certified,https://www.ecoregistry.io/projects/79,,,4,13212;23580;52215;63212,CORDOBA;PUERTO LIBERTADOR
CDC-48,Granja Solar de Inírida,Retired,https://www.ecoregistry.io/projects/48,,,1,94001,INIRIDA
CDC-43,Carbono Nueva Esperanza,Certified,https://www.ecoregistry.io/projects/43,,,0,,
CDC-42,Carbono Inmunizar,Certified,https://www.ecoregistry.io/projects/42,,,0,,
CDC-35,Proyecto Hidroeléctrico Guavio,Cancelled,https://www.ecoregistry.io/projects/35,,,0,,
CDC-24,Carbono Reforesta,Certified,https://www.ecoregistry.io/projects/24,,,0,,
CDC-27,"Proyecto de mitigación en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en los municipios de Sucre y el Peñón Santander, Colombia.",Verification,https://www.ecoregistry.io/projects/27,,,3,13268;25258;68250,EL PENON
CDC-27,"Proyecto de mitigación en el sector del uso del suelo cambio en el uso del suelo y silvicultura por remociones debidas al establecimiento de sistemas forestales de Hevea brasiliensis en los municipios de Sucre y el Peñón Santander, Colombia.",Verification,https://www.ecoregistry.io/projects/27,,,3,13268;25258;68250,EL PENON
CDC-18,Carbono Refosinu,Retired,https://www.ecoregistry.io/projects/18,,,0,,
CDC-3,Carbono Flor y Nuevo,Certified,https://www.ecoregistry.io/projects/3,,,0,,
CDC-2,Carbono Agrorios,Certified,https://www.ecoregistry.io/projects/2,,,0,,
CDC-1,Carbono Agroporvanda,Certified,https://www.ecoregistry.io/projects/1,,,0,,
