_id,nombre_iniciativa,tipo,fase,n_matches,cod_dane,municipio
68b22c0a2cb375c800b83ccc,Parque eólico WESP 01,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22c052cb375c800b83cc8,UNU-MAI REDD+,Proyecto REDD+,Factibilidad,0,,
68b22c042cb375c800b83cc5,Proyecto REDD+ Fundación Biodiversa en tierras bajas del Magdalena,Proyecto REDD+,Factibilidad,0,,
68b22bff2cb375c800b83cc1,Proyecto PELIWAISI REDD+ UNUMA VICHADA,Proyecto REDD+,Factibilidad,0,,
68b22bfe2cb375c800b83cbe,PAISAJES PRODUCTIVOS RESTAURADOS EN LA CUENCA MEDIA DEL RÍO MAGDALENA EN COLOMBIA,PDBC - Programas de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bfd2cb375c800b83cbb,PCH Cantayus,MDL - Proyectos del Mecanismo de Desarrollo Limpio,Factibilidad,0,,
68b22bfc2cb375c800b83cb8,Sustainable Agroforestry Cacao Meta,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bf72cb375c800b83cb4,PROYECTO FORESTAL CO2CERO META_09,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bf22cb375c800b83cb0,Bella Bosque Afforestation Project - Colombia,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bf12cb375c800b83cad,Guainia III,Proyecto REDD+,Factibilidad,0,,
68b22bec2cb375c800b83ca9,PROYECTO REDD+ CUENCA ALTO BAUDO,Proyecto REDD+,Factibilidad,0,,
68b22beb2cb375c800b83ca6,Paramuno P2 ,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22be62cb375c800b83ca2,Paramuno Proyecto 2 ,Proyecto REDD+,Cierre,0,,
68b22be02cb375c800b83c9e,CO2rozo P1,Proyecto REDD+,Cierre,0,,
68b22bdb2cb375c800b83c9a,CO2Bio P4 ,Proyecto REDD+,Cierre,0,,
68b22bd62cb375c800b83c96,CO2Bio P4,PDBC - Proyectos de Desarrollo Bajo en Carbono,Cierre,0,,
68b22bd12cb375c800b83c92,GUANIA REDD+ PROJECT,Proyecto REDD+,Factibilidad,0,,
68b22bd02cb375c800b83c8f,Orinoco2 P2 ,Proyecto REDD+,Factibilidad,0,,
68b22bcb2cb375c800b83c8b,PITUGUCAJUDE,Proyecto REDD+,Factibilidad,0,,
68b22bca2cb375c800b83c88,CO2rozo Proyecto 1,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bc32cb375c800b83c84,PMCC Carbono Hass,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bc22cb375c800b83c81,CultivO2,PDBC - Proyectos de Desarrollo Bajo en Carbono,Factibilidad,0,,
68b22bbc2cb375c800b83c7d,REDD+ PAZcífico sur,Proyecto REDD+,Factibilidad,0,,
68b22bbc2cb375c800b83c7a,REDD+ conservation of Ethno sustainable Afro-Colombian community in the Tropical Rain Forest of Colombia,Proyecto REDD+,Factibilidad,0,,
68b22bb62cb375c800b83c76,Más Bosques para Medellín,PDBC - Proyectos de Desarrollo Bajo en Carbono,Formulación,0,,
