project_id,cod_dane,municipio,source_note
2290,70221,COVEÑAS,manual_bridge_golfo_morrosquillo
2290,70820,SANTIAGO DE TOLÚ,manual_bridge_golfo_morrosquillo
2290,70823,SAN JOSÉ DE TOLUVIEJO,manual_bridge_golfo_morrosquillo
2290,70713,SAN ONOFRE,manual_bridge_golfo_morrosquillo
2290,23672,SAN ANTERO,manual_bridge_golfo_morrosquillo
2290,23675,SAN BERNARDO DEL VIENTO,manual_bridge_golfo_morrosquillo
2290,23500,MOÑITOS,manual_bridge_golfo_morrosquillo
2290,23574,PUERTO ESCONDIDO,manual_bridge_golfo_morrosquillo
