ADM2_NAME,ADM2_CODE,year,temp_media_c,prec_anual_mm
Tame,13473,2001.0,21.973525460806226,1966.4109365609327
Baranoa,13474,2001.0,26.52474832708016,944.3657741428998
Barranquilla  (dist.port.,13475,2001.0,27.048764198705104,738.5431865117531
Campo De La Cruz,13476,2001.0,27.08794515216828,1016.4899015888091
Candelaria,13477,2001.0,26.973894857864334,976.5942707554066
Galapa,13478,2001.0,26.598853934618138,823.6956534563742
Juan De Acosta,13479,2001.0,26.705196919552307,817.9638877231546
Luruaco,13480,2001.0,26.705831871467645,895.6926278132252
Malambo,13481,2001.0,26.781672415077587,836.0360141754948
Manati,13482,2001.0,26.954981649583267,931.6329863297652
Palmar De Varela,13483,2001.0,27.037787231031302,1033.323582062296
Piojo,13484,2001.0,26.84870545808318,828.5325350871989
Polo Nuevo,13485,2001.0,26.675906319363634,982.8499770937793
Ponedera,13486,2001.0,27.068378703021686,1082.45494650157
Puerto Colombia,13487,2001.0,26.752019290981877,694.4637615530077
Repelon,13488,2001.0,26.662588621434793,885.2988518853253
Sabanagrande,13489,2001.0,26.845481949387782,891.5001355454104
Sabanalarga,13490,2001.0,26.734951640481352,1081.896626333984
Santa Lucia,13491,2001.0,27.130363257777717,980.1220168666592
Santo Tomas,13492,2001.0,26.98220889657238,1012.0344851375785
Soledad,13493,2001.0,26.81241118782439,728.5046012370727
Suan,13494,2001.0,27.20030097632224,967.0131713780196
Tubara,13495,2001.0,26.570178154601493,795.4417227286674
Usiacuri,13496,2001.0,26.556400814408555,917.9742354202691
Achi,13497,2001.0,25.892635467796026,3215.3347817122676
Altos Del Rosario,13498,2001.0,26.602485305744583,2164.0271335446196
Arjona,13499,2001.0,26.761984206881124,1142.4623916473367
Barranco De Loba,13500,2001.0,26.764364006495388,1986.6776678540423
Calamar,13501,2001.0,26.924200239467915,1112.53725000998
Cantagallo,13502,2001.0,25.294848306774576,3048.852294955581
Cartagena (dist. Esp.),13503,2001.0,26.80298980728091,811.8220320663369
Cartagena (dist. Esp.) (i,13504,2001.0,,970.4549250351126
Cicuco,13505,2001.0,27.273748185704992,1120.639411011826
Cordoba,13506,2001.0,27.024100269290326,880.7367632520385
El Carmen De Bolivar,13507,2001.0,25.83163841013324,1374.0632258715477
El Guamo,13508,2001.0,26.899007920558603,1221.3883456312938
Hatillo De Loba,13509,2001.0,27.230624175049183,1871.0999695511491
Magangue,13510,2001.0,27.16089496180847,1292.9604886871848
Mahates,13511,2001.0,26.679432089587756,1279.5391574609737
Margarita,13512,2001.0,27.25925968541152,1687.7432473939518
Maria La Baja,13513,2001.0,26.53789087519843,1283.6646745676783
Mompos,13514,2001.0,27.336056542411455,1362.5355821393166
Montecristo,13515,2001.0,23.70054326126381,3590.9625936060575
Morales,13516,2001.0,24.867572408417633,1858.1727227511524
Pinillos,13517,2001.0,26.82816877976449,2169.347856568223
Rio Viejo,13518,2001.0,26.26552670610574,1689.4177611258388
San Estanislao,13519,2001.0,26.807632708419497,999.996245580335
San Fernando,13520,2001.0,27.143778089128908,1564.3360908769946
San Jacinto,13521,2001.0,25.799351835627668,1377.4342831450238
San Juan Nepomuceno,13522,2001.0,26.112522183651365,1393.2503463646233
San Martin De Loba,13523,2001.0,26.826477727037958,1749.3994000650716
San Pablo,13524,2001.0,23.980636262697534,3053.5875977819233
Santa Catalina,13525,2001.0,26.55015599355239,839.3900989297683
Santa Rosa,13526,2001.0,26.60832161523969,905.9710024357283
Santa Rosa Del Sur,13527,2001.0,22.392019446415592,2677.843503103482
Simiti,13528,2001.0,25.640828496148004,2083.54297078862
Soplaviento,13529,2001.0,27.015664634792504,989.3892606021137
Talaigua Nuevo,13530,2001.0,27.28955831201717,1032.6832820556845
Tiquisio,13531,2001.0,25.62109591657298,2871.8620119748775
Turbaco,13532,2001.0,26.67039523038876,911.9824044518491
Turbana,13533,2001.0,26.74146745922751,938.992660592366
Villanueva,13534,2001.0,26.56732804606566,979.9816523067618
Zambrano,13535,2001.0,27.074614218188774,1065.2340939932562
Almeida,13536,2001.0,15.17380048649445,2033.286337985851
Aquitania,13537,2001.0,12.338718970716032,1750.1348094114246
Arcabuco,13538,2001.0,13.12458310257053,1183.7852208305972
Belen,13539,2001.0,10.898888454005382,902.8338850644055
Berbeo,13540,2001.0,16.55153753788954,2080.3397755225496
Beteitiva,13541,2001.0,12.622687104362484,760.7983005152486
Boavita,13542,2001.0,14.844743147238873,933.067574753935
Boyaca,13543,2001.0,12.298855333296466,870.2686255984395
Brice¥o,13544,2001.0,15.629657166639237,1706.1622489584818
Buenavista,13545,2001.0,16.862917582450862,1625.9252360076125
Busbanza,13546,2001.0,13.118126605183306,735.9298614050992
Caldas,13547,2001.0,14.163366595631983,1390.18326703529
Campohermoso,13548,2001.0,19.078980661344538,2986.5353843167277
Cerinza,13549,2001.0,10.7562251621603,883.8670667913634
Chinavita,13550,2001.0,13.143515159813262,1305.846751879054
Chiquinquira,13551,2001.0,13.175792967982991,1227.6596574109878
Chiquiza,13552,2001.0,13.405898110463975,790.3824782301178
Chiscas,13553,2001.0,9.360769147890618,1158.526706412963
Chita,13554,2001.0,10.603967661499063,1133.9380518872779
Chitaraque,13555,2001.0,16.62400681355859,2382.9894069437464
Chivata,13556,2001.0,11.377807481446155,745.316589577461
Chivor,13557,2001.0,16.280959308431633,2637.049157442061
Cienega,13558,2001.0,12.68107860553104,1082.6496863740306
Combita,13559,2001.0,11.875646639133013,888.6386522122177
Coper,13560,2001.0,17.622940327036314,1969.7743486612621
Corrales,13561,2001.0,12.741021943880224,755.2193948142934
Covarachia,13562,2001.0,16.795978123469734,1345.5504506307075
Cubara,13563,2001.0,15.675745732869077,2414.464728622333
Cucaita,13564,2001.0,12.096120160767002,724.8577976209467
Cuitiva,13565,2001.0,10.545283906628681,936.6840672052969
Duitama,13566,2001.0,11.8142027863957,863.5207158204418
El Cocuy,13567,2001.0,8.889174851075737,934.3400216148541
El Espino,13568,2001.0,13.223138629845028,912.7715362552777
Firavitoba,13569,2001.0,12.845775451766789,676.6790520299422
Floresta,13570,2001.0,13.019099658344139,707.8075463255343
Gachantiva,13571,2001.0,14.647249742521362,1228.2920696342865
Gameza,13572,2001.0,10.039107568839427,935.4855771026018
Garagoa,13573,2001.0,14.559703966527367,1742.7459097988149
Guacamayas,13574,2001.0,13.575943471175014,859.6249911126392
Guateque,13575,2001.0,14.899543510136084,1427.8377358732344
Guayata,13576,2001.0,14.11127411574476,1580.8161311535516
Guican,13577,2001.0,8.078019941896768,1221.9246648798014
Iza,13578,2001.0,12.162423558478759,794.3791684183208
Jenesano,13579,2001.0,12.407108486959512,947.6483059807991
Jerico,13580,2001.0,12.052601900463602,869.8145079240405
La Capilla,13581,2001.0,14.476636924383495,1074.5803958775925
La Uvita,13582,2001.0,12.967287475205127,836.2022518595426
La Victoria,13583,2001.0,19.969506187363706,2811.557119635191
Labranzagrande,13584,2001.0,15.940377458055103,1930.0941468101325
Macanal,13585,2001.0,16.39998403182738,2331.9305978242173
Maripi,13586,2001.0,19.863694709032682,2208.707647178469
Miraflores,13587,2001.0,14.330576305856539,2063.761067009438
Mongua,13588,2001.0,11.44306895775381,1157.1819771626624
Mongui,13589,2001.0,10.809890578027028,865.6177195818616
Moniquira,13590,2001.0,16.51065643611556,1880.1466756577686
Motavita,13591,2001.0,12.323484593097833,815.6995445976452
Muzo,13592,2001.0,20.480688421652346,2629.904986172057
Nobsa,13593,2001.0,13.293280412804554,676.7916854291661
Nuevo Colon,13594,2001.0,11.017055280682325,815.5508018136023
Oicata,13595,2001.0,11.469033330155684,723.7338233456212
Otanche,13596,2001.0,21.730486363493533,2809.187567302054
Pachavita,13597,2001.0,14.400072915604301,1235.937319862057
Paez,13598,2001.0,18.379425948489118,2964.981796866688
Paipa,13599,2001.0,12.899207910506487,1007.2942160322091
Pajarito,13600,2001.0,17.48095365188255,2426.827229249177
Panqueba,13601,2001.0,11.951122972926818,939.0967928666337
Pauna,13602,2001.0,19.847686239959216,2169.469969627766
Paya,13603,2001.0,19.098747609532175,2061.2382123820285
Paz De Rio,13604,2001.0,11.842707929350652,830.3117446224499
Pesca,13605,2001.0,11.27762753127498,1001.8079406867363
Pisva,13606,2001.0,15.47520579697132,1672.1709934404748
Puerto Boyaca,13607,2001.0,26.669633327246228,2483.461689526209
Quipama,13608,2001.0,20.29304527099914,2844.074448008024
Ramiriqui,13609,2001.0,12.671281101150331,1202.177690812989
Raquira,13610,2001.0,12.992149222796021,790.2338799708895
Rondon,13611,2001.0,12.803276283614064,1228.4107237875578
Saboya,13612,2001.0,12.805796044812062,1315.1105817790497
Sachica,13613,2001.0,13.291452381539917,823.2111484378743
Samaca,13614,2001.0,11.726923811606774,703.2533659578925
San Eduardo,13615,2001.0,16.757901858982006,2206.828200629246
San Jose De Pare,13616,2001.0,17.69666292059128,2349.8436591917507
San Luis De Gaceno,13617,2001.0,22.783535368083957,3379.0668070325037
San Mateo,13618,2001.0,14.576823323292658,853.6090694226401
San Miguel De Sema,13619,2001.0,12.355290469991942,946.8842196375606
San Pablo De Borbur,13620,2001.0,21.21208655356749,2674.7581303241764
Santa Rosa De Viterbo,13621,2001.0,11.461136678344808,750.5280127961345
Santa Sofia,13622,2001.0,14.36920255815887,1154.4455337983059
Santamaria,13623,2001.0,21.666653276806187,3365.7604492802975
Santana,13624,2001.0,17.5111572445661,2478.292157124129
Sativanorte,13625,2001.0,12.161180806918718,889.7262478170261
Sativasur,13626,2001.0,11.702435541053674,849.249907339722
Siachoque,13627,2001.0,11.14374602089124,888.9462763162015
Soata,13628,2001.0,13.58639073728106,1117.3026983203592
Socha,13629,2001.0,10.060314654700084,855.4343079610438
Socota,13630,2001.0,10.589605002635576,1121.8615941381452
Sogamoso,13631,2001.0,11.362746546670946,851.1237975927319
Somondoco,13632,2001.0,14.63856072053079,1732.0627120076692
Sora,13633,2001.0,13.301517420914212,721.9294552922249
Soraca,13634,2001.0,11.759170470640257,839.096273519499
Sotaquira,13635,2001.0,12.468043589551327,1029.7785215195506
Susacon,13636,2001.0,12.462673715984128,998.8732692899321
Sutamarchan,13637,2001.0,13.541130104171446,989.5896043006272
Sutatenza,13638,2001.0,15.232380854317007,1524.3902070591664
Tasco,13639,2001.0,10.4570354914585,837.2181605249646
Tenza,13640,2001.0,15.096435840024947,1360.340421284948
Tibabosa,13641,2001.0,14.121590612645896,647.7024143496899
Tibana,13642,2001.0,12.35924060543423,989.070837849206
Tinjaca,13643,2001.0,12.970134314394734,935.3623426887507
Tipacoque,13644,2001.0,14.973048329959846,1141.706449402613
Toca,13645,2001.0,11.27281368994289,733.6669718017852
Togui,13646,2001.0,16.25160728295248,2189.8636870327537
Topaga,13647,2001.0,10.976322710980392,810.3834984699886
Tota,13648,2001.0,10.69999528550064,1190.0459433957367
Tunja,13649,2001.0,11.88065213550545,759.7506662251441
Tunungua,13650,2001.0,18.093152453654977,1948.3010902811302
Turmeque,13651,2001.0,11.095784102358822,775.7214949384331
Tuta,13652,2001.0,12.266439932978535,692.4357673700505
Tutasa,13653,2001.0,10.305134137126347,948.7009675971968
Umbita,13654,2001.0,12.812429331097619,915.611683372947
Ventaquemada,13655,2001.0,10.808163240588156,727.9794009235521
Villa De Leyva,13656,2001.0,13.850168960176445,913.8849002329133
Viracacha,13657,2001.0,12.456847073874359,954.6302118591038
Zetaquira,13658,2001.0,14.047114745206468,1627.516387793467
Aguadas,13660,2001.0,17.574544149688155,2197.1488900264394
Anserma,13661,2001.0,17.49983345416036,1904.9708491639715
Aranzazu,13662,2001.0,16.20686928263801,1627.5508541677352
Belalcazar,13663,2001.0,18.66452251242858,2146.501383507315
Chinchina,13664,2001.0,16.715166760156524,2201.2939218874194
Filadelfia,13665,2001.0,19.130078398500565,1857.7459730409441
La Dorada,13666,2001.0,26.551713262743977,2764.9584432168613
La Merced,13667,2001.0,19.535585298672125,1992.0971931270237
Manizales,13668,2001.0,15.747976222313714,1796.9642960739577
Manzanares,13669,2001.0,16.40966711485578,2316.34866393728
Marmato,13670,2001.0,17.82321739012221,2194.0010804350836
Marquetalia,13671,2001.0,17.7972485596027,3089.2835266219554
Marulanda,13672,2001.0,12.166026182280895,1660.3193572761802
Neira,13673,2001.0,15.570488126635976,1643.0573944837952
Pacora,13674,2001.0,17.54910657797169,2048.174149479535
Palestina,13675,2001.0,17.225797268179676,2122.485428700783
Pensilvania,13676,2001.0,15.10288884472006,2469.9688011169383
Riosucio,13677,2001.0,15.341980294832979,2178.7845634974115
Risaralda,13678,2001.0,17.9817862622504,2043.0303884606335
Salamina,13679,2001.0,14.073595558683602,1708.4718076252018
Samana,13680,2001.0,21.435351635575927,3675.540439369224
Supia,13681,2001.0,16.796245430194993,2099.897800003532
Victoria,13682,2001.0,24.017946163652507,3548.9553079749144
Villamaria,13683,2001.0,11.643945339375698,1738.1829595461643
Viterbo,13684,2001.0,18.697430085759798,2161.4576055262246
Albania,13685,2001.0,23.606224013160055,3817.184422882568
Belen De Los Andaquies,13686,2001.0,20.850900058332993,3321.4100929555448
Cartagena Del Chaira,13687,2001.0,24.310120648150882,3336.827796466427
Curillo,13688,2001.0,23.96524599109786,4033.552245646154
El Doncello,13689,2001.0,21.36087524086251,3230.0443815966514
El Paujil,13690,2001.0,23.125341009396877,3883.417389842638
Florencia,13691,2001.0,19.565487167536666,2806.5520534023353
La Montanita,13692,2001.0,24.197127411821867,3958.0991030727832
Milan,13693,2001.0,24.473233911898273,3939.508148438342
Morelia,13694,2001.0,22.298123994361,3531.4789073283114
Puerto Rico,13695,2001.0,22.27760245619679,2891.6406167954497
San Jose De Fragua,13696,2001.0,19.819901238792454,3699.547437180616
San Vicente Del Caguan,13697,2001.0,22.985346472373575,2829.6192514663862
Valparaiso,13699,2001.0,24.20581436614541,3913.012249919366
Aguazul,13700,2001.0,24.388955673854454,2578.526306349488
Chameza,13701,2001.0,17.570074785231093,2888.312000179763
Hato Corozal,13702,2001.0,25.668760524843577,1947.7682323397823
La Salina,13703,2001.0,11.600224261483406,1296.9424794319582
Mani,13704,2001.0,25.948505665646437,2227.816887148513
Monterrey,13705,2001.0,24.024483352445422,3026.58998334577
Nunchia,13706,2001.0,25.077359152019486,1986.9584271298627
Orocue,13707,2001.0,26.018057340216128,2122.658434509662
Paz De Ariporo,13708,2001.0,25.94561316579168,1998.691135951321
Pore,13709,2001.0,25.27540577800562,1968.2242069740253
Recetor,13710,2001.0,19.610261897763607,2867.960936843077
Sabanalarga,13711,2001.0,24.164421243007347,3226.3993852484004
Sacama,13712,2001.0,16.490048696775823,1972.6669189079867
San Luis De Palenque,13713,2001.0,26.090320773417456,1993.602791207935
Tamara,13714,2001.0,18.89144387543933,2111.681024217452
Tauramena,13715,2001.0,24.98724245811222,2588.825821739016
Trinidad,13716,2001.0,26.010986869968217,2070.5960604258057
Villanueva,13717,2001.0,25.57503035021649,2587.8197053135627
Yopal,13718,2001.0,25.047647290009007,2157.918260129036
Almaguer,13719,2001.0,15.912708232096438,1315.6832332128374
Argelia,13720,2001.0,16.21628083140726,2761.4919415967775
Balboa,13721,2001.0,18.493692542532308,2091.84684562399
Bolivar,13722,2001.0,17.97456684215939,1348.8330219647733
Buenos Aires,13723,2001.0,18.46713841729387,2750.981037856738
Cajibio,13724,2001.0,16.320638333859772,2565.3847669487977
Caldono,13725,2001.0,16.780173478318222,1987.9981638675595
Caloto,13726,2001.0,18.540287376225923,1578.024837332851
Corinto,13727,2001.0,15.319035525726372,1222.9525716372502
El Tambo,13728,2001.0,19.063648001369796,3756.8347433906815
Florencia,13729,2001.0,18.04376427489394,1283.425147453944
Gorgona (is.),13730,2001.0,,3579.2348129165416
Guapi,13731,2001.0,21.644724984891326,4358.393163403377
Guapi (is.),13732,2001.0,,3972.2890577316284
Inza,13733,2001.0,11.95421003477908,1417.9463758394004
Jambalo,13734,2001.0,13.150565979531518,1500.7533196775748
La Sierra,13735,2001.0,18.3092246812261,1755.0985577988079
La Vega,13736,2001.0,15.190186273014524,1388.0111565099921
Lopez De Micay,13737,2001.0,22.592815879550255,7576.747476117766
Mercaderes,13738,2001.0,20.87617103776802,1253.2933527541359
Miranda,13739,2001.0,16.910694920198875,1157.1743588587258
Morales,13740,2001.0,16.6768321866794,2984.503641761316
Padilla,13741,2001.0,19.59535893622939,1283.7551124962663
Paez,13742,2001.0,13.039580363478102,1293.9593065976123
Patia (el Bordo),13743,2001.0,20.825838689983996,2096.1031657269114
Piendamo,13744,2001.0,17.039041092474267,2136.4335956299237
Popayan,13745,2001.0,16.311838118462546,1852.9829917647198
Puerto Tejada,13746,2001.0,20.257697246018964,1325.7164201181756
Purace,13747,2001.0,10.578826911904008,1352.215583798115
Rosas,13748,2001.0,19.24931363856229,1929.4916594089457
San Sebastian,13749,2001.0,12.675013000271464,1186.657884473357
Santa Rosa,13750,2001.0,16.788116044103703,2913.8851505456682
Santander De Quilichao,13751,2001.0,19.801235980247327,2025.9278174566457
Silvia,13752,2001.0,12.39217519293888,1483.20238465511
Sotara,13753,2001.0,14.09570323808345,1543.9831830759715
Suarez,13754,2001.0,15.842014440829406,3328.092277048585
Timbio,13755,2001.0,17.97485893227554,1942.0737467509218
Timbiqui,13756,2001.0,23.110019051813286,5608.1882705987155
Timbiqui (is.),13757,2001.0,,4737.282618045807
Toribio,13758,2001.0,12.793132849012558,1318.8078989904168
Aguachica,13759,2001.0,25.048108733765915,1206.8009446132344
Agustin Codazzi,13760,2001.0,23.581706940145846,1500.2159906813897
Astrea,13761,2001.0,27.367627199297917,1155.6054163069223
Becerril,13762,2001.0,23.81746722278898,1605.9456718592803
Bosconia,13763,2001.0,27.63887441772458,1222.8758615570293
Chimichagua,13764,2001.0,26.61056720721521,1542.3966722160671
Chiriguana,13765,2001.0,25.725705439100228,1797.9053491403279
Curumani,13766,2001.0,25.161531244269142,1830.4459695087623
El Copey,13767,2001.0,25.536976943866932,1319.9939456301697
El Paso,13768,2001.0,27.962493530821224,1263.702568250716
Gamarra,13769,2001.0,26.243365390633915,1184.676594442076
Gonzalez,13770,2001.0,20.21400112045592,1053.756077318202
La Gloria,13771,2001.0,25.479048743630607,1382.7547668695481
La Jagua De Iribico,13772,2001.0,24.750493076906814,1852.1202120339517
La Paz,13773,2001.0,23.82418244906079,1426.0739300949201
Manaure Balcon Del Cesar,13774,2001.0,17.763491117036974,1752.7546832931198
Pailitas,13775,2001.0,25.028177836259793,1619.129357803715
Pelaya,13776,2001.0,25.45578968075217,1507.0155514408295
Rio De Oro,13777,2001.0,24.052015080964864,1196.7444294892198
San Alberto,13778,2001.0,24.297743207705956,1974.068263788012
San Diego,13779,2001.0,25.0045236828985,1230.799327778982
San Martin,13780,2001.0,24.920493244246874,1696.473105623389
Tamalameque,13781,2001.0,26.12902000800267,1513.1260542077669
Valledupar,13782,2001.0,22.917941500023474,1492.8038660882414
Acandi,13783,2001.0,24.099315488564912,3997.6066434194845
Alto Baudo (pie De Pato),13784,2001.0,23.839884604370404,6435.444976909991
Bagado,13785,2001.0,21.44097496731394,5779.9513558952995
Bahia Solano (ciudad Muti,13786,2001.0,24.047743657425972,5112.602435431845
Bajo Baudo (is.),13788,2001.0,,5888.520083101172
Bajo Baudo (pizarro),13789,2001.0,24.125083561482256,7508.459160373236
Bojaya (bella Vista),13790,2001.0,24.240933583769134,5620.3961112357765
Canton De San Pablo,13791,2001.0,24.15890329790275,7303.81814459786
Condoto,13792,2001.0,22.771111217007842,6309.457297023709
El Carmen,13793,2001.0,19.50124468136092,5646.021068809419
Istmina,13794,2001.0,24.1767309766356,7713.6548962453235
Jurado,13795,2001.0,24.231432537038163,4810.40561541923
Jurado (is.),13796,2001.0,,4067.5129150427306
