id,name,country,status,registrationDate,creditingPeriodStartDate,creditingPeriodEndDate,source,projectDetailUrl
2290,BLUE CARBON PROJECT GULF OF MORROSQUILLO VIDA MANGLAR,CO,Registered,06/05/2021,15/05/2015,14/05/2045,manual_seed,https://registry.verra.org/app/projectDetail/VCS/2290
