grupo,n_municipios,n_tratados,n_validos_outcome,att,se,ic_inf,ic_sup
Spillover - first_treat_todas,1023,353,907,6.585124769930499e-4,2.7217515437862104e-4,1.250491744109526e-4,0.0011919757795751471
