especificacion,att,se,ic_inf,ic_sup
Confianza alta - sin covariables,-121.0211310421502,83.96799266346592,-285.5983966625434,43.556134578243004
Confianza alta - doblemente robusto (con covariables),-56.40417293527891,79.84578774060859,-212.90191690687175,100.09357103631392
Confianza alta - submuestra emparejada (PSM),-163.90590969222552,109.65212983364431,-378.8240841661684,51.012264781717334
Todas las fuentes - sin covariables,-101.55133118413869,69.73438625166692,-238.23072823740586,35.12806586912848
Todas las fuentes - doblemente robusto (con covariables),-50.79372174363992,69.74694852056481,-187.49774084394693,85.9102973566671
Todas las fuentes - submuestra emparejada (PSM),-171.39838759278152,94.2246761433362,-356.0787528337205,13.281977648157437
