grupo,n_municipios,n_tratados,n_validos_outcome,att,se,ic_inf,ic_sup
Spillover - first_treat_alta,1034,304,917,3.1469457876324704e-4,0.00028867266819382294,-2.5110385089664587e-4,8.8049300842314e-4
